"dpd_ingredient","active_ingredient_code","basis_of_strength_ing","precise_ing","ccdd","top250name","ing_stem","hydrate","ntp_ing"
"Prasugrel (Prasugrel Hydrochloride)",20588,"Prasugrel","Prasugrel Hydrochloride","","","prasugrel (prasugrel hydrochloride)",FALSE,"prasugrel (prasugrel hydrochloride)"
"GLIMEPIRIDE",12597,"GLIMEPIRIDE","GLIMEPIRIDE","","","glimepiride",FALSE,"glimepiride"
"NADROPARIN CALCIUM",11714,"NADROPARIN CALCIUM","NADROPARIN CALCIUM",NA,NA,NA,NA,NA
"APIS MELLIFERA VENOM PROTEIN EXTRACT",7640,"APIS MELLIFERA VENOM PROTEIN EXTRACT","APIS MELLIFERA VENOM PROTEIN EXTRACT","","","apis mellifera venom protein extract",FALSE,"apis mellifera venom protein extract"
"LISINOPRIL (LISINOPRIL DIHYDRATE)",1253,"LISINOPRIL","LISINOPRIL DIHYDRATE","Y","LISINOPRIL","lisinopril",TRUE,"lisinopril"
"ROCURONIUM BROMIDE",349,"ROCURONIUM BROMIDE","ROCURONIUM BROMIDE","","","rocuronium bromide",FALSE,"rocuronium bromide"
"CHLORAMBUCIL",10153,"CHLORAMBUCIL","CHLORAMBUCIL",NA,NA,NA,NA,NA
"HOMOSALATE",1970,"HOMOSALATE","HOMOSALATE","","","homosalate",FALSE,"homosalate"
"ZAFIRLUKAST",11685,"ZAFIRLUKAST","ZAFIRLUKAST","","","zafirlukast",FALSE,"zafirlukast"
"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED",12360,"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED","","","vibrio cholerae ogawa 50 classical biotype, formalin inactivated",FALSE,"vibrio cholerae ogawa 50 classical biotype, formalin inactivated"
"Ibrutinib",22542,"Ibrutinib","Ibrutinib","","","ibrutinib",FALSE,"ibrutinib"
"TESTOSTERONE ENANTHATE",7486,"TESTOSTERONE ENANTHATE","TESTOSTERONE ENANTHATE","Y","TESTOSTERONE","testosterone",FALSE,"testosterone enanthate"
"DIMETHICONE",433,"DIMETHICONE","DIMETHICONE","","","dimethicone",FALSE,"dimethicone"
"SACUBITRIL (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX)",22647,"SACUBITRIL","SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX",NA,NA,NA,NA,NA
"CAT (FELIS DOMESTICUS) PELT AND CAT DANDER",11833,"CAT (FELIS DOMESTICUS) PELT AND CAT DANDER","FELIS DOMESTICUS","","","cat (felis domesticus) pelt and cat dander",FALSE,"cat (felis domesticus) pelt and cat dander"
"ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE)",13584,"ATOMOXETINE","ATOMOXETINE HYDROCHLORIDE","Y","ATOMOXETINE","atomoxetine",FALSE,"atomoxetine (atomoxetine hydrochloride)"
"LUMACAFTOR",22685,"LUMACAFTOR","LUMACAFTOR","","","lumacaftor",FALSE,"lumacaftor"
"LOSARTAN POTASSIUM",144,"LOSARTAN POTASSIUM","LOSARTAN POTASSIUM","Y","LOSARTAN","losartan",FALSE,"losartan potassium"
"IOHEXOL",8092,"IOHEXOL","IOHEXOL","","","iohexol",FALSE,"iohexol"
"PYRILAMINE MALEATE",7155,"PYRILAMINE MALEATE","PYRILAMINE MALEATE","","","pyrilamine maleate",FALSE,"pyrilamine maleate"
"PODOPHYLLIN",6689,"PODOPHYLLIN","PODOPHYLLIN","","","podophyllin",FALSE,"podophyllin"
"CHORIONIC GONADOTROPIN",7358,"CHORIONIC GONADOTROPIN","CHORIONIC GONADOTROPIN","","","chorionic gonadotropin",FALSE,"chorionic gonadotropin"
"SUMATRIPTAN (SUMATRIPTAN HEMISULFATE)",11323,"SUMATRIPTAN","SUMATRIPTAN HEMISULFATE","Y","SUMATRIPTAN","sumatriptan",FALSE,"sumatriptan (sumatriptan hemisulfate)"
"PARACHLOROPHENOL",17827,"PARACHLOROPHENOL","PARACHLOROPHENOL","","","parachlorophenol",FALSE,"parachlorophenol"
"BLEOMYCIN (BLEOMYCIN SULFATE)",11448,"BLEOMYCIN","BLEOMYCIN SULFATE","","","bleomycin (bleomycin sulfate)",FALSE,"bleomycin (bleomycin sulfate)"
"PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)",9401,"PENTAZOCINE","PENTAZOCINE HYDROCHLORIDE","Y","","pentazocine",FALSE,"pentazocine (pentazocine hydrochloride)"
"SORAFENIB (SORAFENIB TOSYLATE)",15231,"SORAFENIB","SORAFENIB TOSYLATE","","","sorafenib (sorafenib tosylate)",FALSE,"sorafenib (sorafenib tosylate)"
"ANTI-INHIBITOR COAGULANT COMPLEX",96,"ANTI-INHIBITOR COAGULANT COMPLEX","ANTI-INHIBITOR COAGULANT COMPLEX","","","anti-inhibitor coagulant complex",FALSE,"anti-inhibitor coagulant complex"
"AVOBENZONE",755,"AVOBENZONE","AVOBENZONE","","","avobenzone",FALSE,"avobenzone"
"CISATRACURIUM (CISATRACURIUM BESYLATE)",11084,"CISATRACURIUM","CISATRACURIUM BESYLATE","","","cisatracurium (cisatracurium besylate)",FALSE,"cisatracurium (cisatracurium besylate)"
"L-LEUCINE HYDROCHLORIDE",751,"L-LEUCINE HYDROCHLORIDE","L-LEUCINE HYDROCHLORIDE","","","l-leucine hydrochloride",FALSE,"l-leucine hydrochloride"
"PHENYTOIN SODIUM",10207,"PHENYTOIN SODIUM","PHENYTOIN SODIUM","Y","PHENYTOIN","phenytoin sodium",FALSE,"phenytoin sodium"
"DOPAMINE HYDROCHLORIDE",2322,"DOPAMINE HYDROCHLORIDE","DOPAMINE HYDROCHLORIDE","","","dopamine hydrochloride",FALSE,"dopamine hydrochloride"
"PHOSPHOLIPID",10282,"PHOSPHOLIPID","PHOSPHOLIPID","","","phospholipid",FALSE,"phospholipid"
"TROMETAMOL",13337,"TROMETAMOL","TROMETAMOL","","","trometamol",FALSE,"trometamol"
"RISPERIDONE (RISPERIDONE TARTRATE)",723,"RISPERIDONE","RISPERIDONE TARTRATE","Y","RISPERIDONE","risperidone",FALSE,"risperidone (risperidone tartrate)"
"Umeclidinium (Umeclidinium bromide)",22230,"Umeclidinium","Umeclidinium bromide","","","umeclidinium (umeclidinium bromide)",FALSE,"umeclidinium (umeclidinium bromide)"
"ETONOGESTREL",13323,"ETONOGESTREL","ETONOGESTREL","Y","ETONOGESTREL","etonogestrel",FALSE,"etonogestrel"
"NIZATIDINE",1305,"NIZATIDINE","NIZATIDINE","","","nizatidine",FALSE,"nizatidine"
"Tofacitinib (Tofacitinib citrate)",22274,"Tofacitinib","Tofacitinib citrate","","","tofacitinib (tofacitinib citrate)",FALSE,"tofacitinib (tofacitinib citrate)"
"INSULIN ISOPHANE INJECTION PORK",7650,"INSULIN ISOPHANE INJECTION PORK","INSULIN ISOPHANE INJECTION PORK","","","insulin isophane injection pork",FALSE,"insulin isophane injection pork"
"BASILIXIMAB",12027,"BASILIXIMAB","BASILIXIMAB","","","basiliximab",FALSE,"basiliximab"
"TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID",390,"TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID","","","terephthalylidene dicamphor sulfonic acid",FALSE,"terephthalylidene dicamphor sulfonic acid"
"THIOPROPERAZINE (THIOPROPERAZINE MESYLATE)",7999,"THIOPROPERAZINE","THIOPROPERAZINE MESYLATE","","","thioproperazine (thioproperazine mesylate)",FALSE,"thioproperazine (thioproperazine mesylate)"
"CHLORAMPHENICOL (CHLORAMPHENICOL SODIUM SUCCINATE)",16112,"CHLORAMPHENICOL","CHLORAMPHENICOL SODIUM SUCCINATE","","","chloramphenicol (chloramphenicol sodium succinate)",FALSE,"chloramphenicol (chloramphenicol sodium succinate)"
"CLINDAMYCIN (CLINDAMYCIN PHOSPHATE)",8551,"CLINDAMYCIN","CLINDAMYCIN PHOSPHATE","Y","CLINDAMYCIN","clindamycin",FALSE,"clindamycin (clindamycin phosphate)"
"ZINC ACETATE",6353,"ZINC ACETATE","ZINC ACETATE","","","zinc acetate",FALSE,"zinc acetate"
"MINERAL OIL",7140,"MINERAL OIL","MINERAL OIL","","","mineral oil",FALSE,"mineral oil"
"THYROID",6617,"THYROID","THYROID","","","thyroid",FALSE,"thyroid"
"CEPHALEXIN (CEPHALEXIN MONOHYDRATE)",8376,"CEPHALEXIN","CEPHALEXIN MONOHYDRATE","Y","CEPHALEXIN","cephalexin",TRUE,"cephalexin"
"INACTIVATED POLIOVIRUS TYPE II",11934,"INACTIVATED POLIOVIRUS TYPE II","INACTIVATED POLIOVIRUS TYPE II","","","inactivated poliovirus type ii",FALSE,"inactivated poliovirus type ii"
"Ruxolitinib (Ruxolitinib Phosphate)",21376,"Ruxolitinib","Ruxolitinib Phosphate","","","ruxolitinib (ruxolitinib phosphate)",FALSE,"ruxolitinib (ruxolitinib phosphate)"
"L-LYSINE (L-LYSINE HYDROCHLORIDE)",193,"L-LYSINE","L-LYSINE HYDROCHLORIDE","","","l-lysine (l-lysine hydrochloride)",FALSE,"l-lysine (l-lysine hydrochloride)"
"NAPHAZOLINE NITRATE",5642,"NAPHAZOLINE NITRATE","NAPHAZOLINE NITRATE","","","naphazoline nitrate",FALSE,"naphazoline nitrate"
"GADODIAMIDE",420,"GADODIAMIDE","GADODIAMIDE","","","gadodiamide",FALSE,"gadodiamide"
"IVERMECTIN",623,"IVERMECTIN","IVERMECTIN","","","ivermectin",FALSE,"ivermectin"
"HYDROCODONE BITARTRATE",6161,"HYDROCODONE BITARTRATE","HYDROCODONE BITARTRATE","Y","","hydrocodone",FALSE,"hydrocodone bitartrate"
"HYDROXYUREA",10140,"HYDROXYUREA","HYDROXYUREA","","","hydroxyurea",FALSE,"hydroxyurea"
"ROMIPLOSTIM",20436,"ROMIPLOSTIM","ROMIPLOSTIM","","","romiplostim",FALSE,"romiplostim"
"VELAGLUCERASE ALFA",20635,"VELAGLUCERASE ALFA","VELAGLUCERASE ALFA","","","velaglucerase alfa",FALSE,"velaglucerase alfa"
"CHROMIUM (CHROMIUM HVP CHELATE)",2001,"CHROMIUM","CHROMIUM HVP CHELATE","","","chromium (chromium hvp chelate)",FALSE,"chromium (chromium hvp chelate)"
"INSULIN LISPRO PROTAMINE SUSPENSION",12028,"INSULIN LISPRO PROTAMINE SUSPENSION","INSULIN LISPRO PROTAMINE SUSPENSION","","","insulin lispro protamine suspension",FALSE,"insulin lispro protamine suspension"
"CALCIUM GLUCONATE",4808,"CALCIUM GLUCONATE","CALCIUM GLUCONATE","","","calcium gluconate",FALSE,"calcium gluconate"
"LANSOPRAZOLE",180,"LANSOPRAZOLE","LANSOPRAZOLE","Y","LANSOPRAZOLE","lansoprazole",FALSE,"lansoprazole"
"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20",20655,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20","","","pneumococcal polysaccharide serotype 20",FALSE,"pneumococcal polysaccharide serotype 20"
"GALANTAMINE (GALANTAMINE HYDROBROMIDE)",12329,"GALANTAMINE","GALANTAMINE HYDROBROMIDE","Y","GALANTAMINE","galantamine",FALSE,"galantamine (galantamine hydrobromide)"
"PROGESTERONE",7554,"PROGESTERONE","PROGESTERONE","Y","PROGESTERONE","progesterone",FALSE,"progesterone"
"Teriflunomide",22169,"Teriflunomide","Teriflunomide","","","teriflunomide",FALSE,"teriflunomide"
"OLANZAPINE (OLANZAPINE TARTRATE)",1,"OLANZAPINE","OLANZAPINE TARTRATE","Y","OLANZAPINE","olanzapine",FALSE,"olanzapine (olanzapine tartrate)"
"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C",19043,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C","","","meningococcal polysaccharide-diphtheria toxoid conjugate, group c",FALSE,"meningococcal polysaccharide-diphtheria toxoid conjugate, group c"
"BISOCTRIZOLE",20446,"BISOCTRIZOLE","BISOCTRIZOLE","","","bisoctrizole",FALSE,"bisoctrizole"
"PENTOXIFYLLINE",1929,"PENTOXIFYLLINE","PENTOXIFYLLINE","","","pentoxifylline",FALSE,"pentoxifylline"
"RUFINAMIDE",20811,"RUFINAMIDE","RUFINAMIDE","","","rufinamide",FALSE,"rufinamide"
"Recombinant human coagulation factor IX, FC Fusion protein",22263,"Recombinant human coagulation factor IX, FC Fusion protein","Recombinant human coagulation factor IX, FC Fusion protein",NA,NA,NA,NA,NA
"HYDROCORTISONE VALERATE",7509,"HYDROCORTISONE VALERATE","HYDROCORTISONE VALERATE","Y","HYDROCORTISONE","hydrocortisone",FALSE,"hydrocortisone valerate"
"MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)",11343,"MITOXANTRONE","MITOXANTRONE HYDROCHLORIDE","","","mitoxantrone (mitoxantrone hydrochloride)",FALSE,"mitoxantrone (mitoxantrone hydrochloride)"
"PRIMIDONE",8265,"PRIMIDONE","PRIMIDONE","","","primidone",FALSE,"primidone"
"OPIUM",6897,"OPIUM","OPIUM","Y","","opium",FALSE,"opium"
"LODOXAMIDE (LODOXAMIDE TROMETHAMINE)",11177,"LODOXAMIDE","LODOXAMIDE TROMETHAMINE",NA,NA,NA,NA,NA
"TRIAMCINOLONE HEXACETONIDE",7582,"TRIAMCINOLONE HEXACETONIDE","TRIAMCINOLONE HEXACETONIDE","Y","TRIAMCINOLONE ACETONIDE","triamcinolone acetonide",FALSE,"triamcinolone acetonide"
"NAPROXEN",2414,"NAPROXEN","NAPROXEN","Y","NAPROXEN","naproxen",FALSE,"naproxen"
"DICLOFENAC DIETHYLAMINE",20061,"DICLOFENAC DIETHYLAMINE","DICLOFENAC DIETHYLAMINE","Y","DICLOFENAC","diclofenac",FALSE,"diclofenac diethylamine"
"D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE, RIBOFLAVIN-5-PHOSPHATE)",5000,"D-PANTOTHENIC ACID","CALCIUM D-PANTOTHENATE, RIBOFLAVIN-5-PHOSPHATE","","","d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate)",FALSE,"d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate)"
"BENZYDAMINE HYDROCHLORIDE",2047,"BENZYDAMINE HYDROCHLORIDE","BENZYDAMINE HYDROCHLORIDE","","","benzydamine hydrochloride",FALSE,"benzydamine hydrochloride"
"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED",12359,"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED","","","vibrio cholerae ogawa 50 classical biotype, heat inactivated",FALSE,"vibrio cholerae ogawa 50 classical biotype, heat inactivated"
"Influenza Virus Type A (H3N2)",20599,"Influenza Virus Type A","H3N2","","","influenza virus type a (h3n2)",FALSE,"influenza virus type a (h3n2)"
"BETAMETHASONE (BETAMETHASONE VALERATE)",7610,"BETAMETHASONE","BETAMETHASONE VALERATE","Y","BETAMETHASONE","betamethasone (base)",FALSE,"betamethasone (betamethasone valerate)"
"BUPRENORPHINE",12033,"BUPRENORPHINE","BUPRENORPHINE","Y","BUPRENORPHINE","buprenorphine",FALSE,"buprenorphine"
"NADOLOL",2099,"NADOLOL","NADOLOL","","","nadolol",FALSE,"nadolol"
"IDOXURIDINE",8313,"IDOXURIDINE","IDOXURIDINE","","","idoxuridine",FALSE,"idoxuridine"
"CONJUGATED ESTROGENS",12708,"CONJUGATED ESTROGENS","CONJUGATED ESTROGENS","Y","ESTROGENIC SUB,CONJUGATED","conjugated estrogens",FALSE,"conjugated estrogens"
"ERGOTAMINE TARTRATE",9252,"ERGOTAMINE TARTRATE","ERGOTAMINE TARTRATE","Y","","ergotamine",FALSE,"ergotamine tartrate"
"CEFTAZIDIME",8344,"CEFTAZIDIME","CEFTAZIDIME","","","ceftazidime",FALSE,"ceftazidime"
"DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE)",11085,"DOBUTAMINE","DOBUTAMINE HYDROCHLORIDE","","","dobutamine (dobutamine hydrochloride)",FALSE,"dobutamine (dobutamine hydrochloride)"
"HYPROLOSE",13317,"HYPROLOSE","HYPROLOSE","","","hyprolose",FALSE,"hyprolose"
"TAMOXIFEN (TAMOXIFEN CITRATE)",11164,"TAMOXIFEN","TAMOXIFEN CITRATE","","","tamoxifen (tamoxifen citrate)",FALSE,"tamoxifen (tamoxifen citrate)"
"METOPROLOL TARTRATE",2167,"METOPROLOL TARTRATE","METOPROLOL TARTRATE","Y","METOPROLOL","metoprolol",FALSE,"metoprolol tartrate"
"L-VALINE",939,"L-VALINE","L-VALINE","","","l-valine",FALSE,"l-valine"
"NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)",20378,"NILOTINIB","NILOTINIB HYDROCHLORIDE MONOHYDRATE","","","nilotinib (nilotinib hydrochloride monohydrate)",TRUE,"nilotinib (nilotinib hydrochloride monohydrate)"
"Afatinib (Afatinib Dimaleate)",22160,"Afatinib","Afatinib Dimaleate","","","afatinib (afatinib dimaleate)",FALSE,"afatinib (afatinib dimaleate)"
"SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE",20445,"SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE","","","sodium phosphate monobasic, monohydrate",TRUE,"sodium phosphate monobasic, monohydrate"
"POLLEN AND NON POLLEN",13830,"POLLEN AND NON POLLEN","POLLEN AND NON POLLEN","","","pollen and non pollen",FALSE,"pollen and non pollen"
"SODIUM CHLORIDE",55,"SODIUM CHLORIDE","SODIUM CHLORIDE","","","sodium chloride",FALSE,"sodium chloride"
"ETHOSUXIMIDE",6363,"ETHOSUXIMIDE","ETHOSUXIMIDE","","","ethosuximide",FALSE,"ethosuximide"
"NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE)",20137,"NALOXONE","NALOXONE HYDROCHLORIDE DIHYDRATE","Y","NALOXONE","naloxone",TRUE,"naloxone (naloxone hydrochloride)"
"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8",20647,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8","","","pneumococcal polysaccharide serotype 8",FALSE,"pneumococcal polysaccharide serotype 8"
"Vismodegib",22125,"Vismodegib","Vismodegib","","","vismodegib",FALSE,"vismodegib"
"CANAKINUMAB",20575,"CANAKINUMAB","CANAKINUMAB","","","canakinumab",FALSE,"canakinumab"
"ATENOLOL",2041,"ATENOLOL","ATENOLOL","Y","ATENOLOL","atenolol",FALSE,"atenolol"
"NATALIZUMAB",12577,"NATALIZUMAB","NATALIZUMAB","","","natalizumab",FALSE,"natalizumab"
"ENFUVIRTIDE",13031,"ENFUVIRTIDE","ENFUVIRTIDE","","","enfuvirtide",FALSE,"enfuvirtide"
"Plerixafor",21077,"Plerixafor","Plerixafor","","","plerixafor",FALSE,"plerixafor"
"PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE)",12012,"PIOGLITAZONE","PIOGLITAZONE HYDROCHLORIDE","Y","PIOGLITAZONE","pioglitazone",FALSE,"pioglitazone (pioglitazone hydrochloride)"
"INSULIN INJECTION HUMAN BIOSYNTHETIC",7672,"INSULIN INJECTION HUMAN BIOSYNTHETIC","INSULIN INJECTION HUMAN BIOSYNTHETIC","","","insulin injection human biosynthetic",FALSE,"insulin injection human biosynthetic"
"NORETHINDRONE",7500,"NORETHINDRONE","NORETHINDRONE","Y","NORETHINDRONE","norethindrone",FALSE,"norethindrone"
"NYSTATIN",8508,"NYSTATIN","NYSTATIN","Y","NYSTATIN","nystatin",FALSE,"nystatin"
"BERACTANT",738,"BERACTANT","BERACTANT","","","beractant",FALSE,"beractant"
"VALINE",9928,"VALINE","VALINE","","","valine",FALSE,"valine"
"CALCIUM CARBONATE",671,"CALCIUM CARBONATE","CALCIUM CARBONATE","","","calcium carbonate",FALSE,"calcium carbonate"
"SIROLIMUS",12064,"SIROLIMUS","SIROLIMUS","","","sirolimus",FALSE,"sirolimus"
"AMITRIPTYLINE HYDROCHLORIDE",10187,"AMITRIPTYLINE HYDROCHLORIDE","AMITRIPTYLINE HYDROCHLORIDE","Y","AMITRIPTYLINE","amitriptyline",FALSE,"amitriptyline hydrochloride"
"VON WILLEBRAND FACTOR (HUMAN)",13371,"VON WILLEBRAND FACTOR","HUMAN","","","von willebrand factor (human)",FALSE,"von willebrand factor (human)"
"METHACHOLINE CHLORIDE",9543,"METHACHOLINE CHLORIDE","METHACHOLINE CHLORIDE","","","methacholine chloride",FALSE,"methacholine chloride"
"DIFLUNISAL",2113,"DIFLUNISAL","DIFLUNISAL","","","diflunisal",FALSE,"diflunisal"
"COAGULATION FACTOR X (HUMAN)",4229,"COAGULATION FACTOR X","HUMAN","","","coagulation factor x (human)",FALSE,"coagulation factor x (human)"
"PALIPERIDONE",20163,"PALIPERIDONE","PALIPERIDONE","","","paliperidone",FALSE,"paliperidone"
"N-ACETYL-L-TYROSINE",1353,"N-ACETYL-L-TYROSINE","N-ACETYL-L-TYROSINE","","","n-acetyl-l-tyrosine",FALSE,"n-acetyl-l-tyrosine"
"SODIUM ACETATE",10292,"SODIUM ACETATE","SODIUM ACETATE","","","sodium acetate",FALSE,"sodium acetate"
"HYDROQUINONE",4439,"HYDROQUINONE","HYDROQUINONE","","","hydroquinone",FALSE,"hydroquinone"
"DEXAMETHASONE PHOSPHATE (DEXAMETHASONE SODIUM PHOSPHATE)",12030,"DEXAMETHASONE PHOSPHATE","DEXAMETHASONE SODIUM PHOSPHATE","Y","DEXAMETHASONE","dexamethasone phosphate",FALSE,"dexamethasone phosphate (dexamethasone sodium phosphate)"
"CLAVULANIC ACID (CLAVULANATE POTASSIUM)",11247,"CLAVULANIC ACID","CLAVULANATE POTASSIUM","Y","CLAVULANIC ACID","clavulanic acid",FALSE,"clavulanic acid (potassium clavulanate)"
"LACOSAMIDE",20636,"LACOSAMIDE","LACOSAMIDE","","","lacosamide",FALSE,"lacosamide"
"PIPRADROL HYDROCHLORIDE",5898,"PIPRADROL HYDROCHLORIDE","PIPRADROL HYDROCHLORIDE","","","pipradrol hydrochloride",FALSE,"pipradrol hydrochloride"
"PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN",7783,"PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN","PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN","","","purified protein derivative of tuberculin",FALSE,"purified protein derivative of tuberculin"
"DEXPANTHENOL",4993,"DEXPANTHENOL","DEXPANTHENOL","","","dexpanthenol",FALSE,"dexpanthenol"
"PYRIDOSTIGMINE BROMIDE",6296,"PYRIDOSTIGMINE BROMIDE","PYRIDOSTIGMINE BROMIDE","","","pyridostigmine bromide",FALSE,"pyridostigmine bromide"
"ROTIGOTINE",12548,"ROTIGOTINE","ROTIGOTINE","","","rotigotine",FALSE,"rotigotine"
"SODIUM BICARBONATE",9197,"SODIUM BICARBONATE","SODIUM BICARBONATE","","","sodium bicarbonate",FALSE,"sodium bicarbonate"
"MEPERIDINE (MEPERIDINE HYDROCHLORIDE)",11358,"MEPERIDINE","MEPERIDINE HYDROCHLORIDE","Y","","meperidine",FALSE,"meperidine (meperidine hydrochloride)"
"BROMAZEPAM",2007,"BROMAZEPAM","BROMAZEPAM","Y","BROMAZEPAM","bromazepam",FALSE,"bromazepam"
"ABATACEPT",15233,"ABATACEPT","ABATACEPT","","","abatacept",FALSE,"abatacept"
"ZOLEDRONIC ACID (Zoledronic acid monohydrate)",12024,"ZOLEDRONIC ACID","Zoledronic acid monohydrate","","","zoledronic acid (zoledronic acid monohydrate)",TRUE,"zoledronic acid (zoledronic acid monohydrate)"
"GLYCOPYRROLATE",9967,"GLYCOPYRROLATE","GLYCOPYRROLATE","","","glycopyrrolate",FALSE,"glycopyrrolate"
"ACETYLSALICYLIC ACID",150,"ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID","Y","","acetylsalicylic acid",FALSE,"acetylsalicylic acid"
"DESOGESTREL",660,"DESOGESTREL","DESOGESTREL","Y","DESOGESTREL","desogestrel",FALSE,"desogestrel"
"COLLAGENASE",2150,"COLLAGENASE","COLLAGENASE","","","collagenase",FALSE,"collagenase"
"TIMOLOL (TIMOLOL MALEATE)",11163,"TIMOLOL","TIMOLOL MALEATE","Y","TIMOLOL","timolol",FALSE,"timolol (timolol maleate)"
"TRIHEXYPHENIDYL HYDROCHLORIDE",9845,"TRIHEXYPHENIDYL HYDROCHLORIDE","TRIHEXYPHENIDYL HYDROCHLORIDE","","","trihexyphenidyl hydrochloride",FALSE,"trihexyphenidyl hydrochloride"
"CHROMIC CHLORIDE",2021,"CHROMIC CHLORIDE","CHROMIC CHLORIDE","","","chromic chloride",FALSE,"chromic chloride"
"ETODOLAC",1880,"ETODOLAC","ETODOLAC","","","etodolac",FALSE,"etodolac"
"ANTIHEMOPHILIC FACTOR (HUMAN)",9847,"ANTIHEMOPHILIC FACTOR","HUMAN","","","antihemophilic factor (human)",FALSE,"antihemophilic factor (human)"
"PENICILLIN V POTASSIUM",8426,"PENICILLIN V POTASSIUM","PENICILLIN V POTASSIUM","Y","PENICILLIN V","penicillin v",FALSE,"penicillin v potassium"
"DROPERIDOL",10123,"DROPERIDOL","DROPERIDOL","","","droperidol",FALSE,"droperidol"
"Levomefolate Calcium",21354,"Levomefolate Calcium","Levomefolate Calcium","","","levomefolate calcium",FALSE,"levomefolate calcium"
"FAMPRIDINE",21173,"FAMPRIDINE","FAMPRIDINE","","","fampridine",FALSE,"fampridine"
"Influenza Virus Type A (H1N1)",20598,"Influenza Virus Type A","H1N1","","","influenza virus type a (h1n1)",FALSE,"influenza virus type a (h1n1)"
"ORLISTAT",11884,"ORLISTAT","ORLISTAT","","","orlistat",FALSE,"orlistat"
"ISOPROPYL MYRISTATE",6628,"ISOPROPYL MYRISTATE","ISOPROPYL MYRISTATE","","","isopropyl myristate",FALSE,"isopropyl myristate"
"ERGONOVINE MALEATE",9366,"ERGONOVINE MALEATE","ERGONOVINE MALEATE","","","ergonovine maleate",FALSE,"ergonovine maleate"
"PEMETREXED (PEMETREXED DISODIUM)",13326,"PEMETREXED","PEMETREXED DISODIUM","","","pemetrexed (pemetrexed disodium)",FALSE,"pemetrexed (pemetrexed disodium)"
"OLIVE OIL",6627,"OLIVE OIL","OLIVE OIL","","","olive oil",FALSE,"olive oil"
"SODIUM POLYSTYRENE SULFONATE",4028,"SODIUM POLYSTYRENE SULFONATE","SODIUM POLYSTYRENE SULFONATE","","","sodium polystyrene sulfonate",FALSE,"sodium polystyrene sulfonate"
"PHENOBARBITAL SODIUM",8280,"PHENOBARBITAL SODIUM","PHENOBARBITAL SODIUM","","","phenobarbital sodium",FALSE,"phenobarbital sodium"
"TENIPOSIDE",1924,"TENIPOSIDE","TENIPOSIDE","","","teniposide",FALSE,"teniposide"
"HALOTHANE",9670,"HALOTHANE","HALOTHANE",NA,NA,NA,NA,NA
"TETRABENAZINE",109,"TETRABENAZINE","TETRABENAZINE","","","tetrabenazine",FALSE,"tetrabenazine"
"NICOTINIC ACID",5019,"NICOTINIC ACID","NICOTINIC ACID","","","nicotinic acid",FALSE,"nicotinic acid"
