ccdd	top250name	dpd_ingredient	ing_stem	hydrate	ntp_ing
		TIROFIBAN (TIROFIBAN HYDROCHLORIDE)	TIROFIBAN (TIROFIBAN HYDROCHLORIDE)	FALSE	TIROFIBAN (TIROFIBAN HYDROCHLORIDE)
		TITANIUM DIOXIDE	TITANIUM DIOXIDE	FALSE	TITANIUM DIOXIDE
		TIZANIDINE (TIZANIDINE HYDROCHLORIDE)	TIZANIDINE (TIZANIDINE HYDROCHLORIDE)	FALSE	TIZANIDINE (TIZANIDINE HYDROCHLORIDE)
Y	TOBRAMYCIN	TOBRAMYCIN	TOBRAMYCIN	FALSE	TOBRAMYCIN
Y	TOBRAMYCIN	TOBRAMYCIN (TOBRAMYCIN SULFATE)	TOBRAMYCIN	FALSE	TOBRAMYCIN (TOBRAMYCIN SULFATE)
		TOCILIZUMAB	TOCILIZUMAB	FALSE	TOCILIZUMAB
		Tofacitinib (Tofacitinib citrate)	Tofacitinib (Tofacitinib citrate)	FALSE	Tofacitinib (Tofacitinib citrate)
		TOLBUTAMIDE	TOLBUTAMIDE	FALSE	TOLBUTAMIDE
		TOLNAFTATE	TOLNAFTATE	FALSE	TOLNAFTATE
Y	TOLTERODINE	TOLTERODINE TARTRATE	TOLTERODINE	FALSE	TOLTERODINE TARTRATE
		Tolvaptan	Tolvaptan	FALSE	Tolvaptan
Y	TOPIRAMATE	TOPIRAMATE	TOPIRAMATE	FALSE	TOPIRAMATE
		TOPOTECAN (TOPOTECAN HYDROCHLORIDE)	TOPOTECAN	FALSE	TOPOTECAN (TOPOTECAN HYDROCHLORIDE)
		TRABECTEDIN	TRABECTEDIN	FALSE	TRABECTEDIN
Y	TRAMADOL	TRAMADOL HYDROCHLORIDE	TRAMADOL	FALSE	TRAMADOL HYDROCHLORIDE
		Trametinib	Trametinib	FALSE	Trametinib
Y	TRANDOLAPRIL	TRANDOLAPRIL	TRANDOLAPRIL	FALSE	TRANDOLAPRIL
		TRANEXAMIC ACID	TRANEXAMIC ACID	FALSE	TRANEXAMIC ACID
		TRANYLCYPROMINE (TRANYLCYPROMINE SULFATE)	TRANYLCYPROMINE (TRANYLCYPROMINE SULFATE)	FALSE	TRANYLCYPROMINE (TRANYLCYPROMINE SULFATE)
		TRASTUZUMAB	TRASTUZUMAB	FALSE	TRASTUZUMAB
		TRASTUZUMAB EMTANSINE	TRASTUZUMAB EMTANSINE	FALSE	TRASTUZUMAB EMTANSINE
Y	TRAVOPROST	TRAVOPROST	TRAVOPROST	FALSE	TRAVOPROST
Y	TRAZODONE	TRAZODONE HYDROCHLORIDE	TRAZODONE	FALSE	TRAZODONE HYDROCHLORIDE
		TREPROSTINIL (TREPROSTINIL SODIUM)	TREPROSTINIL (TREPROSTINIL SODIUM)	FALSE	TREPROSTINIL (TREPROSTINIL SODIUM)
		TRETINOIN	TRETINOIN	FALSE	TRETINOIN
Y	TRIAMCINOLONE ACETONIDE	TRIAMCINOLONE ACETONIDE	TRIAMCINOLONE	FALSE	TRIAMCINOLONE ACETONIDE
Y	TRIAMTERENE	TRIAMTERENE	TRIAMTERENE	FALSE	TRIAMTERENE
		TRIAZOLAM	TRIAZOLAM	FALSE	TRIAZOLAM
		TRICLOSAN	TRICLOSAN	FALSE	TRICLOSAN
		TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE)	TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE)	FALSE	TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE)
		TRIFLURIDINE	TRIFLURIDINE	FALSE	TRIFLURIDINE
		TRIHEXYPHENIDYL HYDROCHLORIDE	TRIHEXYPHENIDYL HYDROCHLORIDE	FALSE	TRIHEXYPHENIDYL HYDROCHLORIDE
		TRIMEBUTINE MALEATE	TRIMEBUTINE MALEATE	FALSE	TRIMEBUTINE MALEATE
		TRIMEPRAZINE (TRIMEPRAZINE TARTRATE)	TRIMEPRAZINE (TRIMEPRAZINE TARTRATE)	FALSE	TRIMEPRAZINE (TRIMEPRAZINE TARTRATE)
Y	TRIMETHOPRIM	TRIMETHOPRIM	TRIMETHOPRIM	FALSE	TRIMETHOPRIM
Y	TRIMETHOPRIM	TRIMETHOPRIM (TRIMETHOPRIM SULFATE)	TRIMETHOPRIM	FALSE	TRIMETHOPRIM (TRIMETHOPRIM SULFATE)
		TRIMIPRAMINE (TRIMIPRAMINE MALEATE)	TRIMIPRAMINE (TRIMIPRAMINE MALEATE)	FALSE	TRIMIPRAMINE (TRIMIPRAMINE MALEATE)
		TRIPELENNAMINE HYDROCHLORIDE	TRIPELENNAMINE HYDROCHLORIDE	FALSE	TRIPELENNAMINE HYDROCHLORIDE
		TRIPROLIDINE HYDROCHLORIDE	TRIPROLIDINE HYDROCHLORIDE	FALSE	TRIPROLIDINE HYDROCHLORIDE
		TRIPTORELIN (TRIPTORELIN PAMOATE)	TRIPTORELIN (TRIPTORELIN PAMOATE)	FALSE	TRIPTORELIN (TRIPTORELIN PAMOATE)
		Triptorelin Acetate	Triptorelin Acetate	FALSE	Triptorelin Acetate
		TROLAMINE SALICYLATE	TROLAMINE SALICYLATE	FALSE	TROLAMINE SALICYLATE
		TROMETAMOL	TROMETAMOL	FALSE	TROMETAMOL
		TROPICAMIDE	TROPICAMIDE	FALSE	TROPICAMIDE
		TROSPIUM CHLORIDE	TROSPIUM CHLORIDE	FALSE	TROSPIUM CHLORIDE
		TRYPAN BLUE	TRYPAN BLUE	FALSE	TRYPAN BLUE
		TRYPTOPHAN	TRYPTOPHAN	FALSE	TRYPTOPHAN
		TYPHOID VACCINE (SALMONELLA TYPHI TY21A)	TYPHOID VACCINE (SALMONELLA TYPHI TY21A)	FALSE	TYPHOID VACCINE (SALMONELLA TYPHI TY21A)
		TYROSINE	TYROSINE	FALSE	TYROSINE
		Ulipristal Acetate	Ulipristal Acetate	FALSE	Ulipristal Acetate
		Umeclidinium (Umeclidinium bromide)	Umeclidinium (Umeclidinium bromide)	FALSE	Umeclidinium (Umeclidinium bromide)
		UREA	UREA	FALSE	UREA
		URSODIOL	URSODIOL	FALSE	URSODIOL
		USTEKINUMAB	USTEKINUMAB	FALSE	USTEKINUMAB
Y	VALACYCLOVIR	VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE MONOHYDRATE)	VALACYCLOVIR	TRUE	VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE)
Y	VALACYCLOVIR	VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE)	VALACYCLOVIR	FALSE	VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE)
		VALGANCICLOVIR (VALGANCICLOVIR HYDROCHLORIDE)	VALGANCICLOVIR (VALGANCICLOVIR HYDROCHLORIDE)	FALSE	VALGANCICLOVIR (VALGANCICLOVIR HYDROCHLORIDE)
		VALINE	VALINE	FALSE	VALINE
Y	VALPROIC ACID	VALPROIC ACID	VALPROIC ACID	FALSE	VALPROIC ACID
Y	DIVALPROEX	VALPROIC ACID (DIVALPROEX SODIUM)	VALPROIC ACID (DIVALPROEX)	FALSE	VALPROIC ACID (DIVALPROEX SODIUM)
Y	VALPROIC ACID	VALPROIC ACID (SODIUM VALPROATE)	VALPROIC ACID (VALPROATE)	FALSE	VALPROIC ACID (SODIUM VALPROATE)
Y	VALSARTAN	VALSARTAN	VALSARTAN	FALSE	VALSARTAN
		VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)	VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)	FALSE	VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)
		VANCOMYCIN HYDROCHLORIDE	VANCOMYCIN HYDROCHLORIDE	FALSE	VANCOMYCIN HYDROCHLORIDE
		VARDENAFIL (VARDENAFIL HYDROCHLORIDE)	VARDENAFIL (VARDENAFIL HYDROCHLORIDE)	FALSE	VARDENAFIL (VARDENAFIL HYDROCHLORIDE)
Y	VARENICLINE	VARENICLINE (VARENICLINE TARTRATE)	VARENICLINE	FALSE	VARENICLINE (VARENICLINE TARTRATE)
		VARICELLA ZOSTER IMMUNE GLOBULIN HUMAN	VARICELLA ZOSTER IMMUNE GLOBULIN HUMAN	FALSE	VARICELLA ZOSTER IMMUNE GLOBULIN HUMAN
		VARICELLA-ZOSTER VIRUS VACCINE LIVE ATTENUATED (OKA/MERCK STRAIN)	VARICELLA-ZOSTER VIRUS VACCINE LIVE ATTENUATED (OKA/MERCK STRAIN)	FALSE	VARICELLA-ZOSTER VIRUS VACCINE LIVE ATTENUATED (OKA/MERCK STRAIN)
		VASOPRESSIN	VASOPRESSIN	FALSE	VASOPRESSIN
		VECURONIUM BROMIDE	VECURONIUM BROMIDE	FALSE	VECURONIUM BROMIDE
		Vedolizumab	Vedolizumab	FALSE	Vedolizumab
		VELAGLUCERASE ALFA	VELAGLUCERASE ALFA	FALSE	VELAGLUCERASE ALFA
		VELPATASVIR	VELPATASVIR	FALSE	VELPATASVIR
		Vemurafenib	Vemurafenib	FALSE	Vemurafenib
		VENETOCLAX	VENETOCLAX	FALSE	VENETOCLAX
Y	VENLAFAXINE	VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)	VENLAFAXINE	FALSE	VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)
Y	VERAPAMIL	VERAPAMIL HYDROCHLORIDE	VERAPAMIL	FALSE	VERAPAMIL HYDROCHLORIDE
		VERTEPORFIN	VERTEPORFIN	FALSE	VERTEPORFIN
		VESPULA SPP VENOM PROTEIN EXTRACT	VESPULA SPP VENOM PROTEIN EXTRACT	FALSE	VESPULA SPP VENOM PROTEIN EXTRACT
		"VIBRIO CHOLERAE INABA 48 CLASSICAL BIOTYPE, HEAT INACTIVATED"	"VIBRIO CHOLERAE INABA 48 CLASSICAL BIOTYPE, HEAT INACTIVATED"	FALSE	"VIBRIO CHOLERAE INABA 48 CLASSICAL BIOTYPE, HEAT INACTIVATED"
		"VIBRIO CHOLERAE INABA 6973 E1 TOR BIOTYPE, FORMALIN INACTIVATED"	"VIBRIO CHOLERAE INABA 6973 E1 TOR BIOTYPE, FORMALIN INACTIVATED"	FALSE	"VIBRIO CHOLERAE INABA 6973 E1 TOR BIOTYPE, FORMALIN INACTIVATED"
		"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED"	"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED"	FALSE	"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED"
		"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED"	"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED"	FALSE	"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED"
		VIGABATRIN	VIGABATRIN	FALSE	VIGABATRIN
		Vilanterol (Vilanterol trifenatate)	Vilanterol (Vilanterol trifenatate)	FALSE	Vilanterol (Vilanterol trifenatate)
		VINBLASTINE SULFATE	VINBLASTINE SULFATE	FALSE	VINBLASTINE SULFATE
		VINCRISTINE SULFATE	VINCRISTINE SULFATE	FALSE	VINCRISTINE SULFATE
		VINORELBINE (VINORELBINE TARTRATE)	VINORELBINE (VINORELBINE TARTRATE)	FALSE	VINORELBINE (VINORELBINE TARTRATE)
		Vismodegib	Vismodegib	FALSE	Vismodegib
		VITAMIN A	VITAMIN A	FALSE	VITAMIN A
		VITAMIN A (RETINOL PALMITATE)	VITAMIN A (RETINOL PALMITATE)	FALSE	VITAMIN A (RETINOL PALMITATE)
		VITAMIN A (RETINYL PALMITATE)	VITAMIN A (RETINYL PALMITATE)	FALSE	VITAMIN A (RETINYL PALMITATE)
		VITAMIN B1	VITAMIN B1	FALSE	VITAMIN B1
		VITAMIN B1 (THIAMINE HYDROCHLORIDE)	VITAMIN B1 (THIAMINE HYDROCHLORIDE)	FALSE	VITAMIN B1 (THIAMINE HYDROCHLORIDE)
		VITAMIN B1 (THIAMINE MONONITRATE)	VITAMIN B1 (THIAMINE MONONITRATE)	FALSE	VITAMIN B1 (THIAMINE MONONITRATE)
		VITAMIN B12	VITAMIN B12	FALSE	VITAMIN B12
		VITAMIN B12 (CYANOCOBALAMIN)	VITAMIN B12 (CYANOCOBALAMIN)	FALSE	VITAMIN B12 (CYANOCOBALAMIN)
		VITAMIN B12 (VITAMIN B12)	VITAMIN B12 (VITAMIN B12)	FALSE	VITAMIN B12 (VITAMIN B12)
		VITAMIN B2	VITAMIN B2	FALSE	VITAMIN B2
		VITAMIN B2 (RIBOFLAVIN 5'-PHOSPHATE SODIUM)	VITAMIN B2 (RIBOFLAVIN 5'-PHOSPHATE SODIUM)	FALSE	VITAMIN B2 (RIBOFLAVIN 5'-PHOSPHATE SODIUM)
		VITAMIN B2 (RIBOFLAVIN)	VITAMIN B2 (RIBOFLAVIN)	FALSE	VITAMIN B2 (RIBOFLAVIN)
		VITAMIN B2 (RIBOFLAVIN-5-PHOSPHATE)	VITAMIN B2 (RIBOFLAVIN-5-PHOSPHATE)	FALSE	VITAMIN B2 (RIBOFLAVIN-5-PHOSPHATE)
		VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE)	VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE)	FALSE	VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE)
		VITAMIN C	VITAMIN C	FALSE	VITAMIN C
		VITAMIN C (ASCORBIC ACID)	VITAMIN C (ASCORBIC ACID)	FALSE	VITAMIN C (ASCORBIC ACID)
		VITAMIN C (CALCIUM ASCORBATE)	VITAMIN C (CALCIUM ASCORBATE)	FALSE	VITAMIN C (CALCIUM ASCORBATE)
		VITAMIN C (SODIUM ASCORBATE)	VITAMIN C (SODIUM ASCORBATE)	FALSE	VITAMIN C (SODIUM ASCORBATE)
		VITAMIN D	VITAMIN D	FALSE	VITAMIN D
Y	VITAMIN D3	VITAMIN D (VITAMIN D3)	VITAMIN D3	FALSE	VITAMIN D (VITAMIN D3)
	VITAMIN D2	VITAMIN D2	VITAMIN D2	FALSE	VITAMIN D2
Y	VITAMIN D3	VITAMIN D3	VITAMIN D3	FALSE	VITAMIN D3
Y	VITAMIN D3	VITAMIN D3 (CHOLECALCIFEROL)	VITAMIN D3	FALSE	VITAMIN D3 (CHOLECALCIFEROL)
		VITAMIN E	VITAMIN E	FALSE	VITAMIN E
		VITAMIN E (D-ALPHA TOCOPHERYL ACETATE)	VITAMIN E (D-ALPHA TOCOPHERYL ACETATE)	FALSE	VITAMIN E (D-ALPHA TOCOPHERYL ACETATE)
		VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE)	VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE)	FALSE	VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE)
		VITAMIN K1	VITAMIN K1	FALSE	VITAMIN K1
		VON WILLEBRAND FACTOR (HUMAN)	VON WILLEBRAND FACTOR (HUMAN)	FALSE	VON WILLEBRAND FACTOR (HUMAN)
		VORICONAZOLE	VORICONAZOLE	FALSE	VORICONAZOLE
		VORINOSTAT	VORINOSTAT	FALSE	VORINOSTAT
		VORTIOXETINE (VORTIOXETINE HYDROBROMIDE)	VORTIOXETINE (VORTIOXETINE HYDROBROMIDE)	FALSE	VORTIOXETINE (VORTIOXETINE HYDROBROMIDE)
Y	WARFARIN	WARFARIN SODIUM	WARFARIN	FALSE	WARFARIN SODIUM
		WASP VENOM PROTEIN	WASP VENOM PROTEIN	FALSE	WASP VENOM PROTEIN
		WATER	WATER	FALSE	WATER
		WHITE FACED HORNET VENOM PROTEIN	WHITE FACED HORNET VENOM PROTEIN	FALSE	WHITE FACED HORNET VENOM PROTEIN
		WHITE PETROLATUM	WHITE PETROLATUM	FALSE	WHITE PETROLATUM
		XYLOMETAZOLINE HYDROCHLORIDE	XYLOMETAZOLINE HYDROCHLORIDE	FALSE	XYLOMETAZOLINE HYDROCHLORIDE
		YELLOW FEVER VACCINE	YELLOW FEVER VACCINE	FALSE	YELLOW FEVER VACCINE
		YELLOW HORNET VENOM PROTEIN	YELLOW HORNET VENOM PROTEIN	FALSE	YELLOW HORNET VENOM PROTEIN
		YELLOW JACKET VENOM PROTEIN	YELLOW JACKET VENOM PROTEIN	FALSE	YELLOW JACKET VENOM PROTEIN
		YOHIMBINE HYDROCHLORIDE	YOHIMBINE HYDROCHLORIDE	FALSE	YOHIMBINE HYDROCHLORIDE
		ZAFIRLUKAST	ZAFIRLUKAST	FALSE	ZAFIRLUKAST
		ZANAMIVIR	ZANAMIVIR	FALSE	ZANAMIVIR
		ZIDOVUDINE	ZIDOVUDINE	FALSE	ZIDOVUDINE
		ZINC (ZINC GLUCONATE)	ZINC (ZINC GLUCONATE)	FALSE	ZINC (ZINC GLUCONATE)
		ZINC (ZINC OXIDE)	ZINC (ZINC OXIDE)	FALSE	ZINC (ZINC OXIDE)
		ZINC (ZINC SULFATE)	ZINC (ZINC SULFATE)	FALSE	ZINC (ZINC SULFATE)
		ZINC ACETATE	ZINC ACETATE	FALSE	ZINC ACETATE
		ZINC CHLORIDE	ZINC CHLORIDE	FALSE	ZINC CHLORIDE
		ZINC OXIDE	ZINC OXIDE	FALSE	ZINC OXIDE
		ZINC SULFATE	ZINC SULFATE	FALSE	ZINC SULFATE
		ZINC SULFATE HEPTAHYDRATE	ZINC SULFATE HEPTAHYDRATE	TRUE	ZINC SULFATE HEPTAHYDRATE
		Zinc sulfate monohydrate	Zinc sulfate monohydrate	TRUE	Zinc sulfate monohydrate
		ZIPRASIDONE (ZIPRASIDONE HYDROCHLORIDE MONOHYDRATE)	ZIPRASIDONE (ZIPRASIDONE HYDROCHLORIDE MONOHYDRATE)	TRUE	ZIPRASIDONE (ZIPRASIDONE HYDROCHLORIDE MONOHYDRATE)
		ZOLEDRONIC ACID (Zoledronic acid monohydrate)	ZOLEDRONIC ACID (Zoledronic acid monohydrate)	TRUE	ZOLEDRONIC ACID (Zoledronic acid monohydrate)
		ZOLMITRIPTAN	ZOLMITRIPTAN	FALSE	ZOLMITRIPTAN
		ZOLPIDEM TARTRATE	ZOLPIDEM TARTRATE	FALSE	ZOLPIDEM TARTRATE
Y	ZOPICLONE	ZOPICLONE	ZOPICLONE	FALSE	ZOPICLONE
		ZUCLOPENTHIXOL (ZUCLOPENTHIXOL HYDROCHLORIDE)	ZUCLOPENTHIXOL (ZUCLOPENTHIXOL HYDROCHLORIDE)	FALSE	ZUCLOPENTHIXOL (ZUCLOPENTHIXOL HYDROCHLORIDE)
		ZUCLOPENTHIXOL ACETATE	ZUCLOPENTHIXOL ACETATE	FALSE	ZUCLOPENTHIXOL ACETATE
		ZUCLOPENTHIXOL DECANOATE	ZUCLOPENTHIXOL DECANOATE	FALSE	ZUCLOPENTHIXOL DECANOATE
Y	METHOTREXATE		METHOTREXATE	FALSE	
