"ccdd","top250name","dpd_ingredient","ing_stem","hydrate","ntp_ing","CCDD.status","Comments","DPD_Ingredient_FR","ing_stem_fr","ntp_ing_fr"
"Y","EPINEPHRINE","EPINEPHRINE","epinephrine","FALSE","epinephrine","Released","","Épinéphrine","épinéphrine","épinéphrine"
"Y","EPINEPHRINE","EPINEPHRINE (EPINEPHRINE BITARTRATE)","epinephrine","FALSE","epinephrine (epinephrine bitartrate)","Released","","Épinéphrine (Bitartrate d'épinéphrine)","épinéphrine","épinéphrine (bitartrate d'épinéphrine)"
"Y","EPINEPHRINE","EPINEPHRINE (EPINEPHRINE HYDROCHLORIDE)","epinephrine","FALSE","epinephrine (epinephrine hydrochloride)","Released","","Épinéphrine (Chlorhydrate d'épinéphrine)","épinéphrine","épinéphrine (chlorhydrate d'épinéphrine)"
"Y","EPINEPHRINE","EPINEPHRINE BITARTRATE","epinephrine","FALSE","epinephrine bitartrate","Released","","Bitartrate d'épinéphrine","épinéphrine","bitartrate d'épinéphrine"
"Y","EPINEPHRINE","EPINEPHRINE RACEMIC","epinephrine","FALSE","epinephrine racemic","Released","Product not now a medicine","Épinéphrine racémique","épinéphrine","épinéphrine racémique"
"Y","","EPIRUBICIN HYDROCHLORIDE","epirubicin","FALSE","epirubicin hydrochloride","Released","","Chlorhydrate d'épirubicine","épirubicine","chlorhydrate d'épirubicine"
"Y","EPLERENONE","EPLERENONE","eplerenone","FALSE","eplerenone","Released","","Éplérénone","éplérénone","éplérénone"
"Y","","EPOETIN ALFA","epoetin alfa","FALSE","epoetin alfa","Released","","Époétine alpha","époétine alfa","époétine alfa"
"Y","","EPOPROSTENOL (EPOPROSTENOL SODIUM)","epoprostenol","FALSE","epoprostenol (epoprostenol sodium)","Released","","Époprosténol (Époprosténol sodique)","époprosténol","époprosténol (époprosténol sodique)"
"Y","","EPROSARTAN (EPROSARTAN MESYLATE)","eprosartan","FALSE","eprosartan (eprosartan mesylate)","Released","","Éprosartan (Mésylate d'éprosartan)","éprosartan","éprosartan (mésylate d'éprosartan)"
"Y","","EPTACOG ALFA (ACTIVATED)","eptacog alfa (activated)","FALSE","eptacog alfa (activated)","Released","","Eptacog alfa (activé)","eptacog alfa (activé)","eptacog alfa (activé)"
"Y","","EPTIFIBATIDE","eptifibatide","FALSE","eptifibatide","Released","","Eptifibatide","eptifibatide","eptifibatide"
"Y","","ERGOLOID MESYLATES","ergoloid mesylates","FALSE","ergoloid mesylates","Released","","Mésylates d'ergoloïdes","mésylates d'ergoloïdes","mésylates d'ergoloïdes"
"Y","","ERGONOVINE MALEATE","ergonovine","FALSE","ergonovine maleate","Released","","Maléate d'ergonovine","ergonovine","maléate d'ergonovine"
"Y","","ERGOTAMINE TARTRATE","ergotamine","FALSE","ergotamine tartrate","Released","Combination only","Ergotamine tartrate","ergotamine","tartrate d'ergotamine"
"Y","","ERIBULIN MESYLATE","eribulin","FALSE","eribulin mesylate","Released","","Mésylate d'Éribuline","éribuline","mésylate d'éribuline"
"Y","","ERLOTINIB (ERLOTINIB HYDROCHLORIDE)","erlotinib","FALSE","erlotinib (erlotinib hydrochloride)","Released","","Erlotinib (Chlorhydrate d'erlotinib)","erlotinib","erlotinib (chlorhydrate d'erlotinib)"
"Y","","ERTAPENEM (ERTAPENEM SODIUM)","ertapenem","FALSE","ertapenem (ertapenem sodium)","Released","","Ertapénem (Ertapénem sodique)","ertapénem","ertapénem (ertapénem sodique)"
"Y","","ERTUGLIFLOZIN","ertugliflozin","FALSE","ertugliflozin","Released","","Ertugliflozine","ertugliflozine","ertugliflozine"
"Y","ERYTHROMYCIN","ERYTHROMYCIN","erythromycin","FALSE","erythromycin","Released","","Érythromycine","érythromycine","érythromycine"
"Y","ERYTHROMYCIN","ERYTHROMYCIN (ERYTHROMYCIN ESTOLATE)","erythromycin","FALSE","erythromycin (erythromycin estolate)","Released","","Érythromycine (Estolate d'érythromycine)","érythromycine","érythromycine (estolate d'érythromycine)"
"Y","ERYTHROMYCIN","ERYTHROMYCIN (ERYTHROMYCIN ETHYLSUCCINATE)","erythromycin","FALSE","erythromycin (erythromycin ethylsuccinate)","Released","","Érythromycine (Éthylsuccinate d'érythromycine)","érythromycine","érythromycine (éthylsuccinate d'érythromycine)"
"Y","ERYTHROMYCIN","ERYTHROMYCIN (ERYTHROMYCIN LACTOBIONATE)","erythromycin","FALSE","erythromycin (erythromycin lactobionate)","Released","","Érythromycine (Lactobionate d'érythromycine)","érythromycine","érythromycine (lactobionate d'érythromycine)"
"Y","ERYTHROMYCIN","ERYTHROMYCIN (ERYTHROMYCIN STEARATE)","erythromycin","FALSE","erythromycin (erythromycin stearate)","Released","","Érythromycine (Stéarate d'érythromycine)","érythromycine","érythromycine (stéarate d'érythromycine)"
"","","ERYTHROSINE","erythrosine","FALSE","erythrosine","No live products","","Érythrosine","erythrosine","erythrosine"
"Y","ESCITALOPRAM","ESCITALOPRAM","escitalopram","FALSE","escitalopram","Released","","Escitalopram","escitalopram","escitalopram"
"Y","ESCITALOPRAM","ESCITALOPRAM (ESCITALOPRAM OXALATE)","escitalopram","FALSE","escitalopram (escitalopram oxalate)","Released","","Escitalopram (Oxalate d'escitalopram)","escitalopram","escitalopram (oxalate d'escitalopram)"
"Y","ESCULIN","ESCULIN","esculin","FALSE","esculin","Released","Combination only","Esculine","esculine","esculine"
"Y","","ESLICARBAZEPINE ACETATE","eslicarbazepine","FALSE","eslicarbazepine acetate","Released","","Acétate d'eslicarbazépine","eslicarbazépine","acétate d'eslicarbazépine"
"Y","ESMOLOL","ESMOLOL HYDROCHLORIDE","esmolol","FALSE","esmolol hydrochloride","Released","","Chlorhydrate d'esmolol","esmolol","chlorhydrate d'esmolol"
"Y","ESOMEPRAZOLE","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","esomeprazole","TRUE","esomeprazole (esomeprazole magnesium)","Released","","Ésoméprazole (Ésoméprazole magnésien dihydraté)","ésoméprazole","ésoméprazole (ésoméprazole magnésien)"
"Y","ESOMEPRAZOLE","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE)","esomeprazole","TRUE","esomeprazole (esomeprazole magnesium)","Released","","Ésoméprazole (Ésoméprazole magnésien trihydraté)","ésoméprazole","ésoméprazole (ésoméprazole magnésien)"
"Y","ESOMEPRAZOLE","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM)","esomeprazole","FALSE","esomeprazole (esomeprazole magnesium)","Released","","Ésoméprazole (Ésoméprazole magnésien)","ésoméprazole","ésoméprazole (ésoméprazole magnésien)"
"Y","ESTRADIOL","ESTRADIOL","estradiol","FALSE","estradiol","Released","","Estradiol","estradiol","estradiol"
"Y","ESTRADIOL","ESTRADIOL (ESTRADIOL HEMIHYDRATE)","estradiol","TRUE","estradiol","Released","","Estradiol (Hémihydrate d'estradiol)","estradiol","estradiol"
"Y","","ESTRAMUSTINE PHOSPHATE SODIUM","estramustine","FALSE","estramustine phosphate sodium","Released","","Phosphate sodique d'estramustine","estramustine","phosphate sodique d'estramustine"
"Y","","ESTRONE","estrone","FALSE","estrone","Released","","Estrone","estrone","estrone"
"Y","","ETAFEDRIN HYDROCHLORIDE","etafedrin","FALSE","etafedrin hydrochloride","Released","Combination only","Chlorhydrate d'étafédrine","étafédrine","chlorhydrate d'étafédrine"
"Y","","ETANERCEPT","etanercept","FALSE","etanercept","Released","","Étanercept","étanercept","étanercept"
"Y","ETHACRYNIC ACID","ETHACRYNATE SODIUM (ETHACRYNIC ACID)","ethacrynic acid","FALSE","ethacrynic acid (ethacrynate sodium)","Released","","","acide éthacrynique","acide éthacrynique (éthacrynate sodique)"
"Y","ETHACRYNIC ACID","ETHACRYNIC ACID","ethacrynic acid","FALSE","ethacrynic acid","Released","","Acide éthacrynique","acide éthacrynique","acide éthacrynique"
"Y","ETHACRYNIC ACID","ETHACRYNIC ACID (ETHACRYNATE SODIUM)","ethacrynic acid","FALSE","ethacrynic acid (ethacrynate sodium)","Released","","Acide éthacrynique (Éthacrynate sodique)","acide éthacrynique","acide éthacrynique (éthacrynate sodique)"
"Y","","ETHAMBUTOL HYDROCHLORIDE","ethambutol","FALSE","ethambutol hydrochloride","Released","","Chlorhydrate d'éthambutol","éthambutol","chlorhydrate d'éthambutol"
"Y","ETHINYL ESTRADIOL","ETHINYL ESTRADIOL","ethinyl estradiol","FALSE","ethinyl estradiol","Released","","Éthinylestradiol","éthinylestradiol","éthinylestradiol"
"Y","","ETHOPROPAZINE (ETHOPROPAZINE HYDROCHLORIDE)","ethopropazine","FALSE","ethopropazine (ethopropazine hydrochloride)","Released","","Éthopropazine (Chlorhydrate d'éthopropazine)","éthopropazine","éthopropazine (chlorhydrate d'éthopropazine)"
"Y","","ETHOSUXIMIDE","ethosuximide","FALSE","ethosuximide","Released","","Éthosuximide","éthosuximide","éthosuximide"
"Y","","ETHYNODIOL DIACETATE","ethynodiol","FALSE","ethynodiol diacetate","Released","Combination only","Diacétate d'éthynodiol","éthynodiol","diacétate d'éthynodiol"
"Y","","ETIDRONATE DISODIUM","etidronate","FALSE","etidronate disodium","Released","","Étidronate disodique","étidronate","étidronate disodique"
"Y","","ETODOLAC","etodolac","FALSE","etodolac","Released","","Étodolac","étodolac","étodolac"
"Y","ETONOGESTREL","ETONOGESTREL","etonogestrel","FALSE","etonogestrel","Released","Combination only","Étonogestrel","étonogestrel","étonogestrel"
"Y","","ETOPOSIDE","etoposide","FALSE","etoposide","Released","","Étoposide","étoposide","étoposide"
"Y","","ETRAVIRINE","etravirine","FALSE","etravirine","Released","","Étravirine","étravirine","étravirine"
"Y","","EUCALYPTOL","eucalyptol","FALSE","eucalyptol","Released","","Eucalyptol","eucalyptol","eucalyptol"
"Y","","EVEROLIMUS","everolimus","FALSE","everolimus","Released","","Évérolimus","évérolimus","évérolimus"
"Y","","EVOLOCUMAB","evolocumab","FALSE","evolocumab","Released","","ÉVOLOCUMAB","évolocumab","évolocumab"
"Y","","EXEMESTANE","exemestane","FALSE","exemestane","Released","","Exémestane","exémestane","exémestane"
"Y","","EXENATIDE","exenatide","FALSE","exenatide","Released","","Exénatide","exénatide","exénatide"
"Y","EZETIMIBE","EZETIMIBE","ezetimibe","FALSE","ezetimibe","Released","","Ézétimibe","ézétimibe","ézétimibe"
"Y","","FACTOR XIII","coagulation factor XIII human","FALSE","coagulation factor XIII human","Released","","Facteur XIII","facteur XIII de coagulation humain","facteur XIII de coagulation humain"
"Y","","FAMCICLOVIR","famciclovir","FALSE","famciclovir","Released","","Famciclovir","famciclovir","famciclovir"
"Y","","FAMOTIDINE","famotidine","FALSE","famotidine","Released","","Famotidine","famotidine","famotidine"
"Y","","FAMPRIDINE","fampridine","FALSE","fampridine","Released","","Fampridine","fampridine","fampridine"
"Y","","FEBUXOSTAT","febuxostat","FALSE","febuxostat","Released","","Fébuxostat","fébuxostat","fébuxostat"
"Y","FELODIPINE","FELODIPINE","felodipine","FALSE","felodipine","Released","","Félodipine","félodipine","félodipine"
"Y","FENOFIBRATE","FENOFIBRATE","fenofibrate","FALSE","fenofibrate","Released","","Fénofibrate","fénofibrate","fénofibrate"
"Y","FENTANYL","FENTANYL","fentanyl","FALSE","fentanyl","Released","","Fentanyl","fentanyl","fentanyl"
"Y","FENTANYL","FENTANYL (FENTANYL CITRATE)","fentanyl","FALSE","fentanyl (fentanyl citrate)","Released","","Fentanyl (Citrate de fentanyl)","fentanyl","fentanyl (citrate de fentanyl)"
"Y","","FESOTERODINE FUMARATE","fesoterodine","FALSE","fesoterodine fumarate","Released","","Fumarate de Fésotérodine","fésotérodine","fumarate de fésotérodine"
"Y","","FEXOFENADINE HYDROCHLORIDE","fexofenadine","FALSE","fexofenadine hydrochloride","Released","","Chlorhydrate de fexofénadine","fexofénadine","chlorhydrate de fexofénadine"
"Y","","FIBRINOGEN (HUMAN)","fibrinogen human","FALSE","fibrinogen human","Released","","Fibrinogène (humaine)","fibrinogène humaine","fibrinogène humaine"
"Y","","FIDAXOMICIN","fidaxomicin","FALSE","fidaxomicin","Released","","Fidaxomicine","fidaxomicine","fidaxomicine"
"","","FILAMENTOUS HAEMAGGLUTININ","filamentous haemagglutinin","FALSE","filamentous haemagglutinin","Immunologic","","Hémagglutinine filamenteuse","hémagglutinine filamenteuse","hémagglutinine filamenteuse"
"","","FILAMENTOUS HAEMAGGLUTININ ADSORBED","filamentous haemagglutinin adsorbed","FALSE","filamentous haemagglutinin adsorbed","Immunologic","","Hémagglutinine filamenteuse adsorbée","",""
"Y","","FILGRASTIM","filgrastim (conventional)","FALSE","filgrastim","Released","","FILGRASTIM","filgrastim (classique)","filgrastim"
"Y","","FILGRASTIM (R-METHUG-CSF)","filgrastim (conventional)","FALSE","filgrastim","Released","","","filgrastim (classique)","filgrastim"
"","","FIMBRIAE","fimbriae","FALSE","fimbriae","Immunologic","","Fimbriae","fimbriae","fimbriae"
"","","FIMBRIAE TYPES 2 AND 3 (FIM)","fimbriae types 2 and 3 (fim)","FALSE","fimbriae types 2 and 3 (fim)","Immunologic","","Fimbriae Types 2 et 3 (FIM)","fimbriae types 2 and 3 (fim)","fimbriae types 2 and 3 (fim)"
"Y","FINASTERIDE","FINASTERIDE","finasteride","FALSE","finasteride","Released","","Finastéride","finastéride","finastéride"
"Y","","FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","fingolimod","FALSE","fingolimod (fingolimod hydrochloride)","Released","","Fingolimod (Chlorhydrate de Fingolimod)","fingolimod","fingolimod (chlorhydrate de fingolimod)"
"Y","","FISH OIL","fish oil","FALSE","fish oil","","","Huile de poisson","huile de poisson","huile de poisson"
"Y","","FLAVOXATE HYDROCHLORIDE","flavoxate hydrochloride","FALSE","flavoxate hydrochloride","No live products","","Chlorhydrate de flavoxate","flavoxate","chlorhydrate de flavoxate"
"Y","","FLECAINIDE ACETATE","flecainide","FALSE","flecainide acetate","Released","","Acétate de flécaïnide","flécaïnide","acétate de flécaïnide"
"Y","","FLOCTAFENINE","floctafenine","FALSE","floctafenine","Released","","Floctafénine","floctafénine","floctafénine"
"Y","FLUCONAZOLE","FLUCONAZOLE","fluconazole","FALSE","fluconazole","Released","","Fluconazole","fluconazole","fluconazole"
"Y","","FLUDARABINE PHOSPHATE","fludarabine","FALSE","fludarabine phosphate","Released","","Phosphate de fludarabine","fludarabine","phosphate de fludarabine"
"Y","","FLUDROCORTISONE 21-ACETATE","fludrocortisone","FALSE","fludrocortisone acetate","Released","","21-acétate de fludrocortisone","fludrocortisone","acétate de fludrocortisone"
"Y","","FLUMAZENIL","flumazenil","FALSE","flumazenil","Released","","Flumazénil","flumazénil","flumazénil"
"Y","","FLUMETHASONE PIVALATE","flumethasone","FALSE","flumethasone pivalate","Released","","Pivalate de fluméthasone","fluméthasone","pivalate de fluméthasone"
"Y","","FLUNARIZINE (FLUNARIZINE HYDROCHLORIDE)","flunarizine","FALSE","flunarizine (flunarizine hydrochloride)","Released","","Flunarizine (Chlorhydrate de flunarizine)","flunarizine","flunarizine (chlorhydrate de flunarizine)"
"Y","","FLUNISOLIDE","flunisolide","FALSE","flunisolide","No live products","","Flunisolide","flunisolide","flunisolide"
"Y","","FLUOCINOLONE ACETONIDE","fluocinolone","FALSE","fluocinolone acetonide","Released","","Acétonide de fluocinolone","fluocinolone","acétonide de fluocinolone"
"Y","","FLUOCINONIDE","fluocinonide","FALSE","fluocinonide","Released","","Fluocinonide","fluocinonide","fluocinonide"
"Y","","FLUORESCEIN (FLUORESCEIN SODIUM)","fluorescein","FALSE","fluorescein (fluorescein sodium)","Released","","Fluorescéine (Fluoroscéine sodique)","fluorescéine","fluorescéine (fluoroscéine sodique)"
"Y","","FLUORESCEIN SODIUM","fluorescein","FALSE","fluorescein sodium","Released","","Fluoroscéine sodique","fluorescéine","fluoroscéine sodique"
"Y","","FLUOROMETHOLONE","fluorometholone (base)","FALSE","fluorometholone","Released","","Fluorométholone","fluorométholone (base)","fluorométholone"
"Y","","FLUOROMETHOLONE ACETATE","fluorometholone acetate","FALSE","fluorometholone acetate","Released","","Acétate de fluorométholone","acétate de fluorométholone","acétate de fluorométholone"
"Y","","FLUOROURACIL","fluorouracil","FALSE","fluorouracil","Released","","Fluorouracil","fluorouracile","fluorouracile"
"Y","FLUOXETINE","FLUOXETINE (FLUOXETINE HYDROCHLORIDE)","fluoxetine","FALSE","fluoxetine (fluoxetine hydrochloride)","Released","","Fluoxétine (Chlorhydrate de fluoxétine)","fluoxétine","fluoxétine (chlorhydrate de fluoxétine)"
"Y","","FLUPENTIXOL (FLUPENTIXOL DIHYDROCHLORIDE)","flupentixol","FALSE","flupentixol (flupentixol dihydrochloride)","Released","","Flupentixol (Dichlorhydrate de flupentixol)","flupentixol","flupentixol (dichlorhydrate de flupentixol)"
"Y","","FLUPENTIXOL DECANOATE","flupentixol","FALSE","flupentixol decanoate","Released","","Décanoate de flupentixol","flupentixol","décanoate de flupentixol"
"Y","","FLUPHENAZINE DECANOATE","fluphenazine","FALSE","fluphenazine decanoate","Released","","Décanoate de fluphénazine","fluphénazine","décanoate de fluphénazine"
"Y","","FLUPHENAZINE HYDROCHLORIDE","fluphenazine","FALSE","fluphenazine hydrochloride","Released","","Chlorhydrate de fluphénazine","fluphénazine","chlorhydrate de fluphénazine"
"Y","FLURAZEPAM","FLURAZEPAM HYDROCHLORIDE","flurazepam","FALSE","flurazepam hydrochloride","Released","","Chlorhydrate de flurazépam","flurazépam","chlorhydrate de flurazépam"
"Y","","FLURBIPROFEN","flurbiprofen","FALSE","flurbiprofen","Released","","Flurbiprofène","flurbiprofène","flurbiprofène"
"Y","","FLUTAMIDE","flutamide","FALSE","flutamide","Released","","Flutamide","flutamide","flutamide"
"Y","FLUTICASONE","FLUTICASONE FUROATE","fluticasone","FALSE","fluticasone furoate","Released","","Furoate de fluticasone","fluticasone","furoate de fluticasone"
"Y","FLUTICASONE","FLUTICASONE PROPIONATE","fluticasone","FALSE","fluticasone propionate","Released","","Propionate de fluticasone","fluticasone","propionate de fluticasone"
"Y","","FLUVASTATIN (FLUVASTATIN SODIUM)","fluvastatin","FALSE","fluvastatin (fluvastatin sodium)","Released","","Fluvastatine (Fluvastatine sodique)","fluvastatine","fluvastatine (fluvastatine sodique)"
"Y","","FLUVOXAMINE MALEATE","fluvoxamine","FALSE","fluvoxamine maleate","Released","","Maléate de fluvoxamine","fluvoxamine","maléate de fluvoxamine"
"Y","FOLIC ACID","FOLIC ACID","folic acid","FALSE","folic acid","Released","","Acide folique","acide folique","acide folique"
"Y","FOLIC ACID","FOLIC ACID (SODIUM FOLATE)","folic acid","FALSE","folic acid (sodium folate)","Released","","Acide folique (Folate sodique)","acide folique","acide folique (folate sodique)"
"Y","","FOLLITROPIN ALFA","follitropin alfa","FALSE","follitropin alfa","Released","","Follitropine alfa","follitropine alfa","follitropine alfa"
