"drug_code","ccdd","n_ing","ai_code_set","tm_formal_name","str_set","precise_ing_set","ntp_ing_group","ntp_ing_formal_name","mp_ing_formal_name"
94096,FALSE,1,"12481","erlotinib (erlotinib hydrochloride)","100 MG","ERLOTINIB HYDROCHLORIDE","erlotinib (erlotinib hydrochloride)","erlotinib (erlotinib hydrochloride) 100 mg","erlotinib (erlotinib hydrochloride) 100 mg"
94097,FALSE,1,"12481","erlotinib (erlotinib hydrochloride)","150 MG","ERLOTINIB HYDROCHLORIDE","erlotinib (erlotinib hydrochloride)","erlotinib (erlotinib hydrochloride) 150 mg","erlotinib (erlotinib hydrochloride) 150 mg"
94098,FALSE,1,"22712","olaparib","50 MG","OLAPARIB","olaparib","olaparib 50 mg","olaparib 50 mg"
94099,FALSE,2,"16516, 22668","emtricitabine and tenofovir alafenamide (tenofovir alafenamide hemifumarate)","200 MG, 10 MG","EMTRICITABINE, TENOFOVIR ALAFENAMIDE HEMIFUMARATE","emtricitabine, tenofovir alafenamide (tenofovir alafenamide hemifumarate)","emtricitabine 200 mg and tenofovir alafenamide (tenofovir alafenamide hemifumarate) 10 mg","emtricitabine 200 mg and tenofovir alafenamide (tenofovir alafenamide hemifumarate) 10 mg"
94100,FALSE,2,"16516, 22668","emtricitabine and tenofovir alafenamide (tenofovir alafenamide hemifumarate)","200 MG, 25 MG","EMTRICITABINE, TENOFOVIR ALAFENAMIDE HEMIFUMARATE","emtricitabine, tenofovir alafenamide (tenofovir alafenamide hemifumarate)","emtricitabine 200 mg and tenofovir alafenamide (tenofovir alafenamide hemifumarate) 25 mg","emtricitabine 200 mg and tenofovir alafenamide (tenofovir alafenamide hemifumarate) 25 mg"
94104,TRUE,2,"13353, 4922","alendronic acid and vitamin D3 (cholecalciferol)","70 MG, 2800 UNIT","ALENDRONATE SODIUM, CHOLECALCIFEROL","alendronic acid (alendronate sodium), vitamin D3 (cholecalciferol)","alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 2800 unit","alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 2800 unit"
94105,TRUE,2,"13353, 4922","alendronic acid and vitamin D3 (cholecalciferol)","70 MG, 5600 UNIT","ALENDRONATE SODIUM, CHOLECALCIFEROL","alendronic acid (alendronate sodium), vitamin D3 (cholecalciferol)","alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 5600 unit","alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 5600 unit"
94109,NA,2,"122, 11893","lamivudine and NA","300 MG, 600 MG","LAMIVUDINE, ABACAVIR SULFATE","lamivudine, NA","lamivudine 300 mg and NA 600 mg","lamivudine 300 mg and NA"
94117,FALSE,1,"7657","filgrastim (r-methug-csf)","480 MCG per 0.8 ML","R-METHUG-CSF","filgrastim (r-methug-csf)","filgrastim (r-methug-csf) 480 mcg per 0.8 mL","filgrastim (r-methug-csf) 480 mcg per 0.8 mL"
94127,FALSE,3,"755, 1970, 2280","avobenzone and homosalate and octocrylene","1.5 %, 5 %, 3.5 %","AVOBENZONE, HOMOSALATE, OCTOCRYLENE","avobenzone, homosalate, octocrylene","avobenzone 1.5 % and homosalate 5 % and octocrylene 3.5 %","avobenzone 1.5 % and homosalate 5 % and octocrylene 3.5 %"
94128,FALSE,4,"755, 1970, 12048, 2280","avobenzone and homosalate and octisalate and octocrylene","3 %, 9 %, 4.5 %, 6 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE","avobenzone, homosalate, octisalate, octocrylene","avobenzone 3 % and homosalate 9 % and octisalate 4.5 % and octocrylene 6 %","avobenzone 3 % and homosalate 9 % and octisalate 4.5 % and octocrylene 6 %"
94129,FALSE,1,"662","pyrithione zinc","1 %","PYRITHIONE ZINC","pyrithione zinc","pyrithione zinc 1 %","pyrithione zinc 1 %"
94130,TRUE,1,"10258","phenylephrine","50 MCG per ML","PHENYLEPHRINE HYDROCHLORIDE","phenylephrine hydrochloride","phenylephrine hydrochloride 50 mcg per mL","phenylephrine hydrochloride 50 mcg per mL"
94131,FALSE,3,"755, 1970, 2280","avobenzone and homosalate and octocrylene","2 %, 7 %, 5 %","AVOBENZONE, HOMOSALATE, OCTOCRYLENE","avobenzone, homosalate, octocrylene","avobenzone 2 % and homosalate 7 % and octocrylene 5 %","avobenzone 2 % and homosalate 7 % and octocrylene 5 %"
94135,TRUE,1,"11114","valacyclovir","500 MG","VALACYCLOVIR HYDROCHLORIDE","valacyclovir (valacyclovir hydrochloride)","valacyclovir (valacyclovir hydrochloride) 500 mg","valacyclovir (valacyclovir hydrochloride) 500 mg"
94136,TRUE,1,"13107","levetiracetam","250 MG","LEVETIRACETAM","levetiracetam","levetiracetam 250 mg","levetiracetam 250 mg"
94137,TRUE,1,"13107","levetiracetam","500 MG","LEVETIRACETAM","levetiracetam","levetiracetam 500 mg","levetiracetam 500 mg"
94138,TRUE,1,"13107","levetiracetam","750 MG","LEVETIRACETAM","levetiracetam","levetiracetam 750 mg","levetiracetam 750 mg"
94141,TRUE,1,"12346","tadalafil","5 MG","TADALAFIL","tadalafil","tadalafil 5 mg","tadalafil 5 mg"
94143,TRUE,1,"12346","tadalafil","20 MG","TADALAFIL","tadalafil","tadalafil 20 mg","tadalafil 20 mg"
94145,TRUE,1,"5900","methotrexate","17.5 MG per 0.35 ML","METHOTREXATE SODIUM","methotrexate (methotrexate sodium)","methotrexate (methotrexate sodium) 17.5 mg per 0.35 mL","methotrexate (methotrexate sodium) 17.5 mg per 0.35 mL"
94146,TRUE,1,"5900","methotrexate","22.5 MG per 0.45 ML","METHOTREXATE SODIUM","methotrexate (methotrexate sodium)","methotrexate (methotrexate sodium) 22.5 mg per 0.45 mL","methotrexate (methotrexate sodium) 22.5 mg per 0.45 mL"
94155,FALSE,5,"755, 1970, 12048, 2280, 33","avobenzone and homosalate and octisalate and octocrylene and oxybenzone","3 %, 15 %, 5 %, 2.5 %, 5 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","avobenzone 3 % and homosalate 15 % and octisalate 5 % and octocrylene 2.5 % and oxybenzone 5 %","avobenzone 3 % and homosalate 15 % and octisalate 5 % and octocrylene 2.5 % and oxybenzone 5 %"
94156,TRUE,1,"2013","diclofenac","0.1 %","DICLOFENAC SODIUM","diclofenac sodium","diclofenac sodium 0.1 %","diclofenac sodium 0.1 %"
94163,TRUE,1,"5900","methotrexate","20 MG per 0.4 ML","METHOTREXATE SODIUM","methotrexate (methotrexate sodium)","methotrexate (methotrexate sodium) 20 mg per 0.4 mL","methotrexate (methotrexate sodium) 20 mg per 0.4 mL"
94164,TRUE,1,"5900","methotrexate","25 MG per 0.5 ML","METHOTREXATE SODIUM","methotrexate (methotrexate sodium)","methotrexate (methotrexate sodium) 25 mg per 0.5 mL","methotrexate (methotrexate sodium) 25 mg per 0.5 mL"
94181,FALSE,1,"20742","ticagrelor","60 MG","Ticagrelor","ticagrelor","ticagrelor 60 mg","ticagrelor 60 mg"
94182,TRUE,1,"768","finasteride","5 MG","FINASTERIDE","finasteride","finasteride 5 mg","finasteride 5 mg"
94184,FALSE,3,"755, 1970, 12048","avobenzone and homosalate and octisalate","3 %, 10 %, 4.5 %","AVOBENZONE, HOMOSALATE, OCTISALATE","avobenzone, homosalate, octisalate","avobenzone 3 % and homosalate 10 % and octisalate 4.5 %","avobenzone 3 % and homosalate 10 % and octisalate 4.5 %"
94193,FALSE,1,"22714","ixekizumab","80 MG per ML","IXEKIZUMAB","ixekizumab","ixekizumab 80 mg per mL","ixekizumab 80 mg per mL"
94194,FALSE,1,"22714","ixekizumab","80 MG per ML","IXEKIZUMAB","ixekizumab","ixekizumab 80 mg per mL","ixekizumab 80 mg per mL"
94196,FALSE,1,"12049","octinoxate","7 %","OCTINOXATE","octinoxate","octinoxate 7 %","octinoxate 7 %"
94207,FALSE,2,"755, 12049","avobenzone and octinoxate","2.6 %, 6 %","AVOBENZONE, OCTINOXATE","avobenzone, octinoxate","avobenzone 2.6 % and octinoxate 6 %","avobenzone 2.6 % and octinoxate 6 %"
94213,FALSE,4,"755, 1970, 12048, 2280","avobenzone and homosalate and octisalate and octocrylene","2 %, 5.5 %, 4.5 %, 4 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE","avobenzone, homosalate, octisalate, octocrylene","avobenzone 2 % and homosalate 5.5 % and octisalate 4.5 % and octocrylene 4 %","avobenzone 2 % and homosalate 5.5 % and octisalate 4.5 % and octocrylene 4 %"
94214,FALSE,1,"12032","etanercept","50 MG per ML","ETANERCEPT","etanercept","etanercept 50 mg per mL","etanercept 50 mg per mL"
94215,FALSE,1,"12032","etanercept","50 MG per ML","ETANERCEPT","etanercept","etanercept 50 mg per mL","etanercept 50 mg per mL"
94216,TRUE,1,"12346","tadalafil","5 MG","TADALAFIL","tadalafil","tadalafil 5 mg","tadalafil 5 mg"
94217,TRUE,1,"12346","tadalafil","10 MG","TADALAFIL","tadalafil","tadalafil 10 mg","tadalafil 10 mg"
94218,TRUE,1,"12346","tadalafil","20 MG","TADALAFIL","tadalafil","tadalafil 20 mg","tadalafil 20 mg"
94221,TRUE,2,"22295, 10147","canagliflozin and metformin","50 MG, 500 MG","Canagliflozin, METFORMIN HYDROCHLORIDE","canagliflozin, metformin hydrochloride","canagliflozin 50 mg and metformin hydrochloride 500 mg","canagliflozin 50 mg and metformin hydrochloride 500 mg"
94222,TRUE,2,"22295, 10147","canagliflozin and metformin","50 MG, 850 MG","Canagliflozin, METFORMIN HYDROCHLORIDE","canagliflozin, metformin hydrochloride","canagliflozin 50 mg and metformin hydrochloride 850 mg","canagliflozin 50 mg and metformin hydrochloride 850 mg"
94223,TRUE,2,"22295, 10147","canagliflozin and metformin","50 MG, 1000 MG","Canagliflozin, METFORMIN HYDROCHLORIDE","canagliflozin, metformin hydrochloride","canagliflozin 50 mg and metformin hydrochloride 1000 mg","canagliflozin 50 mg and metformin hydrochloride 1000 mg"
94224,TRUE,2,"22295, 10147","canagliflozin and metformin","150 MG, 500 MG","Canagliflozin, METFORMIN HYDROCHLORIDE","canagliflozin, metformin hydrochloride","canagliflozin 150 mg and metformin hydrochloride 500 mg","canagliflozin 150 mg and metformin hydrochloride 500 mg"
94225,TRUE,2,"22295, 10147","canagliflozin and metformin","150 MG, 850 MG","Canagliflozin, METFORMIN HYDROCHLORIDE","canagliflozin, metformin hydrochloride","canagliflozin 150 mg and metformin hydrochloride 850 mg","canagliflozin 150 mg and metformin hydrochloride 850 mg"
94226,TRUE,2,"22295, 10147","canagliflozin and metformin","150 MG, 1000 MG","Canagliflozin, METFORMIN HYDROCHLORIDE","canagliflozin, metformin hydrochloride","canagliflozin 150 mg and metformin hydrochloride 1000 mg","canagliflozin 150 mg and metformin hydrochloride 1000 mg"
94228,FALSE,4,"755, 1970, 12049, 12048","avobenzone and homosalate and octinoxate and octisalate","2.5 %, 4 %, 7.5 %, 5 %","AVOBENZONE, HOMOSALATE, OCTINOXATE, OCTISALATE","avobenzone, homosalate, octinoxate, octisalate","avobenzone 2.5 % and homosalate 4 % and octinoxate 7.5 % and octisalate 5 %","avobenzone 2.5 % and homosalate 4 % and octinoxate 7.5 % and octisalate 5 %"
94233,FALSE,5,"755, 1970, 12048, 2280, 33","avobenzone and homosalate and octisalate and octocrylene and oxybenzone","2.04 %, 6.8 %, 3.06 %, 6.12 %, 1.36 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","avobenzone 2.04 % and homosalate 6.8 % and octisalate 3.06 % and octocrylene 6.12 % and oxybenzone 1.36 %","avobenzone 2.04 % and homosalate 6.8 % and octisalate 3.06 % and octocrylene 6.12 % and oxybenzone 1.36 %"
94234,FALSE,5,"755, 1970, 12048, 2280, 33","avobenzone and homosalate and octisalate and octocrylene and oxybenzone","3 %, 10 %, 4.55 %, 9 %, 5 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","avobenzone 3 % and homosalate 10 % and octisalate 4.55 % and octocrylene 9 % and oxybenzone 5 %","avobenzone 3 % and homosalate 10 % and octisalate 4.55 % and octocrylene 9 % and oxybenzone 5 %"
94235,FALSE,5,"755, 1970, 12048, 2280, 33","avobenzone and homosalate and octisalate and octocrylene and oxybenzone","3 %, 10 %, 4.55 %, 9 %, 5 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","avobenzone 3 % and homosalate 10 % and octisalate 4.55 % and octocrylene 9 % and oxybenzone 5 %","avobenzone 3 % and homosalate 10 % and octisalate 4.55 % and octocrylene 9 % and oxybenzone 5 %"
94236,TRUE,1,"270","acetaminophen","650 MG","ACETAMINOPHEN","acetaminophen","acetaminophen 650 mg","acetaminophen 650 mg"
94240,FALSE,4,"12049, 12048, 727, 7289","octinoxate and octisalate and titanium dioxide and zinc oxide","7.5 %, 4.5 %, 4.6 %, 5 %","OCTINOXATE, OCTISALATE, TITANIUM DIOXIDE, ZINC OXIDE","octinoxate, octisalate, titanium dioxide, zinc oxide","octinoxate 7.5 % and octisalate 4.5 % and titanium dioxide 4.6 % and zinc oxide 5 %","octinoxate 7.5 % and octisalate 4.5 % and titanium dioxide 4.6 % and zinc oxide 5 %"
94242,FALSE,1,"10235","cholestyramine resin","4 G","CHOLESTYRAMINE RESIN","cholestyramine resin","cholestyramine resin 4 g","cholestyramine resin 4 g"
94243,FALSE,1,"698","polyethylene glycol 3350","1 G per G","POLYETHYLENE GLYCOL 3350","polyethylene glycol 3350","polyethylene glycol 3350 1 g per g","polyethylene glycol 3350 1 g per g"
94265,FALSE,1,"433","dimethicone","1.3 %","DIMETHICONE","dimethicone","dimethicone 1.3 %","dimethicone 1.3 %"
94275,TRUE,1,"7581","budesonide","9 MG","BUDESONIDE","budesonide","budesonide 9 mg","budesonide 9 mg"
94276,FALSE,1,"12006","cabergoline","0.5 MG","CABERGOLINE","cabergoline","cabergoline 0.5 mg","cabergoline 0.5 mg"
94280,TRUE,1,"2474","naloxone","0.4 MG per ML","NALOXONE HYDROCHLORIDE DIHYDRATE","naloxone hydrochloride","naloxone hydrochloride 0.4 mg per mL","naloxone hydrochloride (naloxone hydrochloride dihydrate) 0.4 mg per mL"
94281,FALSE,1,"20163","paliperidone (paliperidone palmitate)","175 MG per 0.875 ML","Paliperidone Palmitate","paliperidone (paliperidone palmitate)","paliperidone (paliperidone palmitate) 175 mg per 0.875 mL","paliperidone (paliperidone palmitate) 175 mg per 0.875 mL"
94282,FALSE,1,"22729","daratumumab","100 MG per 5 ML","DARATUMUMAB","daratumumab","daratumumab 100 mg per 5 mL","daratumumab 100 mg per 5 mL"
94283,FALSE,1,"22729","daratumumab","400 MG per 20 ML","DARATUMUMAB","daratumumab","daratumumab 400 mg per 20 mL","daratumumab 400 mg per 20 mL"
94284,FALSE,1,"20163","paliperidone (paliperidone palmitate)","263 MG per 1.315 ML","Paliperidone Palmitate","paliperidone (paliperidone palmitate)","paliperidone (paliperidone palmitate) 263 mg per 1.315 mL","paliperidone (paliperidone palmitate) 263 mg per 1.315 mL"
94285,FALSE,1,"20163","paliperidone (paliperidone palmitate)","350 MG per 1.75 ML","Paliperidone Palmitate","paliperidone (paliperidone palmitate)","paliperidone (paliperidone palmitate) 350 mg per 1.75 mL","paliperidone (paliperidone palmitate) 350 mg per 1.75 mL"
94286,FALSE,1,"20163","paliperidone (paliperidone palmitate)","525 MG per 2.625 ML","Paliperidone Palmitate","paliperidone (paliperidone palmitate)","paliperidone (paliperidone palmitate) 525 mg per 2.625 mL","paliperidone (paliperidone palmitate) 525 mg per 2.625 mL"
94287,FALSE,4,"755, 1970, 12048, 2280","avobenzone and homosalate and octisalate and octocrylene","3 %, 9 %, 4 %, 5 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE","avobenzone, homosalate, octisalate, octocrylene","avobenzone 3 % and homosalate 9 % and octisalate 4 % and octocrylene 5 %","avobenzone 3 % and homosalate 9 % and octisalate 4 % and octocrylene 5 %"
94288,FALSE,5,"755, 1970, 12048, 2280, 33","avobenzone and homosalate and octisalate and octocrylene and oxybenzone","3 %, 10 %, 5 %, 3 %, 4 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","avobenzone 3 % and homosalate 10 % and octisalate 5 % and octocrylene 3 % and oxybenzone 4 %","avobenzone 3 % and homosalate 10 % and octisalate 5 % and octocrylene 3 % and oxybenzone 4 %"
94289,FALSE,4,"755, 1970, 12048, 2280","avobenzone and homosalate and octisalate and octocrylene","3 %, 10 %, 5 %, 6 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE","avobenzone, homosalate, octisalate, octocrylene","avobenzone 3 % and homosalate 10 % and octisalate 5 % and octocrylene 6 %","avobenzone 3 % and homosalate 10 % and octisalate 5 % and octocrylene 6 %"
94290,FALSE,3,"755, 1970, 2280","avobenzone and homosalate and octocrylene","2.2 %, 7 %, 4.2 %","AVOBENZONE, HOMOSALATE, OCTOCRYLENE","avobenzone, homosalate, octocrylene","avobenzone 2.2 % and homosalate 7 % and octocrylene 4.2 %","avobenzone 2.2 % and homosalate 7 % and octocrylene 4.2 %"
94291,FALSE,4,"755, 1970, 2280, 33","avobenzone and homosalate and octocrylene and oxybenzone","2 %, 7 %, 1.5 %, 3 %","AVOBENZONE, HOMOSALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, homosalate, octocrylene, oxybenzone","avobenzone 2 % and homosalate 7 % and octocrylene 1.5 % and oxybenzone 3 %","avobenzone 2 % and homosalate 7 % and octocrylene 1.5 % and oxybenzone 3 %"
94293,FALSE,1,"7773","immune globulin (human)","100 MG per ML","HUMAN","immune globulin (human)","immune globulin (human) 100 mg per mL","immune globulin (human) 100 mg per mL"
94296,FALSE,1,"21617","abobotulinumtoxina","500 UNIT per VIAL","AbobotulinumtoxinA","abobotulinumtoxina","abobotulinumtoxina 500 unit per vial","abobotulinumtoxina 500 unit per vial"
94307,FALSE,4,"755, 1970, 12049, 33","avobenzone and homosalate and octinoxate and oxybenzone","2.9 %, 5 %, 5.5 %, 1 %","AVOBENZONE, HOMOSALATE, OCTINOXATE, OXYBENZONE","avobenzone, homosalate, octinoxate, oxybenzone","avobenzone 2.9 % and homosalate 5 % and octinoxate 5.5 % and oxybenzone 1 %","avobenzone 2.9 % and homosalate 5 % and octinoxate 5.5 % and oxybenzone 1 %"
94308,FALSE,27,"2963, 10242, 51, 42, 638, 8865, 10237, 9929, 10239, 9806, 8750, 11369, 7217, 6627, 10223, 53, 9396, 9927, 11968, 4771, 3289, 1366, 10243, 10238, 9750, 9928, 20479","alanine and arginine and calcium chloride and dextrose and fish oil and glycine and histidine and isoleucine and leucine and lysine (lysine acetate) and magnesium sulfate and medium chain triglycerides (mct) and methionine and olive oil and phenylalanine and potassium chloride and proline and serine and sodium acetate trihydrate and sodium glycerophosphate and soybean oil and taurine and threonine and tryptophan and tyrosine and valine and zinc sulfate heptahydrate","440 MG per 100 ML, 380 MG per 100 ML, 18 MG per 100 ML, 7.1 G per 100 ML, 420 MG per 100 ML, 350 MG per 100 ML, 93 MG per 100 ML, 160 MG per 100 ML, 230 MG per 100 ML, 210 MG per 100 ML, 38 MG per 100 ML, 850 MG per 100 ML, 130 MG per 100 ML, 700 MG per 100 ML, 160 MG per 100 ML, 140 MG per 100 ML, 350 MG per 100 ML, 210 MG per 100 ML, 110 MG per 100 ML, 130 MG per 100 ML, 850 MG per 100 ML, 32 MG per 100 ML, 140 MG per 100 ML, 63 MG per 100 ML, 12 MG per 100 ML, 200 MG per 100 ML, 0.4 MG per 100 ML","ALANINE, ARGININE, CALCIUM CHLORIDE, DEXTROSE, FISH OIL, GLYCINE, HISTIDINE, ISOLEUCINE, LEUCINE, LYSINE ACETATE, MAGNESIUM SULFATE, MCT, METHIONINE, OLIVE OIL, PHENYLALANINE, POTASSIUM CHLORIDE, PROLINE, SERINE, SODIUM ACETATE TRIHYDRATE, SODIUM GLYCEROPHOSPHATE, SOYBEAN OIL, TAURINE, THREONINE, TRYPTOPHAN, TYROSINE, VALINE, ZINC SULFATE HEPTAHYDRATE","alanine, arginine, calcium chloride, dextrose, fish oil, glycine, histidine, isoleucine, leucine, lysine (lysine acetate), magnesium sulfate, medium chain triglycerides (mct), methionine, olive oil, phenylalanine, potassium chloride, proline, serine, sodium acetate trihydrate, sodium glycerophosphate, soybean oil, taurine, threonine, tryptophan, tyrosine, valine, zinc sulfate heptahydrate","alanine 440 mg per 100 mL and arginine 380 mg per 100 mL and calcium chloride 18 mg per 100 mL and dextrose 7.1 g per 100 mL and fish oil 420 mg per 100 mL and glycine 350 mg per 100 mL and histidine 93 mg per 100 mL and isoleucine 160 mg per 100 mL and leucine 230 mg per 100 mL and lysine (lysine acetate) 210 mg per 100 mL and magnesium sulfate 38 mg per 100 mL and medium chain triglycerides (mct) 850 mg per 100 mL and methionine 130 mg per 100 mL and olive oil 700 mg per 100 mL and phenylalanine 160 mg per 100 mL and potassium chloride 140 mg per 100 mL and proline 350 mg per 100 mL and serine 210 mg per 100 mL and sodium acetate trihydrate 110 mg per 100 mL and sodium glycerophosphate 130 mg per 100 mL and soybean oil 850 mg per 100 mL and taurine 32 mg per 100 mL and threonine 140 mg per 100 mL and tryptophan 63 mg per 100 mL and tyrosine 12 mg per 100 mL and valine 200 mg per 100 mL and zinc sulfate heptahydrate 0.4 mg per 100 mL","alanine 440 mg per 100 mL and arginine 380 mg per 100 mL and calcium chloride 18 mg per 100 mL and dextrose 7.1 g per 100 mL and fish oil 420 mg per 100 mL and glycine 350 mg per 100 mL and histidine 93 mg per 100 mL and isoleucine 160 mg per 100 mL and leucine 230 mg per 100 mL and lysine (lysine acetate) 210 mg per 100 mL and magnesium sulfate 38 mg per 100 mL and medium chain triglycerides (mct) 850 mg per 100 mL and methionine 130 mg per 100 mL and olive oil 700 mg per 100 mL and phenylalanine 160 mg per 100 mL and potassium chloride 140 mg per 100 mL and proline 350 mg per 100 mL and serine 210 mg per 100 mL and sodium acetate trihydrate 110 mg per 100 mL and sodium glycerophosphate 130 mg per 100 mL and soybean oil 850 mg per 100 mL and taurine 32 mg per 100 mL and threonine 140 mg per 100 mL and tryptophan 63 mg per 100 mL and tyrosine 12 mg per 100 mL and valine 200 mg per 100 mL and zinc sulfate heptahydrate 0.4 mg per 100 mL"
