ccdd,top250name,dpd_ingredient,ing_stem,hydrate,ntp_ing,CCDD.Status,comments_do.not.use.commas.or.special.characters,index_num,dpd_ingredient_FR,ing_stem_fr,ntp_ing_fr
Y,,SULFISOXAZOLE (SULFISOXAZOLE ACETYL),sulfisoxazole,FALSE,sulfisoxazole (sulfisoxazole acetyl),No live products,,1646,Sulfisoxazole (Acétylsulfisoxazole),sulfisoxazole,sulfisoxazole (acétylsulfisoxazole)
Y,,SULFUR,sulfur,FALSE,sulfur,To Do,Acne product,1647,Soufre,soufre,soufre
,,SULFUR HEXAFLUORIDE,sulfur hexafluoride,FALSE,sulfur hexafluoride,Contrast media,,1648,,sulfur hexafluoride,sulfur hexafluoride
Y,,SULINDAC,sulindac,FALSE,sulindac,Released,,1649,Sulindac,sulindac,sulindac
,,SULISOBENZONE,sulisobenzone,FALSE,sulisobenzone,Sunscreen,,1650,Sulisobenzone,sulisobenzone,sulisobenzone
Y,SUMATRIPTAN,SUMATRIPTAN (SUMATRIPTAN HEMISULFATE),sumatriptan,FALSE,sumatriptan (sumatriptan hemisulfate),Released,,1651,Sumatriptan (Hémisulfate de sumatriptan),sumatriptan,sumatriptan (hémisulfate de sumatriptan)
Y,SUMATRIPTAN,SUMATRIPTAN (SUMATRIPTAN SUCCINATE),sumatriptan,FALSE,sumatriptan (sumatriptan succinate),Released,,1652,Sumatriptan (Succinate de sumatriptan),sumatriptan,sumatriptan (succinate de sumatriptan)
Y,,SUNITINIB (SUNITINIB MALATE),sunitinib,FALSE,sunitinib (sunitinib malate),Released,,1653,Sunitinib (Malate de sunitinib),sunitinib,sunitinib (malate de sunitinib)
Y,,SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C,surfactant-associated proteins sp-b and sp-c,FALSE,surfactant-associated proteins sp-b and sp-c,To Do,Pulmonary surfactant product,1654,Protéines sp-b et sp-c associées au surfactant,protéines sp-b et sp-c associées au surfactant,protéines sp-b et sp-c associées au surfactant
,,SWEET VERNAL GRASS,sweet vernal grass,FALSE,sweet vernal grass,Allergen,,1655,Flouve odorante,sweet vernal grass,sweet vernal grass
Y,TACROLIMUS,TACROLIMUS,tacrolimus,FALSE,tacrolimus,Released,,1656,Tacrolimus,tacrolimus,tacrolimus
Y,TACROLIMUS,TACROLIMUS (Tacrolimus Monohydrate),tacrolimus,TRUE,tacrolimus,Released,,1657,Tacrolimus (Monohydrate de Tacrolimus),tacrolimus,tacrolimus
Y,TADALAFIL,TADALAFIL,tadalafil,FALSE,tadalafil,Released,,1658,Tadalafil,tadalafil,tadalafil
Y,,Taliglucerase Alfa,taliglucerase alfa,FALSE,taliglucerase alfa,Released,,1659,Taliglucérase Alfa,taliglucérase alfa,taliglucérase alfa
Y,,TAMOXIFEN (TAMOXIFEN CITRATE),tamoxifen,FALSE,tamoxifen (tamoxifen citrate),Released,,1660,Tamoxifène (Citrate de tamoxifène),tamoxifène,tamoxifène (citrate de tamoxifène)
Y,TAMSULOSIN,TAMSULOSIN HYDROCHLORIDE,tamsulosin,FALSE,tamsulosin hydrochloride,Released,,1661,Chlorhydrate de tamsulosine,tamsulosine,chlorhydrate de tamsulosine
Y,TAPENTADOL,Tapentadol (Tapentadol Hydrochloride),tapentadol,FALSE,tapentadol (tapentadol hydrochloride),Released,,1662,Tapentadol (Chlorhydrate de tapentadol),tapentadol,tapentadol (chlorhydrate de tapentadol)
,,TAURINE,taurine,FALSE,taurine,TPN,,1663,Taurine,taurine,taurine
Y,,TAZAROTENE,tazarotene,FALSE,tazarotene,Released,,1664,Tazarotène,tazarotène,tazarotène
Y,,TAZOBACTAM (TAZOBACTAM SODIUM),tazobactam,FALSE,tazobactam (tazobactam sodium),Released,Combination only,1665,Tazobactam (Tazobactam sodique),tazobactam,tazobactam (tazobactam sodique)
Y,,TEDUGLUTIDE,teduglutide,FALSE,teduglutide,Released,,1666,TÉDUGLUTIDE,téduglutide,téduglutide
Y,,TELAVANCIN (TELAVANCIN HYDROCHLORIDE),telavancin,FALSE,telavancin (telavancin hydrochloride),Released,,1667,,télavancine,chlorhydrate de télavancine
Y,,TELBIVUDINE,telbivudine,FALSE,telbivudine,Released,,1668,Telbivudine,telbivudine,telbivudine
Y,TELMISARTAN,TELMISARTAN,telmisartan,FALSE,telmisartan,Released,,1669,Telmisartan,telmisartan,telmisartan
Y,TELMISARTAN,TELMISARTAN (TELMISARTAN SODIUM),telmisartan,FALSE,telmisartan (telmisartan sodium),Released,,1670,Telmisartan (Telmisartan sodique),telmisartan,telmisartan (telmisartan sodique)
Y,TEMAZEPAM,TEMAZEPAM,temazepam,FALSE,temazepam,Released,,1671,Témazépam,témazépam,témazépam
Y,,TEMOZOLOMIDE,temozolomide,FALSE,temozolomide,Released,,1672,Témozolomide,témozolomide,témozolomide
Y,,TEMSIROLIMUS,temsirolimus,FALSE,temsirolimus,Released,,1673,Temsirolimus,temsirolimus,temsirolimus
Y,,TENECTEPLASE,tenecteplase,FALSE,tenecteplase,Released,,1674,Ténectéplase,ténectéplase,ténectéplase
,,TENIPOSIDE,teniposide,FALSE,teniposide,No live products,,1675,Téniposide,téniposide,téniposide
Y,,TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE),tenofovir alafenamide,TRUE,tenofovir alafenamide (tenofovir alafenamide hemifumarate),Released,,1676,Ténofovir alafénamide (Hémifumarate de ténofovir alafénamide),ténofovir alafénamide,ténofovir alafénamide (hémifumarate de ténofovir alafénamide)
Y,,TENOFOVIR DISOPROXIL FUMARATE,tenofovir disoproxil,FALSE,tenofovir disoproxil fumarate,Released,,1677,Fumarate de ténofovir disoproxil,ténofovir disoproxil,fumarate de ténofovir disoproxil
Y,,TENOXICAM,tenoxicam,FALSE,tenoxicam,Released,,1678,Ténoxicam,ténoxicam,ténoxicam
Y,TERAZOSIN,TERAZOSIN (TERAZOSIN HYDROCHLORIDE),terazosin,FALSE,terazosin (terazosin hydrochloride),Released,,1679,Térazosine (Chlorhydrate de térazosine),térazosine,térazosine (chlorhydrate de térazosine)
Y,TERBINAFINE,TERBINAFINE (TERBINAFINE HYDROCHLORIDE),terbinafine,FALSE,terbinafine (terbinafine hydrochloride),Released,,1680,Terbinafine (Chlorhydrate de terbinafine),terbinafine,terbinafine (chlorhydrate de terbinafine)
Y,TERBINAFINE,TERBINAFINE HYDROCHLORIDE,terbinafine,FALSE,terbinafine hydrochloride,Released,,1681,Chlorhydrate de terbinafine,terbinafine,chlorhydrate de terbinafine
Y,TERBUTALINE,TERBUTALINE SULFATE,terbutaline,FALSE,terbutaline sulfate,Released,,1682,Sulfate de terbutaline,terbutaline,sulfate de terbutaline
Y,,TERCONAZOLE,terconazole,FALSE,terconazole,Released,,1683,Terconazole,terconazole,terconazole
,,TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID,terephthalylidene dicamphor sulfonic acid,FALSE,terephthalylidene dicamphor sulfonic acid,Sunscreen,,1684,Acide téréphthalydène dicamphosulfonique,terephthalylidene dicamphor sulfonic acid,terephthalylidene dicamphor sulfonic acid
Y,,Teriflunomide,teriflunomide,FALSE,teriflunomide,Released,,1685,Tériflunomide,tériflunomide,tériflunomide
Y,,TERIPARATIDE,teriparatide,FALSE,teriparatide,Issue - in QA,,1686,Tériparatide,tériparatide,tériparatide
Y,,Tesamorelin (Tesamorelin acetate),tesamorelin,FALSE,tesamorelin (tesamorelin acetate),Released,,1687,Tésamoréline (Acétate de tésamoréline),tésamoréline,tésamoréline (acétate de tésamoréline)
Y,TESTOSTERONE,TESTOSTERONE,testosterone,FALSE,testosterone,Released,,1688,Testostérone,testostérone,testostérone
Y,TESTOSTERONE,TESTOSTERONE CYPIONATE,testosterone,FALSE,testosterone cypionate,Released,,1689,Cypionate de testosterone,testostérone,cypionate de testostérone
Y,TESTOSTERONE,TESTOSTERONE ENANTHATE,testosterone,FALSE,testosterone enanthate,Released,,1690,Énanthate de testosterone,testostérone,énanthate de testostérone
Y,TESTOSTERONE,TESTOSTERONE PROPIONATE,testosterone,FALSE,testosterone propionate,Released,,1691,Propionate de testostérone,testostérone,propionate de testostérone
Y,TESTOSTERONE,TESTOSTERONE UNDECANOATE,testosterone,FALSE,testosterone undecanoate,Released,,1692,Undécanoate de testostérone,testostérone,undécanoate de testostérone
,,TETANUS IMMUNE GLOBULIN (HUMAN),tetanus immune globulin (human),FALSE,tetanus immune globulin (human),Immunologic,,1693,,tetanus immune globulin (human),tetanus immune globulin (human)
,,TETANUS IMMUNOGLOBULIN (HUMAN),tetanus immunoglobulin (human),FALSE,tetanus immunoglobulin (human),Immunologic,,1694,Immunoglobuline antitétanique (humaine),tetanus immunoglobulin (human),tetanus immunoglobulin (human)
,,TETANUS PROTEIN,tetanus protein,FALSE,tetanus protein,Immunologic,,1695,Protéine tétanique,tetanus protein,tetanus protein
,,TETANUS TOXOID,tetanus toxoid,FALSE,tetanus toxoid,Immunologic,,1696,Anatoxine tétanique,tetanus toxoid,tetanus toxoid
,,TETANUS TOXOID ADSORBED,tetanus toxoid adsorbed,FALSE,tetanus toxoid adsorbed,Immunologic,,1697,Anatoxine tétanique adsorbée,tetanus toxoid adsorbed,tetanus toxoid adsorbed
Y,,TETRABENAZINE,tetrabenazine,FALSE,tetrabenazine,Released,,1698,Tétrabénazine,tétrabénazine,tétrabénazine
Y,,TETRACAINE,tetracaine,FALSE,tetracaine,Released,,1699,Tétracaïne,tétracaïne,tétracaïne
Y,,TETRACAINE (TETRACAINE HYDROCHLORIDE),tetracaine,FALSE,tetracaine (tetracaine hydrochloride),Released,,1700,Tétracaïne (Chlorhydrate de tetracaïne),tétracaïne,tétracaïne (chlorhydrate de tétracaïne)
Y,,TETRACAINE HYDROCHLORIDE,tetracaine,FALSE,tetracaine hydrochloride,Released,,1701,Chlorhydrate de tetracaïne,tétracaïne,chlorhydrate de tétracaïne
Y,,TETRACOSACTIDE,tetracosactide,FALSE,tetracosactide,Issue - in QA,,1702,Tétracosactide,tétracosactide,tétracosactide
Y,,TETRACOSACTIDE (Tetracosactide zinc hydroxide),tetracosactide,FALSE,tetracosactide (tetracosactide zinc hydroxide),Issue - in QA,,1703,Tétracosactide (Complexe tétracosactide-hydroxyde de zinc),tétracosactide,tétracosactide (complexe tétracosactide-hydroxyde de zinc)
Y,,TETRACYCLINE HYDROCHLORIDE,tetracycline,FALSE,tetracycline hydrochloride,Released,,1704,Chlorhydrate de tétracycline,tétracycline,chlorhydrate de tétracycline
Y,,TETRAHYDROZOLINE HYDROCHLORIDE,tetrahydrozoline,FALSE,tetrahydrozoline hydrochloride,Released,,1705,Chlorhydrate de tétrahydrozoline,tétrahydrozoline,chlorhydrate de tétrahydrozoline
Y,,TEZACAFTOR,tezacaftor,FALSE,tezacaftor,Released,Combination only,1706,TEZACAFTOR,tézacaftor,tézacaftor
Y,,THALIDOMIDE,thalidomide,FALSE,thalidomide,Released,,1707,Thalidomide,thalidomide,thalidomide
Y,,THEOPHYLLINE,theophylline,FALSE,theophylline,Released,,1708,Théophylline,théophylline,théophylline
Y,,THIAMAZOLE,methimazole,FALSE,methimazole,Issue - in QA,,1709,Thiamazol,méthimazole,méthimazole
Y,,THIAMINE HYDROCHLORIDE,thiamine,FALSE,thiamine hydrochloride,Released,Vitamin,1710,Chlorhydrate de thiamine,thiamine,chlorhydrate de thiamine
Y,,THIOGUANINE,thioguanine,FALSE,thioguanine,Released,,1711,Thioguanine,thioguanine,thioguanine
,,THIOPENTAL SODIUM,thiopental sodium,FALSE,thiopental sodium,No live products,,1712,Thiopental sodique,thiopental sodique,thiopental sodique
,,THIOPROPERAZINE (THIOPROPERAZINE MESYLATE),thioproperazine (thioproperazine mesylate),FALSE,thioproperazine (thioproperazine mesylate),No live products,,1713,Thiopropérazine (Mésylate de thiopropérazine),thiopropérazine,thiopropérazine (mésylate de thiopropérazine)
Y,,THIOTEPA,thiotepa,FALSE,thiotepa,Released,,1714,Thiotépa,thiotépa,thiotépa
,,THIOTHIXENE,thiothixene,FALSE,thiothixene,No live products,,1715,Thiothixène,thiothixene,thiothixene
,,THREONINE,threonine,FALSE,threonine,TPN,,1716,Thréonine,threonine,threonine
Y,,THROMBIN (HUMAN),thrombin (human),FALSE,thrombin (human),Haematology,,1717,Thrombine (humaine),thrombine (humaine),thrombine (humaine)
,,THYMOL,thymol,FALSE,thymol,No live products,,1718,Thymol,thymol,thymol
Y,,THYROID,thyroid,FALSE,thyroid,Released,,1719,Thyroïde,thyroïde,thyroïde
Y,,THYROTROPIN ALFA,thyrotropin alfa,FALSE,thyrotropin alfa,Issue - in QA,,1720,Thyrotropine alfa,thyrotropine alfa,thyrotropine alfa
Y,,TIAPROFENIC ACID,tiaprofenic acid,FALSE,tiaprofenic acid,Released,,1721,Acide tiaprofénique,acide tiaprofénique,acide tiaprofénique
Y,,Ticagrelor,ticagrelor,FALSE,ticagrelor,Released,,1722,Ticagrélor,ticagrélor,ticagrélor
Y,,TICLOPIDINE HYDROCHLORIDE,ticlopidine,FALSE,ticlopidine hydrochloride,Released,,1723,Chlorhydrate de ticlopidine,ticlopidine,chlorhydrate de ticlopidine
Y,,TIGECYCLINE,tigecycline,FALSE,tigecycline,Released,,1724,Tigécycline,tigécycline,tigécycline
Y,TIMOLOL,TIMOLOL (TIMOLOL MALEATE),timolol,FALSE,timolol (timolol maleate),Released,,1725,Timolol (Maléate de timolol),timolol,timolol (maléate de timolol)
Y,TIMOLOL,TIMOLOL MALEATE,timolol,FALSE,timolol maleate,Released,,1726,Maléate de timolol,timolol,maléate de timolol
Y,,TINZAPARIN SODIUM,tinzaparin,FALSE,tinzaparin sodium,Released,,1727,Tinzaparine sodique,tinzaparine,tinzaparine sodique
Y,TIOTROPIUM,TIOTROPIUM (TIOTROPIUM BROMIDE MONOHYDRATE),tiotropium,TRUE,tiotropium (tiotropium bromide),Released,,1728,Tiotropium (Bromure de tiotropium monohydraté),tiotropium,tiotropium (bromure de tiotropium)
Y,,TIPIRACIL (TIPIRACIL HYDROCHLORIDE),tipiracil,FALSE,tipiracil (tipiracil hydrochloride),Released,Combination only,1729,Tipiracil (Chlorhydrate de tipiracil),tipiracil,tipiracil (chlorhydrate de tipiracil)
Y,,TIPRANAVIR,tipranavir,FALSE,tipranavir,Released,,1730,Tipranavir,tipranavir,tipranavir
Y,,TIROFIBAN (TIROFIBAN HYDROCHLORIDE),tirofiban,FALSE,tirofiban (tirofiban hydrochloride),Released,,1731,Tirofiban (Chlorhydrate de tirofiban),tirofiban,tirofiban (chlorhydrate de tirofiban)
,,TITANIUM DIOXIDE,titanium dioxide,FALSE,titanium dioxide,Sunscreen,,1732,Dioxyde de titane,dioxyde de titane,dioxyde de titane
Y,,TIZANIDINE (TIZANIDINE HYDROCHLORIDE),tizanidine,FALSE,tizanidine (tizanidine hydrochloride),Released,,1733,Tizanidine (Chlorhydrate de tizanidine),tizanidine,tizanidine (chlorhydrate de tizanidine)
Y,TOBRAMYCIN,TOBRAMYCIN,tobramycin,FALSE,tobramycin,Released,,1734,Tobramycine,tobramycine,tobramycine
Y,TOBRAMYCIN,TOBRAMYCIN (TOBRAMYCIN SULFATE),tobramycin,FALSE,tobramycin (tobramycin sulfate),Released,,1735,Tobramycine (Sulfate de tobramycine),tobramycine,tobramycine (sulfate de tobramycine)
Y,,TOCILIZUMAB,tocilizumab,FALSE,tocilizumab,Released,,1736,Tocilizumab,tocilizumab,tocilizumab
Y,,Tofacitinib (Tofacitinib citrate),tofacitinib,FALSE,tofacitinib (tofacitinib citrate),Released,,1737,Tofacitinib (Citrate de Tofacitinib),tofacitinib,tofacitinib (citrate de tofacitinib)
Y,TOLBUTAMIDE,TOLBUTAMIDE,tolbutamide,FALSE,tolbutamide,Released,,1738,Tolbutamide,tolbutamide,tolbutamide
Y,,TOLNAFTATE,tolnaftate,FALSE,tolnaftate,Released,,1739,Tolnaftate,tolnaftate,tolnaftate
Y,TOLTERODINE,TOLTERODINE TARTRATE,tolterodine,FALSE,tolterodine tartrate,Released,,1740,Toltérodine Tartrate,toltérodine,toltérodine tartrate
Y,TOLVAPTAN,Tolvaptan,tolvaptan,FALSE,tolvaptan,Released,,1741,Tolvaptan,tolvaptan,tolvaptan
Y,TOPIRAMATE,TOPIRAMATE,topiramate,FALSE,topiramate,Released,,1742,Topiramate,topiramate,topiramate
Y,,TOPOTECAN (TOPOTECAN HYDROCHLORIDE),topotecan,FALSE,topotecan (topotecan hydrochloride),Released,,1743,Topotécane (Chlorhydrate de topotécan),topotécan,topotécan (chlorhydrate de topotécan)
Y,,TRABECTEDIN,trabectedin,FALSE,trabectedin,Released,,1744,Trabectédine,trabectédine,trabectédine
Y,TRAMADOL,TRAMADOL HYDROCHLORIDE,tramadol,FALSE,tramadol hydrochloride,Released,,1745,Chlorhydrate de tramadol,tramadol,chlorhydrate de tramadol
Y,,Trametinib,trametinib,FALSE,trametinib,Released,,1746,Tramétinib,tramétinib,tramétinib
Y,TRANDOLAPRIL,TRANDOLAPRIL,trandolapril,FALSE,trandolapril,Released,,1747,Trandolapril,trandolapril,trandolapril
Y,,TRANEXAMIC ACID,tranexamic acid,FALSE,tranexamic acid,Released,,1748,Acide tranexamique,acide tranexamique,acide tranexamique
Y,,TRANYLCYPROMINE (TRANYLCYPROMINE SULFATE),tranylcypromine,FALSE,tranylcypromine (tranylcypromine sulfate),Released,,1749,Tranylcypromine (Sulfate de tranylcypromine),tranylcypromine,tranylcypromine (sulfate de tranylcypromine)
Y,,TRASTUZUMAB,trastuzumab,FALSE,trastuzumab,Released,,1750,Trastuzumab,trastuzumab,trastuzumab
Y,,TRASTUZUMAB EMTANSINE,trastuzumab emtansine,FALSE,trastuzumab emtansine,Released,,1751,TRASTUZUMAB EMTANSINE,trastuzumab emtansine,trastuzumab emtansine
Y,TRAVOPROST,TRAVOPROST,travoprost,FALSE,travoprost,Released,,1752,Travoprost,travoprost,travoprost
Y,TRAZODONE,TRAZODONE HYDROCHLORIDE,trazodone,FALSE,trazodone hydrochloride,Released,,1753,Chlohydrate de trazodone,trazodone,chlohydrate de trazodone
Y,,TREPROSTINIL (TREPROSTINIL SODIUM),treprostinil,FALSE,treprostinil (treprostinil sodium),Released,,1754,Tréprostinil (Tréprostinil sodique),tréprostinil,tréprostinil (tréprostinil sodique)
Y,,TRETINOIN,tretinoin,FALSE,tretinoin,Released,,1755,Trétinoïne,trétinoïne,trétinoïne
Y,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,triamcinolone acetonide,FALSE,triamcinolone acetonide,Released,,1756,Acétonide  de triamcinolone,acétonide de triamcinolone,acétonide de triamcinolone
Y,,TRIAMCINOLONE DIACETATE,triamcinolone diacetate,FALSE,triamcinolone diacetate,Released,,1757,Diacétate de triamcinolone,diacétate de triamcinolone,diacétate de triamcinolone
Y,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE HEXACETONIDE,triamcinolone hexacetonide,FALSE,triamcinolone hexacetonide,Released,,1758,Hexacétonide de triamcinolone,hexacétonide de triamcinolone,hexacétonide de triamcinolone
Y,TRIAMTERENE,TRIAMTERENE,triamterene,FALSE,triamterene,Released,Combination only,1759,Triamtérène,triamtérène,triamtérène
Y,,TRIAZOLAM,triazolam,FALSE,triazolam,Released,,1760,Triazolam,triazolam,triazolam
Y,,TRICLOSAN,triclosan,FALSE,triclosan,Issue - in QA,,1761,Triclosan,triclosan,triclosan
Y,,TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE),trifluoperazine,FALSE,trifluoperazine (trifluoperazine hydrochloride),Released,,1762,Trifluopérazine (Chlorhydrate de trifluopérazine),trifluopérazine,trifluopérazine (chlorhydrate de trifluopérazine)
Y,,TRIFLURIDINE,trifluridine,FALSE,trifluridine,Released,,1763,Trifluridine,trifluridine,trifluridine
Y,,TRIHEXYPHENIDYL HYDROCHLORIDE,trihexyphenidyl,FALSE,trihexyphenidyl hydrochloride,Released,,1764,Chlorhydrate de trihexyphénidyle,trihexyphénidyle,chlorhydrate de trihexyphénidyle
Y,,TRIMEBUTINE MALEATE,trimebutine,FALSE,trimebutine maleate,Released,,1765,Maléate de trimébutine,trimébutine,maléate de trimébutine
Y,,TRIMEPRAZINE (TRIMEPRAZINE TARTRATE),trimeprazine,FALSE,trimeprazine (trimeprazine tartrate),Released,,1766,Triméprazine (Tartrate de triméprazine),triméprazine,triméprazine (tartrate de triméprazine)
Y,TRIMETHOPRIM,TRIMETHOPRIM,trimethoprim,FALSE,trimethoprim,Released,,1767,Triméthoprime,triméthoprime,triméthoprime
Y,TRIMETHOPRIM,TRIMETHOPRIM (TRIMETHOPRIM SULFATE),trimethoprim,FALSE,trimethoprim (trimethoprim sulfate),Released,,1768,Triméthoprime (Sulfate de triméthoprime),triméthoprime,triméthoprime (sulfate de triméthoprime)
Y,,TRIMIPRAMINE (TRIMIPRAMINE MALEATE),trimipramine,FALSE,trimipramine (trimipramine maleate),Released,,1769,Trimipramine (Maléate de trimipramine),trimipramine,trimipramine (maléate de trimipramine)
,,TRIPELENNAMINE HYDROCHLORIDE,tripelennamine hydrochloride,FALSE,tripelennamine hydrochloride,No live products,,1770,Chlorhydrate de tripélennamine,tripélennamine,chlorhydrate de tripélennamine
Y,,TRIPROLIDINE HYDROCHLORIDE,triprolidine,FALSE,triprolidine hydrochloride,Released,,1771,Chlorhydrate de triprolidine,triprolidine,chlorhydrate de triprolidine
Y,,TRIPTORELIN (TRIPTORELIN PAMOATE),triptorelin,FALSE,triptorelin (triptorelin pamoate),Released,,1772,Triptoréline (Pamoate de triptoréline),triptoréline,triptoréline (pamoate de triptoréline)
Y,,Triptorelin Acetate,triptorelin,FALSE,triptorelin acetate,Released,,1773,Acétate de triptoréline,triptoréline,acétate de triptoréline
Y,,TROLAMINE SALICYLATE,trolamine salicylate,FALSE,trolamine salicylate,Released,,1774,Salicylate de trolamine,salicylate de trolamine,salicylate de trolamine
Y,,TROMETAMOL,trometamol,FALSE,trometamol,No live products,,1775,Trométamol,trométamol,trométamol
Y,,TROPICAMIDE,tropicamide,FALSE,tropicamide,Released,,1776,Tropicamide,tropicamide,tropicamide
Y,,TROSPIUM CHLORIDE,trospium,FALSE,trospium chloride,Released,,1777,Chlorure de trospium,trospium,chlorure de trospium
Y,,TRYPAN BLUE,trypan blue,FALSE,trypan blue,Released,,1778,Trypan blue,bleu trypan,bleu trypan
