Molecule Name, Total Rx_2015 ,%ofTotalRx_2015,cumulative % of totalRx_2015,CCDD,DPD Update Status,Priority,Comments
PODOPHYLLOTOXIN," 14,127 ",0.00%,99.69%,,,,
POLIHEXANIDE, 14 ,0.00%,100.00%,,,,
POLISTES SSP, 108 ,0.00%,100.00%,,,,
POLLEN," 5,472 ",0.00%,99.87%,,,,
POLYAMINOPROPYL BIGUANIDE!POLYGUARD, 14 ,0.00%,100.00%,,,,
POLYCARBOPHIL, 3 ,0.00%,100.00%,,,,
POLYETHYLENE, 865 ,0.00%,99.98%,,,,
POLYETHYLENE GLYCOL," 552,202 ",0.09%,88.37%,QUERY,,,
POLYETHYLENE GLYCOL P.ISOOCTYLPH, 603 ,0.00%,99.99%,,,,
POLYETHYLENE GLYCOL P.ISOOCTYLPH!POTASSIUM!SODIUM," 123,591 ",0.02%,96.75%,,,,
POLYETHYLENE GLYCOL P.ISOOCTYLPH!PROPYLENE GLYCOL, 10 ,0.00%,100.00%,,,,
POLYETHYLENE GLYCOL!POTASSIUM!SODIUM," 1,039 ",0.00%,99.98%,,,,
POLYETHYLENE GLYCOL!PROPYLENE GLYCOL," 29,098 ",0.00%,99.34%,,,,
POLYETHYLENE GLYCOL!TETRAHYDROZOLINE, 26 ,0.00%,100.00%,,,,
POLYETHYLENE!PROPYLENE GLYCOL," 38,953 ",0.01%,99.04%,,,,
POLYMYXIN B, 3 ,0.00%,100.00%,,,,
POLYMYXIN B!TRIMETHOPRIM," 27,839 ",0.00%,99.39%,,,,
POLYSACCHARIDE (FROM CORIOLUS VE, 319 ,0.00%,99.99%,,,,
POLYSORBATE 80, -   ,0.00%,100.00%,,,,
POLYSTYRENE SULFONATE," 86,301 ",0.01%,97.87%,,,,
POLYVINYL ALCOHOL," 4,621 ",0.00%,99.89%,,,,
POLYVINYL ALCOHOL!POVIDONE," 14,810 ",0.00%,99.68%,,,,
POLYVINYL ALCOHOL!POVIDONE!TETRAHYDROZOLINE, 23 ,0.00%,100.00%,,,,
POMALIDOMIDE, 138 ,0.00%,100.00%,,,,
PORFIMER, -   ,0.00%,100.00%,,,,
POSACONAZOLE," 2,070 ",0.00%,99.95%,,,,
POTASSIUM," 1,673,374 ",0.26%,70.62%,IN,,,
POTASSIUM!SODIUM," 11,319 ",0.00%,99.75%,,,,
POVIDONE, 3 ,0.00%,100.00%,,,,
POVIDONE-IODINE," 3,934 ",0.00%,99.91%,,,,
PRAMIPEXOLE," 683,305 ",0.11%,85.57%,IN,,,
PRAMOXINE, 15 ,0.00%,100.00%,,,,
PRAMOXINE!ZINC," 7,287 ",0.00%,99.83%,,,,
PRASUGREL," 31,853 ",0.00%,99.25%,,,,
PRAVASTATIN," 1,378,387 ",0.22%,73.93%,IN,,,
PRAZIQUANTEL," 2,004 ",0.00%,99.95%,,,,
PRAZOSIN," 126,012 ",0.02%,96.71%,IN,,,
PREDNICARBATE," 16,615 ",0.00%,99.63%,,,,
PREDNISOLONE," 788,810 ",0.12%,83.27%,IN,,,
PREDNISOLONE!SULFACETAMIDE," 13,344 ",0.00%,99.71%,,,,
PREDNISONE," 2,868,490 ",0.45%,55.59%,IN,,,
PREGABALIN," 4,686,131 ",0.73%,41.06%,IN,,,
PRIMAQUINE, 413 ,0.00%,99.99%,,,,
PRIMIDONE," 147,120 ",0.02%,96.39%,,,,
PRIMROSE!VITAMIN E, 111 ,0.00%,100.00%,,,,
PROBENECID, 165 ,0.00%,100.00%,,,,
PROCAINAMIDE, 27 ,0.00%,100.00%,,,,
PROCAINE, -   ,0.00%,100.00%,,,,
PROCARBAZINE, 351 ,0.00%,99.99%,,,,
PROCHLORPERAZINE," 171,499 ",0.03%,95.65%,,,,
PROCYCLIDINE," 435,199 ",0.07%,90.02%,IN,,,
PROFENAMINE," 2,636 ",0.00%,99.94%,,,,
PROGESTERONE," 916,264 ",0.14%,81.41%,IN,,,
PROMETHAZINE," 48,381 ",0.01%,98.82%,,,,
PROPAFENONE," 130,816 ",0.02%,96.63%,,,,
PROPANTHELINE, -   ,0.00%,100.00%,,,,
PROPARACAINE," 1,765 ",0.00%,99.96%,,,,
PROPOFOL," 1,276 ",0.00%,99.97%,,,,
PROPOLIS, -   ,0.00%,100.00%,,,,
PROPRANOLOL," 1,068,884 ",0.17%,79.56%,IN,,,
PROPYLTHIOURACIL," 37,252 ",0.01%,99.10%,,,,
PROTAMINE, -   ,0.00%,100.00%,,,,
PRUCALOPRIDE," 46,730 ",0.01%,98.90%,,,,
PSEUDOEPHEDRINE," 2,650 ",0.00%,99.94%,,,,
PSEUDOEPHEDRINE!TRIPROLIDINE, -   ,0.00%,100.00%,,,,
PSYLLIUM," 173,755 ",0.03%,95.59%,,,,
PSYLLIUM!SENNA, -   ,0.00%,100.00%,,,,
PYRANTEL," 44,770 ",0.01%,98.93%,,,,
PYRAZINAMIDE," 2,906 ",0.00%,99.93%,,,,
PYRIDOSTIGMINE HYDROXIDE," 48,278 ",0.01%,98.84%,,,,
PYRIDOXINE," 109,724 ",0.02%,97.18%,,,,
PYRIMETHAMINE, 9 ,0.00%,100.00%,,,,
PYRITHIONE," 1,166 ",0.00%,99.97%,,,,
PYRITHIONE!SALICYLIC ACID, -   ,0.00%,100.00%,,,,
QUETIAPINE," 7,674,548 ",1.20%,23.99%,IN,,,
QUINAGOLIDE," 4,014 ",0.00%,99.91%,,,,
QUINAPRIL," 620,495 ",0.10%,86.78%,IN,,,
QUINIDINE, 30 ,0.00%,100.00%,,,,
QUININE," 347,778 ",0.05%,91.84%,IN,,,
RABEPRAZOLE SODIUM," 3,993,765 ",0.63%,46.37%,IN,,,
RABIES VACCINE," 3,705 ",0.00%,99.92%,,,,
RACEPINEFRINE, -   ,0.00%,100.00%,,,,
RALOXIFENE," 118,400 ",0.02%,96.90%,,,,
RALTEGRAVIR," 54,575 ",0.01%,98.67%,,,,
RAMIPRIL," 8,645,106 ",1.35%,21.51%,IN,,,
RAMUCIRUMAB, 1 ,0.00%,100.00%,,,,
RANIBIZUMAB," 269,048 ",0.04%,93.64%,NEXT,,,
RANITIDINE," 2,266,968 ",0.35%,63.14%,IN,,,
RASAGILINE," 47,906 ",0.01%,98.87%,,,,
RASBURICASE, -   ,0.00%,100.00%,,,,
RED CLOVER," 2,279 ",0.00%,99.95%,,,,
REGORAFENIB, 940 ,0.00%,99.98%,,,,
REMIFENTANIL, 306 ,0.00%,99.99%,,,,
REPAGLINIDE," 449,426 ",0.07%,89.61%,IN,,,
RESERPINE, -   ,0.00%,100.00%,,,,
RESORCINOL!SALICYLIC ACID!TAR, 1 ,0.00%,100.00%,,,,
RESORCINOL!SULFUR, 7 ,0.00%,100.00%,,,,
RESORCINOL!SULFUR!TRICLOSAN, 14 ,0.00%,100.00%,,,,
RHODIOLA, 3 ,0.00%,100.00%,,,,
RIBAVIRIN," 16,995 ",0.00%,99.63%,,,,
RIBOFLAVIN," 17,809 ",0.00%,99.60%,,,,
RIFABUTIN," 2,537 ",0.00%,99.94%,,,,
RIFAMPIN," 33,728 ",0.01%,99.20%,,,,
RIFAXIMIN," 6,735 ",0.00%,99.84%,,,,
RILPIVIRINE," 4,097 ",0.00%,99.91%,,,,
RILUZOLE," 7,096 ",0.00%,99.84%,,,,
RIMELOXONE," 3,792 ",0.00%,99.91%,,,,
RIOCIGUAT, 662 ,0.00%,99.99%,,,,
RISEDRONATE," 3,125,120 ",0.49%,52.77%,IN,,,
RISPERIDONE," 3,334,329 ",0.52%,49.75%,IN,,,
RITODRINE, 32 ,0.00%,100.00%,,,,
RITONAVIR," 107,487 ",0.02%,97.23%,,,,
RITUXIMAB," 9,263 ",0.00%,99.80%,,,,
RIVAROXABAN," 1,669,676 ",0.26%,70.88%,IN,,,
RIVASTIGMINE," 374,761 ",0.06%,91.05%,IN,Rev Bur,low,
RIZATRIPTAN," 444,116 ",0.07%,89.75%,IN,,,
ROCURONIUM, 472 ,0.00%,99.99%,,,,
ROFECOXIB, -   ,0.00%,100.00%,,,,
ROFLUMILAST," 29,787 ",0.00%,99.32%,,,,
ROMIPLOSTIM," 1,399 ",0.00%,99.97%,,,,
ROPINIROLE," 122,357 ",0.02%,96.77%,,,,
ROPIVACAINE," 1,738 ",0.00%,99.96%,,,,
ROSIGLITAZONE," 27,887 ",0.00%,99.38%,IN,,,
ROSUVASTATIN," 15,610,116 ",2.44%,10.83%,IN,,,
ROTIGOTINE," 6,491 ",0.00%,99.85%,,,,
RUFINAMIDE," 8,135 ",0.00%,99.82%,,,,
RUXOLITINIB," 5,511 ",0.00%,99.87%,,,,
SABALA SERRULATA, 423 ,0.00%,99.99%,,,,
SACCHAROMYCES BOULARDII," 25,425 ",0.00%,99.44%,,,,
SACUBITRIL!VALSARTAN, 144 ,0.00%,100.00%,,,,
SALBUTAMOL," 7,044,042 ",1.10%,29.72%,IN,Rev Bur - sent,High,not published
SALICYLIC ACID," 27,516 ",0.00%,99.40%,,,,
SALICYLIC ACID!SULFUR, 1 ,0.00%,100.00%,,,,
SALICYLIC ACID!TRICLOSAN, -   ,0.00%,100.00%,,,,
SALICYLIC ACID!UREA, 441 ,0.00%,99.99%,,,,
SALICYLIC ACID!ZINC, 54 ,0.00%,100.00%,,,,
SALMETEROL," 124,016 ",0.02%,96.73%,IN QA,,,
SALMON, 498 ,0.00%,99.99%,,,,
SALSALATE, -   ,0.00%,100.00%,,,,
SAPROPTERIN, 388 ,0.00%,99.99%,,,,
SAQUINAVIR, 814 ,0.00%,99.98%,,,,
SAXAGLIPTIN," 1,001,700 ",0.16%,80.51%,IN,,,
SCOPOLAMINE," 22,177 ",0.00%,99.50%,,,,
SCOPOLAMINE BUTYL HYDROXIDE," 235,526 ",0.04%,94.43%,NEXT,,,
SCOPOLAMINE!SODIUM, 665 ,0.00%,99.99%,,,,
SECOBARBITAL, -   ,0.00%,100.00%,,,,
SECUKINUMAB," 1,792 ",0.00%,99.96%,,,,
SELEGILINE," 22,563 ",0.00%,99.48%,,,,
SELENIUM," 11,583 ",0.00%,99.74%,,,,
SELENIUM!VITAMIN E, -   ,0.00%,100.00%,,,,
SENNA," 1,314,797 ",0.21%,75.18%,QA ISSUES,,,
SENNOSIDES A&B," 1,907,419 ",0.30%,67.28%,QA ISSUES,,,
SERTRALINE," 3,435,814 ",0.54%,49.23%,IN,,,
SEVELAMER," 134,925 ",0.02%,96.61%,,,,
SEVOFLURANE, 48 ,0.00%,100.00%,,,,
SIBUTRAMINE, -   ,0.00%,100.00%,,,,
SILDENAFIL," 1,232,948 ",0.19%,75.78%,IN,,,
SILODOSIN," 387,852 ",0.06%,90.87%,NEXT,,,
SIMEPREVIR, 670 ,0.00%,99.99%,,,,
SIMETHICONE," 36,043 ",0.01%,99.14%,,,,
SIMVASTATIN," 2,282,584 ",0.36%,62.79%,IN,,,
SIROLIMUS," 16,410 ",0.00%,99.64%,,,,
SITAGLIPTIN," 1,468,013 ",0.23%,72.82%,IN,,,
SITAXENTAN, -   ,0.00%,100.00%,,,,
SODIUM," 283,411 ",0.04%,93.21%,QUERY,,,
SODIUM!TOLNAFTATE, 9 ,0.00%,100.00%,,,,
SOFOSBUVIR," 23,780 ",0.00%,99.47%,,,,
SOFT CONTACT LENS SOLN, 20 ,0.00%,100.00%,,,,
SOLIFENACIN," 797,990 ",0.12%,83.14%,IN,,,
SOMATREM," 2,469 ",0.00%,99.94%,,,,
SOMATROPIN," 22,367 ",0.00%,99.49%,,,,
SORAFENIB," 1,512 ",0.00%,99.97%,,,,
SOTALOL," 282,223 ",0.04%,93.30%,IN,,,
SOYA LECITHIN, 875 ,0.00%,99.98%,,,,
SPIRAMYCIN," 2,938 ",0.00%,99.93%,,,,
SPIRONOLACTONE," 1,790,390 ",0.28%,68.99%,IN,,,
ST JOHN'S WORT, 180 ,0.00%,100.00%,,,,
STARCH, -   ,0.00%,100.00%,,,,
STAVUDINE, 846 ,0.00%,99.98%,,,,
STERCULIA GUM, 463 ,0.00%,99.99%,,,,
STIRIPENTOL," 2,630 ",0.00%,99.94%,,,,
STRAWBERRY, 27 ,0.00%,100.00%,,,,
STREPTOKINASE, 3 ,0.00%,100.00%,,,,
STREPTOMYCIN, 10 ,0.00%,100.00%,,,,
STRONTIUM, 64 ,0.00%,100.00%,,,,
SUCCINYLCHOLINE, 249 ,0.00%,100.00%,,,,
SUCRALFATE," 170,572 ",0.03%,95.70%,,,,
SUFENTANIL," 1,947 ",0.00%,99.96%,,,,
SULFACETAMIDE, 10 ,0.00%,100.00%,,,,
SULFACETAMIDE!SULFUR," 6,485 ",0.00%,99.85%,,,,
SULFADIAZINE," 99,038 ",0.02%,97.64%,,,,
SULFAMETHOXAZOLE, 1 ,0.00%,100.00%,,,,
SULFAMETHOXAZOLE!TRIMETHOPRIM," 1,086,945 ",0.17%,78.88%,IN,Rev Bur,High,not published
SULFASALAZINE," 222,748 ",0.03%,94.72%,NEXT,,,
SULFINPYRAZONE," 4,495 ",0.00%,99.90%,,,,
SULFUR, 90 ,0.00%,100.00%,,,,
SULINDAC," 15,491 ",0.00%,99.66%,,,,
SUMATRIPTAN," 326,253 ",0.05%,92.30%,IN,,,
SUN TAN LOTION, 5 ,0.00%,100.00%,,,,
SUNITINIB," 6,248 ",0.00%,99.86%,,,,
SWEET ALMOND, 21 ,0.00%,100.00%,,,,
TACROLIMUS," 443,767 ",0.07%,89.82%,IN,Rev Bur,low,
TADALAFIL," 1,186,994 ",0.19%,77.11%,IN,,,
TAMOXIFEN," 258,992 ",0.04%,93.89%,NEXT,,,
TAMSULOSIN," 4,194,960 ",0.66%,43.82%,IN,,,
TAPENTADOL," 83,973 ",0.01%,97.91%,,,,
TAR, 551 ,0.00%,99.99%,,,,
TAZAROTENE," 18,762 ",0.00%,99.58%,,,,
TEA," 4,404 ",0.00%,99.90%,,,,
TEGASEROD, -   ,0.00%,100.00%,,,,
TELAPREVIR, -   ,0.00%,100.00%,,,,
TELBIVUDINE, 90 ,0.00%,100.00%,,,,
TELITHROMYCIN, -   ,0.00%,100.00%,,,,
TELMISARTAN," 1,930,839 ",0.30%,66.68%,IN,,,
TEMAZEPAM," 1,462,388 ",0.23%,73.05%,IN,,,
TEMOZOLOMIDE," 12,909 ",0.00%,99.73%,,,,
TEMSIROLIMUS, 15 ,0.00%,100.00%,,,,
TENECTEPLASE, 12 ,0.00%,100.00%,,,,
TENOFOVIR DISOPROXIL," 78,418 ",0.01%,98.04%,,,,
TENOXICAM," 1,568 ",0.00%,99.96%,,,,
TERAZOSIN," 680,426 ",0.11%,85.68%,IN,,,
TERBINAFINE," 653,832 ",0.10%,86.19%,IN,,,
TERBUTALINE," 274,372 ",0.04%,93.47%,IN QA,,,
TERCONAZOLE," 82,528 ",0.01%,97.93%,,,,
TERIFLUNOMIDE," 29,153 ",0.00%,99.34%,,,,
TERIPARATIDE," 15,359 ",0.00%,99.67%,,,,
TESTOSTERONE," 554,173 ",0.09%,88.28%,IN,Rev Bur,High,not published
TETANUS PURIFIED TOXOID, 3 ,0.00%,100.00%,,,,
TETRABENAZINE," 28,799 ",0.00%,99.35%,,,,
TETRACAINE," 1,532 ",0.00%,99.96%,,,,
TETRACYCLINE," 149,990 ",0.02%,96.23%,,,,
TETRADECYL SULFATE, 350 ,0.00%,99.99%,,,,
TETRAHYDROZOLINE, 462 ,0.00%,99.99%,,,,
TETRAHYDROZOLINE!ZINC, 298 ,0.00%,99.99%,,,,
THALIDOMIDE, 258 ,0.00%,99.99%,,,,
THEOPHYLLINE," 148,875 ",0.02%,96.30%,,,,
THIAMAZOLE," 184,033 ",0.03%,95.31%,,,,
THIAMINE," 432,880 ",0.07%,90.09%,IN,,,
THIOCTIC ACID, 396 ,0.00%,99.99%,,,,
THIOGUANINE, 254 ,0.00%,100.00%,,,,
THIORIDAZINE, -   ,0.00%,100.00%,,,,
THIOTHIXENE, 599 ,0.00%,99.99%,,,,
THROMBIN, -   ,0.00%,100.00%,,,,
THYROID GLAND," 160,268 ",0.03%,95.99%,Not in scope,,,
THYROID STIMULATING HORMONE," 2,726 ",0.00%,99.94%,,,,
TIAPROFENIC ACID," 7,541 ",0.00%,99.83%,,,,
TICAGRELOR," 248,945 ",0.04%,94.17%,NEXT,,,
TICK BORNE ENCEPHALITIS VACCINE, -   ,0.00%,100.00%,,,,
TICLOPIDINE," 12,263 ",0.00%,99.74%,,,,
TIGECYCLINE, 298 ,0.00%,99.99%,,,,
TIMOLOL," 419,748 ",0.07%,90.56%,IN,Rev Bur,High,Long acting solution??
TIMOLOL!TRAVOPROST," 273,700 ",0.04%,93.56%,NEXT,,,
TIN, -   ,0.00%,100.00%,,,,
TINZAPARIN," 63,397 ",0.01%,98.40%,,,,
TIOCONAZOLE, -   ,0.00%,100.00%,,,,
TIOTROPIUM BROMIDE," 1,910,431 ",0.30%,66.98%,IN,,,
TIPRANAVIR, 162 ,0.00%,100.00%,,,,
TIROFIBAN, -   ,0.00%,100.00%,,,,
TIZANIDINE," 53,954 ",0.01%,98.68%,,,,
TOBRAMYCIN," 361,854 ",0.06%,91.34%,NEXT,,,
TOCILIZUMAB," 42,103 ",0.01%,98.98%,,,,
TOFACITINIB," 2,807 ",0.00%,99.93%,,,,
TOLBUTAMIDE," 32,630 ",0.01%,99.24%,IN,,,
TOLCAPONE, 38 ,0.00%,100.00%,,,,
TOLNAFTATE," 7,601 ",0.00%,99.82%,,,,
TOLTERODINE," 611,923 ",0.10%,87.36%,IN,,,
TOLU BALSAM, 30 ,0.00%,100.00%,,,,
TOLVAPTAN, 215 ,0.00%,100.00%,IN,,,
TOPIRAMATE," 889,217 ",0.14%,81.97%,IN,,,
TOPOTECAN, 1 ,0.00%,100.00%,,,,
TRAMADOL," 521,867 ",0.08%,88.70%,IN,,,
TRAMETINIB," 1,330 ",0.00%,99.97%,,,,
TRANDOLAPRIL," 1,153,930 ",0.18%,77.84%,IN,,,
TRANDOLAPRIL!VERAPAMIL, 368 ,0.00%,99.99%,,,,
TRANEXAMIC ACID," 111,947 ",0.02%,97.06%,,,,
TRANYLCYPROMINE," 11,403 ",0.00%,99.75%,,,,
TRASTUZUMAB, 94 ,0.00%,100.00%,,,,
TRASTUZUMAB EMASTINE, 320 ,0.00%,99.99%,,,,
TRAVOPROST," 381,550 ",0.06%,90.99%,IN,,,
TRAZODONE," 4,799,488 ",0.75%,40.33%,IN,,,
TREPROSTINIL, -   ,0.00%,100.00%,,,,
TRETINOIN," 256,913 ",0.04%,93.97%,NEXT,,,
TRIAMCINOLONE, 29 ,0.00%,100.00%,,,,
TRIAMCINOLONE ACETONIDE," 616,869 ",0.10%,86.98%,IN,,,
TRIAMCINOLONE HEXACETONIDE, 7 ,0.00%,100.00%,,,,
TRIAMTERENE, 2 ,0.00%,100.00%,,,,
TRIAZOLAM," 50,942 ",0.01%,98.76%,IN QA,,,
TRICLOSAN," 4,805 ",0.00%,99.89%,,,,
TRIFLUOPERAZINE," 98,851 ",0.02%,97.67%,,,,
TRIFLURIDINE," 17,195 ",0.00%,99.62%,,,,
TRIGLYCERIDES, 14 ,0.00%,100.00%,,,,
TRIHEXYPHENIDYL," 90,496 ",0.01%,97.82%,,,,
TRIMEBUTINE," 40,772 ",0.01%,99.00%,,,,
TRIMEPRAZINE," 4,504 ",0.00%,99.90%,,,,
TRIMETHADIONE, 12 ,0.00%,100.00%,,,,
TRIMETHOPRIM," 73,057 ",0.01%,98.22%,,,,
TRIMIPRAMINE," 81,153 ",0.01%,97.96%,,,,
TRIPROLIDINE, -   ,0.00%,100.00%,,,,
TRIPTORELIN," 6,604 ",0.00%,99.85%,,,,
TROLAMINE," 7,998 ",0.00%,99.82%,,,,
TROPICAMIDE," 4,044 ",0.00%,99.91%,,,,
TROSPIUM HYDROXIDE," 35,124 ",0.01%,99.16%,,,,
TRYPTOPHAN," 63,255 ",0.01%,98.44%,,,,
TURMERIC, -   ,0.00%,100.00%,,,,
TYLOXAPOL, -   ,0.00%,100.00%,,,,
TYPHOID VACCINE," 64,403 ",0.01%,98.36%,,,,
TYROTHRICIN, 4 ,0.00%,100.00%,,,,
UBIQUINONE(S)," 28,363 ",0.00%,99.37%,,,,
ULIPRISTAL ACETATE," 36,219 ",0.01%,99.12%,,,,
UMECLIDINIUM BROMIDE, 27 ,0.00%,100.00%,IN QA,,,
UMECLIDINIUM BROMIDE!VILANTEROL," 14,443 ",0.00%,99.69%,IN QA,,,
UNDECYLENIC ACID, 94 ,0.00%,100.00%,,,,
UNDECYLENIC ACID!ZINC, 1 ,0.00%,100.00%,,,,
UREA," 79,617 ",0.01%,98.00%,,,,
UROFOLLITROPIN," 3,742 ",0.00%,99.92%,,,,
URSODIOL," 163,400 ",0.03%,95.96%,,,,
USTEKINUMAB," 33,689 ",0.01%,99.20%,,,,
"VACCINE HPV TYPE 16,18"," 2,124 ",0.00%,99.95%,,,,
"VACCINE HPV TYPE 6,11,16,18"," 53,721 ",0.01%,98.69%,,,,
VACCINE JAPANESE ENCEPHALITIS," 2,465 ",0.00%,99.94%,,,,
VACCINE VARICELLA," 4,099 ",0.00%,99.91%,,,,
"VACCINE, ACELL.PERT.TET.DIP& POL", 1 ,0.00%,100.00%,,,,
"VACCINE, HEPATITIS A INACTIVATED"," 140,664 ",0.02%,96.50%,,,,
"VACCINE, HEPATITIS A INACTIVATED!VACCINE, HEPATITIS B"," 420,289 ",0.07%,90.49%,Not in scope,,,
"VACCINE, HEPATITIS B"," 101,832 ",0.02%,97.57%,,,,
"VACCINE, HPV TYPE-6,11,16, 18, 3"," 25,022 ",0.00%,99.46%,,,,
"VACCINE, NEISSERIA MENINGITIDIS"," 37,761 ",0.01%,99.08%,,,,
"VACCINE, ROTAVIRUS"," 6,485 ",0.00%,99.85%,,,,
"VACCINE,LYME DISEASE", -   ,0.00%,100.00%,,,,
"VACCINE,MENINGCOCCAL C CONJUGATE", -   ,0.00%,100.00%,,,,
"VACCINE,PNEUMOCOCCAL CONJUGATE"," 45,672 ",0.01%,98.93%,,,,
VALACYCLOVIR," 1,744,655 ",0.27%,69.82%,IN,,,
VALERIAN, 87 ,0.00%,100.00%,,,,
VALGANCICLOVIR," 10,263 ",0.00%,99.78%,,,,
VALPROIC ACID," 314,245 ",0.05%,92.50%,QA ISSUES,Analysis,HIgh,
VALSARTAN," 2,635,400 ",0.41%,58.56%,IN,,,
VANCOMYCIN," 47,122 ",0.01%,98.89%,,,,
VANDETANIB, 153 ,0.00%,100.00%,,,,
VARDENAFIL," 155,746 ",0.02%,96.04%,,,,
VARENICLINE," 383,058 ",0.06%,90.93%,IN,,,
VARICELLA ZOSTER," 352,125 ",0.06%,91.73%,Not in scope,,,
VASOPRESSIN, 181 ,0.00%,100.00%,,,,
VECURONIUM, -   ,0.00%,100.00%,,,,
VEDOLIZUMAB, 242 ,0.00%,100.00%,,,,
VELAGLUCERASE ALFA, 479 ,0.00%,99.99%,,,,
VEMURAFENIB, 583 ,0.00%,99.99%,,,,
VENLAFAXINE," 7,468,009 ",1.17%,26.35%,IN,,,
VERAPAMIL," 469,284 ",0.07%,89.39%,IN,,,
VERTEPORFIN, 212 ,0.00%,100.00%,,,,
VESPULA SSP, 121 ,0.00%,100.00%,,,,
VIGABATRIN," 9,078 ",0.00%,99.81%,,,,
VINBLASTINE, 1 ,0.00%,100.00%,,,,
VINCRISTINE, 23 ,0.00%,100.00%,,,,
VINE, 124 ,0.00%,100.00%,,,,
VINORELBINE, 6 ,0.00%,100.00%,,,,
VISMODEGIB, 215 ,0.00%,100.00%,,,,
VITAMIN A," 50,042 ",0.01%,98.78%,,,,
VITAMIN E," 54,684 ",0.01%,98.66%,,,,
VITAMIN K, 821 ,0.00%,99.98%,,,,
VORICONAZOLE," 5,645 ",0.00%,99.87%,,,,
VORINOSTAT, 41 ,0.00%,100.00%,,,,
VORTIOXETINE," 108,918 ",0.02%,97.20%,,,,
WARFARIN," 4,668,698 ",0.73%,41.79%,IN,,,
WATER," 3,845 ",0.00%,99.91%,,,,
WATER FOR INJECTION, 794 ,0.00%,99.98%,,,,
XYLOMETAZOLINE," 5,491 ",0.00%,99.87%,,,,
YELLOW FEVER VACCINE LIVE," 3,499 ",0.00%,99.92%,,,,
YOHIMBINE," 1,863 ",0.00%,99.96%,,,,
ZAFIRLUKAST," 16,282 ",0.00%,99.64%,IN QA,,,
ZALEPLON, -   ,0.00%,100.00%,,,,
ZANAMIVIR, 66 ,0.00%,100.00%,,,,
ZIDOVUDINE," 1,108 ",0.00%,99.97%,,,,
ZINC," 103,955 ",0.02%,97.41%,,,,
ZIPRASIDONE," 146,172 ",0.02%,96.44%,,,,
ZOLEDRONIC ACID," 16,842 ",0.00%,99.63%,,,,
ZOLMITRIPTAN," 295,652 ",0.05%,93.08%,IN QA,,,
ZOLPIDEM," 313,754 ",0.05%,92.55%,IN QA,,,
ZOPICLONE," 6,086,009 ",0.95%,32.80%,IN,,,
ZUCAPSAICIN," 8,369 ",0.00%,99.81%,,,,
ZUCLOPENTHIXOL," 78,937 ",0.01%,98.03%,,,,
