"","ccdd","top250name","dpd_ingredient","ing_stem","hydrate","ntp_ing"
"1438","","","SELENIUM (SELENIUM HVP CHELATE)","SELENIUM (SELENIUM HVP CHELATE)",FALSE,"SELENIUM (SELENIUM HVP CHELATE)"
"1439","","","SELEXIPAG","SELEXIPAG",FALSE,"SELEXIPAG"
"1440","","","SENNOSIDES","SENNOSIDES",FALSE,"SENNOSIDES"
"1441","","","SENNOSIDES (SENNA)","SENNOSIDES (SENNA)",FALSE,"SENNOSIDES (SENNA)"
"1442","","","SERINE","SERINE",FALSE,"SERINE"
"1443","Y","SERTRALINE","SERTRALINE (SERTRALINE HYDROCHLORIDE)","SERTRALINE",FALSE,"SERTRALINE (SERTRALINE HYDROCHLORIDE)"
"1444","","","SEVELAMER HYDROCHLORIDE","SEVELAMER HYDROCHLORIDE",FALSE,"SEVELAMER HYDROCHLORIDE"
"1445","","","SEVOFLURANE","SEVOFLURANE",FALSE,"SEVOFLURANE"
"1446","Y","SILDENAFIL","SILDENAFIL (SILDENAFIL CITRATE)","SILDENAFIL",FALSE,"SILDENAFIL (SILDENAFIL CITRATE)"
"1447","","","SILICON DIOXIDE","SILICON DIOXIDE",FALSE,"SILICON DIOXIDE"
"1448","","","SILICONE","SILICONE",FALSE,"SILICONE"
"1449","","","SILTUXIMAB","SILTUXIMAB",FALSE,"SILTUXIMAB"
"1450","","","SILVER SULFADIAZINE","SILVER SULFADIAZINE",FALSE,"SILVER SULFADIAZINE"
"1451","","","SIMETHICONE","SIMETHICONE",FALSE,"SIMETHICONE"
"1452","","","SIMOCTOCOG ALFA","SIMOCTOCOG ALFA",FALSE,"SIMOCTOCOG ALFA"
"1453","Y","SIMVASTATIN","SIMVASTATIN","SIMVASTATIN",FALSE,"SIMVASTATIN"
"1454","","","SINCALIDE","SINCALIDE",FALSE,"SINCALIDE"
"1455","","","SIROLIMUS","SIROLIMUS",FALSE,"SIROLIMUS"
"1456","Y","SITAGLIPTIN","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","SITAGLIPTIN",TRUE,"SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)"
"1457","","","SODIUM ACETATE","SODIUM ACETATE",FALSE,"SODIUM ACETATE"
"1458","","","SODIUM ACETATE TRIHYDRATE","SODIUM ACETATE TRIHYDRATE",TRUE,"SODIUM ACETATE TRIHYDRATE"
"1459","","","SODIUM ASCORBATE","SODIUM ASCORBATE",FALSE,"SODIUM ASCORBATE"
"1460","","","SODIUM BICARBONATE","SODIUM BICARBONATE",FALSE,"SODIUM BICARBONATE"
"1461","","","SODIUM BISULFITE","SODIUM BISULFITE",FALSE,"SODIUM BISULFITE"
"1462","","","SODIUM CARBONATE (ANHYDROUS)","SODIUM CARBONATE (ANHYDROUS)",FALSE,"SODIUM CARBONATE (ANHYDROUS)"
"1463","","","SODIUM CARBOXYMETHYL CELLULOSE","SODIUM CARBOXYMETHYL CELLULOSE",FALSE,"SODIUM CARBOXYMETHYL CELLULOSE"
"1464","","","SODIUM CHLORIDE","SODIUM CHLORIDE",FALSE,"SODIUM CHLORIDE"
"1465","","","SODIUM CITRATE","SODIUM CITRATE",FALSE,"SODIUM CITRATE"
"1466","","","SODIUM CITRATE DIHYDRATE","SODIUM CITRATE DIHYDRATE",TRUE,"SODIUM CITRATE DIHYDRATE"
"1467","","","SODIUM FLUORIDE","SODIUM FLUORIDE",FALSE,"SODIUM FLUORIDE"
"1468","","","SODIUM GLUCONATE","SODIUM GLUCONATE",FALSE,"SODIUM GLUCONATE"
"1469","","","SODIUM GLYCEROPHOSPHATE","SODIUM GLYCEROPHOSPHATE",FALSE,"SODIUM GLYCEROPHOSPHATE"
"1470","","","SODIUM HYPOCHLORITE","SODIUM HYPOCHLORITE",FALSE,"SODIUM HYPOCHLORITE"
"1471","","","SODIUM IODIDE","SODIUM IODIDE",FALSE,"SODIUM IODIDE"
"1472","","","SODIUM IOXITALAMATE","SODIUM IOXITALAMATE",FALSE,"SODIUM IOXITALAMATE"
"1473","","","SODIUM LACTATE","SODIUM LACTATE",FALSE,"SODIUM LACTATE"
"1474","","","SODIUM LAURYL SULFOACETATE","SODIUM LAURYL SULFOACETATE",FALSE,"SODIUM LAURYL SULFOACETATE"
"1475","","","SODIUM NITRITE","SODIUM NITRITE",FALSE,"SODIUM NITRITE"
"1476","","","SODIUM NITROPRUSSIDE","SODIUM NITROPRUSSIDE",FALSE,"SODIUM NITROPRUSSIDE"
"1477","","","SODIUM OXYBATE","SODIUM OXYBATE",FALSE,"SODIUM OXYBATE"
"1478","","","SODIUM PHOSPHATE DIBASIC","SODIUM PHOSPHATE DIBASIC",FALSE,"SODIUM PHOSPHATE DIBASIC"
"1479","","","SODIUM PHOSPHATE MONOBASIC","SODIUM PHOSPHATE MONOBASIC",FALSE,"SODIUM PHOSPHATE MONOBASIC"
"1480","","","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE",TRUE,"SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE"
"1481","","","SODIUM PICOSULFATE","SODIUM PICOSULFATE",FALSE,"SODIUM PICOSULFATE"
"1482","","","SODIUM POLYSTYRENE SULFONATE","SODIUM POLYSTYRENE SULFONATE",FALSE,"SODIUM POLYSTYRENE SULFONATE"
"1483","","","SODIUM SALICYLATE","SODIUM SALICYLATE",FALSE,"SODIUM SALICYLATE"
"1484","","","SODIUM SULFATE","SODIUM SULFATE",FALSE,"SODIUM SULFATE"
"1485","","","SODIUM TETRADECYL SULFATE","SODIUM TETRADECYL SULFATE",FALSE,"SODIUM TETRADECYL SULFATE"
"1486","","","SODIUM THIOSULFATE","SODIUM THIOSULFATE",FALSE,"SODIUM THIOSULFATE"
"1487","","","SOFOSBUVIR","SOFOSBUVIR",FALSE,"SOFOSBUVIR"
"1488","Y","SOLIFENACIN","SOLIFENACIN SUCCINATE","SOLIFENACIN",FALSE,"SOLIFENACIN SUCCINATE"
"1489","","","SOMATROPIN","SOMATROPIN",FALSE,"SOMATROPIN"
"1490","","","SORAFENIB (SORAFENIB TOSYLATE)","SORAFENIB (SORAFENIB TOSYLATE)",FALSE,"SORAFENIB (SORAFENIB TOSYLATE)"
"1491","","","SORBITOL","SORBITOL",FALSE,"SORBITOL"
"1492","","","SOTALOL HYDROCHLORIDE","SOTALOL HYDROCHLORIDE",FALSE,"SOTALOL HYDROCHLORIDE"
"1493","","","SOYBEAN OIL","SOYBEAN OIL",FALSE,"SOYBEAN OIL"
"1494","","","SPIRAMYCIN","SPIRAMYCIN",FALSE,"SPIRAMYCIN"
"1495","Y","SPIRONOLACTONE","SPIRONOLACTONE","SPIRONOLACTONE",FALSE,"SPIRONOLACTONE"
"1496","","","STANDARDIZED BERMUDA GRASS POLLEN","STANDARDIZED BERMUDA GRASS POLLEN",FALSE,"STANDARDIZED BERMUDA GRASS POLLEN"
"1497","","","STANDARDIZED CAT HAIR ACETONE PRECIPITATED","STANDARDIZED CAT HAIR ACETONE PRECIPITATED",FALSE,"STANDARDIZED CAT HAIR ACETONE PRECIPITATED"
"1498","","","STANDARDIZED CAT PELT","STANDARDIZED CAT PELT",FALSE,"STANDARDIZED CAT PELT"
"1499","","","STANDARDIZED CAT PELT ACETONE PRECIPITATED","STANDARDIZED CAT PELT ACETONE PRECIPITATED",FALSE,"STANDARDIZED CAT PELT ACETONE PRECIPITATED"
"1500","","","STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN","STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN",FALSE,"STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN"
"1501","","","STANDARDIZED MEADOW FESCUE GRASS POLLEN","STANDARDIZED MEADOW FESCUE GRASS POLLEN",FALSE,"STANDARDIZED MEADOW FESCUE GRASS POLLEN"
"1502","","","STANDARDIZED ORCHARD GRASS POLLEN","STANDARDIZED ORCHARD GRASS POLLEN",FALSE,"STANDARDIZED ORCHARD GRASS POLLEN"
"1503","","","STANDARDIZED PERENNIAL RYE GRASS POLLEN","STANDARDIZED PERENNIAL RYE GRASS POLLEN",FALSE,"STANDARDIZED PERENNIAL RYE GRASS POLLEN"
"1504","","","STANDARDIZED REDTOP GRASS POLLEN","STANDARDIZED REDTOP GRASS POLLEN",FALSE,"STANDARDIZED REDTOP GRASS POLLEN"
"1505","","","STANDARDIZED SWEET VERNAL GRASS POLLEN","STANDARDIZED SWEET VERNAL GRASS POLLEN",FALSE,"STANDARDIZED SWEET VERNAL GRASS POLLEN"
"1506","","","STANDARDIZED TIMOTHY GRASS POLLEN","STANDARDIZED TIMOTHY GRASS POLLEN",FALSE,"STANDARDIZED TIMOTHY GRASS POLLEN"
"1507","","","STARCH","STARCH",FALSE,"STARCH"
"1508","","","STAVUDINE","STAVUDINE",FALSE,"STAVUDINE"
"1509","","","STORAX","STORAX",FALSE,"STORAX"
"1510","","","STREPTOMYCIN (STREPTOMYCIN SULFATE)","STREPTOMYCIN (STREPTOMYCIN SULFATE)",FALSE,"STREPTOMYCIN (STREPTOMYCIN SULFATE)"
"1511","","","STREPTOZOCIN","STREPTOZOCIN",FALSE,"STREPTOZOCIN"
"1512","","","SUCCINYLCHOLINE CHLORIDE","SUCCINYLCHOLINE CHLORIDE",FALSE,"SUCCINYLCHOLINE CHLORIDE"
"1513","","","SUCRALFATE","SUCRALFATE",FALSE,"SUCRALFATE"
"1514","","","SUFENTANIL (SUFENTANIL CITRATE)","SUFENTANIL (SUFENTANIL CITRATE)",FALSE,"SUFENTANIL (SUFENTANIL CITRATE)"
"1515","","","SUGAMMADEX (SUGAMMADEX SODIUM)","SUGAMMADEX (SUGAMMADEX SODIUM)",FALSE,"SUGAMMADEX (SUGAMMADEX SODIUM)"
"1516","","","SULFACETAMIDE SODIUM","SULFACETAMIDE SODIUM",FALSE,"SULFACETAMIDE SODIUM"
"1517","","","SULFAMETHOXAZOLE","SULFAMETHOXAZOLE",FALSE,"SULFAMETHOXAZOLE"
"1518","","","SULFASALAZINE","SULFASALAZINE",FALSE,"SULFASALAZINE"
"1519","","","SULFINPYRAZONE","SULFINPYRAZONE",FALSE,"SULFINPYRAZONE"
"1520","","","SULFISOXAZOLE","SULFISOXAZOLE",FALSE,"SULFISOXAZOLE"
"1521","","","SULFISOXAZOLE (SULFISOXAZOLE ACETYL)","SULFISOXAZOLE (SULFISOXAZOLE ACETYL)",FALSE,"SULFISOXAZOLE (SULFISOXAZOLE ACETYL)"
"1522","","","SULFUR","SULFUR",FALSE,"SULFUR"
"1523","","","SULFUR HEXAFLUORIDE","SULFUR HEXAFLUORIDE",FALSE,"SULFUR HEXAFLUORIDE"
"1524","","","SULINDAC","SULINDAC",FALSE,"SULINDAC"
"1525","","","SULISOBENZONE","SULISOBENZONE",FALSE,"SULISOBENZONE"
"1526","Y","SUMATRIPTAN","SUMATRIPTAN (SUMATRIPTAN HEMISULFATE)","SUMATRIPTAN",FALSE,"SUMATRIPTAN (SUMATRIPTAN HEMISULFATE)"
"1527","Y","SUMATRIPTAN","SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","SUMATRIPTAN",FALSE,"SUMATRIPTAN (SUMATRIPTAN SUCCINATE)"
"1528","","","SUNITINIB (SUNITINIB MALATE)","SUNITINIB (SUNITINIB MALATE)",FALSE,"SUNITINIB (SUNITINIB MALATE)"
"1529","","","SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C","SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C",FALSE,"SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C"
"1530","","","SWEET VERNAL GRASS","SWEET VERNAL GRASS",FALSE,"SWEET VERNAL GRASS"
"1531","","","Secukinumab","Secukinumab",FALSE,"Secukinumab"
"1532","","","Sevelamer Carbonate","Sevelamer Carbonate",FALSE,"Sevelamer Carbonate"
"1533","","","Sinecatechins","Sinecatechins",FALSE,"Sinecatechins"
"1534","","","Sodium Sulfate Anhydrous","Sodium Sulfate Anhydrous",FALSE,"Sodium Sulfate Anhydrous"
"1535","","","Sodium phenylbutyrate","Sodium phenylbutyrate",FALSE,"Sodium phenylbutyrate"
"1536","","","Stiripentol","Stiripentol",FALSE,"Stiripentol"
"1537","Y","TACROLIMUS","TACROLIMUS","TACROLIMUS",FALSE,"TACROLIMUS"
"1538","Y","TACROLIMUS","TACROLIMUS (Tacrolimus Monohydrate)","TACROLIMUS",TRUE,"TACROLIMUS (Tacrolimus Monohydrate)"
"1539","Y","TADALAFIL","TADALAFIL","TADALAFIL",FALSE,"TADALAFIL"
"1540","","","TAMOXIFEN (TAMOXIFEN CITRATE)","TAMOXIFEN (TAMOXIFEN CITRATE)",FALSE,"TAMOXIFEN (TAMOXIFEN CITRATE)"
"1541","Y","TAMSULOSIN","TAMSULOSIN HYDROCHLORIDE","TAMSULOSIN",FALSE,"TAMSULOSIN HYDROCHLORIDE"
"1542","","","TAURINE","TAURINE",FALSE,"TAURINE"
"1543","","","TAZAROTENE","TAZAROTENE",FALSE,"TAZAROTENE"
"1544","","","TAZOBACTAM (TAZOBACTAM SODIUM)","TAZOBACTAM (TAZOBACTAM SODIUM)",FALSE,"TAZOBACTAM (TAZOBACTAM SODIUM)"
"1545","","","TELAVANCIN (TELAVANCIN HYDROCHLORIDE)","TELAVANCIN (TELAVANCIN HYDROCHLORIDE)",FALSE,"TELAVANCIN (TELAVANCIN HYDROCHLORIDE)"
"1546","","","TELBIVUDINE","TELBIVUDINE",FALSE,"TELBIVUDINE"
"1547","Y","TELMISARTAN","TELMISARTAN","TELMISARTAN",FALSE,"TELMISARTAN"
"1548","Y","TELMISARTAN","TELMISARTAN (TELMISARTAN SODIUM)","TELMISARTAN",FALSE,"TELMISARTAN (TELMISARTAN SODIUM)"
"1549","Y","TEMAZEPAM","TEMAZEPAM","TEMAZEPAM",FALSE,"TEMAZEPAM"
"1550","","","TEMOZOLOMIDE","TEMOZOLOMIDE",FALSE,"TEMOZOLOMIDE"
"1551","","","TEMSIROLIMUS","TEMSIROLIMUS",FALSE,"TEMSIROLIMUS"
"1552","","","TENECTEPLASE","TENECTEPLASE",FALSE,"TENECTEPLASE"
"1553","","","TENIPOSIDE","TENIPOSIDE",FALSE,"TENIPOSIDE"
"1554","","","TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)","TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)",FALSE,"TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)"
"1555","","","TENOFOVIR DISOPROXIL FUMARATE","TENOFOVIR DISOPROXIL FUMARATE",FALSE,"TENOFOVIR DISOPROXIL FUMARATE"
"1556","","","TENOXICAM","TENOXICAM",FALSE,"TENOXICAM"
"1557","Y","TERAZOSIN","TERAZOSIN (TERAZOSIN HYDROCHLORIDE)","TERAZOSIN",FALSE,"TERAZOSIN (TERAZOSIN HYDROCHLORIDE)"
"1558","Y","TERBINAFINE","TERBINAFINE (TERBINAFINE HYDROCHLORIDE)","TERBINAFINE",FALSE,"TERBINAFINE (TERBINAFINE HYDROCHLORIDE)"
"1559","Y","TERBINAFINE","TERBINAFINE HYDROCHLORIDE","TERBINAFINE",FALSE,"TERBINAFINE HYDROCHLORIDE"
"1560","","","TERBUTALINE SULFATE","TERBUTALINE SULFATE",FALSE,"TERBUTALINE SULFATE"
"1561","","","TERCONAZOLE","TERCONAZOLE",FALSE,"TERCONAZOLE"
"1562","","","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID",FALSE,"TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID"
"1563","","","TERIPARATIDE","TERIPARATIDE",FALSE,"TERIPARATIDE"
"1564","Y","TESTOSTERONE","TESTOSTERONE","TESTOSTERONE",FALSE,"TESTOSTERONE"
"1565","Y","TESTOSTERONE","TESTOSTERONE CYPIONATE","TESTOSTERONE",FALSE,"TESTOSTERONE CYPIONATE"
"1566","Y","TESTOSTERONE","TESTOSTERONE ENANTHATE","TESTOSTERONE",FALSE,"TESTOSTERONE ENANTHATE"
"1567","Y","TESTOSTERONE","TESTOSTERONE PROPIONATE","TESTOSTERONE",FALSE,"TESTOSTERONE PROPIONATE"
"1568","Y","TESTOSTERONE","TESTOSTERONE UNDECANOATE","TESTOSTERONE",FALSE,"TESTOSTERONE UNDECANOATE"
"1569","","","TETANUS IMMUNE GLOBULIN (HUMAN)","TETANUS IMMUNE GLOBULIN (HUMAN)",FALSE,"TETANUS IMMUNE GLOBULIN (HUMAN)"
"1570","","","TETANUS PROTEIN","TETANUS PROTEIN",FALSE,"TETANUS PROTEIN"
"1571","","","TETANUS TOXOID","TETANUS TOXOID",FALSE,"TETANUS TOXOID"
"1572","","","TETANUS TOXOID ADSORBED","TETANUS TOXOID ADSORBED",FALSE,"TETANUS TOXOID ADSORBED"
"1573","","","TETRABENAZINE","TETRABENAZINE",FALSE,"TETRABENAZINE"
"1574","","","TETRACAINE","TETRACAINE",FALSE,"TETRACAINE"
"1575","","","TETRACAINE (TETRACAINE HYDROCHLORIDE)","TETRACAINE (TETRACAINE HYDROCHLORIDE)",FALSE,"TETRACAINE (TETRACAINE HYDROCHLORIDE)"
"1576","","","TETRACAINE HYDROCHLORIDE","TETRACAINE HYDROCHLORIDE",FALSE,"TETRACAINE HYDROCHLORIDE"
"1577","","","TETRACOSACTIDE","TETRACOSACTIDE",FALSE,"TETRACOSACTIDE"
"1578","","","TETRACOSACTIDE (Tetracosactide zinc hydroxide)","TETRACOSACTIDE (Tetracosactide zinc hydroxide)",FALSE,"TETRACOSACTIDE (Tetracosactide zinc hydroxide)"
"1579","","","TETRACYCLINE HYDROCHLORIDE","TETRACYCLINE HYDROCHLORIDE",FALSE,"TETRACYCLINE HYDROCHLORIDE"
"1580","","","TETRAHYDROZOLINE HYDROCHLORIDE","TETRAHYDROZOLINE HYDROCHLORIDE",FALSE,"TETRAHYDROZOLINE HYDROCHLORIDE"
"1581","","","THALIDOMIDE","THALIDOMIDE",FALSE,"THALIDOMIDE"
"1582","","","THEOPHYLLINE","THEOPHYLLINE",FALSE,"THEOPHYLLINE"
"1583","","","THIAMAZOLE","THIAMAZOLE",FALSE,"THIAMAZOLE"
"1584","","","THIAMINE HYDROCHLORIDE","THIAMINE HYDROCHLORIDE",FALSE,"THIAMINE HYDROCHLORIDE"
"1585","","","THIOPENTAL SODIUM","THIOPENTAL SODIUM",FALSE,"THIOPENTAL SODIUM"
"1586","","","THIOPROPERAZINE (THIOPROPERAZINE MESYLATE)","THIOPROPERAZINE (THIOPROPERAZINE MESYLATE)",FALSE,"THIOPROPERAZINE (THIOPROPERAZINE MESYLATE)"
"1587","","","THIOTHIXENE","THIOTHIXENE",FALSE,"THIOTHIXENE"
"1588","","","THREONINE","THREONINE",FALSE,"THREONINE"
"1589","","","THROMBIN (HUMAN)","THROMBIN (HUMAN)",FALSE,"THROMBIN (HUMAN)"
"1590","","","THYMOL","THYMOL",FALSE,"THYMOL"
"1591","","","THYROID","THYROID",FALSE,"THYROID"
"1592","","","THYROTROPIN ALFA","THYROTROPIN ALFA",FALSE,"THYROTROPIN ALFA"
"1593","","","TIAPROFENIC ACID","TIAPROFENIC ACID",FALSE,"TIAPROFENIC ACID"
"1594","","","TICLOPIDINE HYDROCHLORIDE","TICLOPIDINE HYDROCHLORIDE",FALSE,"TICLOPIDINE HYDROCHLORIDE"
"1595","","","TIGECYCLINE","TIGECYCLINE",FALSE,"TIGECYCLINE"
"1596","Y","TIMOLOL","TIMOLOL (TIMOLOL MALEATE)","TIMOLOL",FALSE,"TIMOLOL (TIMOLOL MALEATE)"
"1597","Y","TIMOLOL","TIMOLOL MALEATE","TIMOLOL",FALSE,"TIMOLOL MALEATE"
"1598","","","TINZAPARIN SODIUM","TINZAPARIN SODIUM",FALSE,"TINZAPARIN SODIUM"
"1599","Y","TIOTROPIUM BROMIDE","TIOTROPIUM (TIOTROPIUM BROMIDE MONOHYDRATE)","TIOTROPIUM",TRUE,"TIOTROPIUM (TIOTROPIUM BROMIDE MONOHYDRATE)"
"1600","","","TIPRANAVIR","TIPRANAVIR",FALSE,"TIPRANAVIR"
"1601","","","TIROFIBAN (TIROFIBAN HYDROCHLORIDE)","TIROFIBAN (TIROFIBAN HYDROCHLORIDE)",FALSE,"TIROFIBAN (TIROFIBAN HYDROCHLORIDE)"
"1602","","","TITANIUM DIOXIDE","TITANIUM DIOXIDE",FALSE,"TITANIUM DIOXIDE"
"1603","","","TIZANIDINE (TIZANIDINE HYDROCHLORIDE)","TIZANIDINE (TIZANIDINE HYDROCHLORIDE)",FALSE,"TIZANIDINE (TIZANIDINE HYDROCHLORIDE)"
"1604","Y","TOBRAMYCIN","TOBRAMYCIN","TOBRAMYCIN",FALSE,"TOBRAMYCIN"
"1605","Y","TOBRAMYCIN","TOBRAMYCIN (TOBRAMYCIN SULFATE)","TOBRAMYCIN",FALSE,"TOBRAMYCIN (TOBRAMYCIN SULFATE)"
"1606","","","TOCILIZUMAB","TOCILIZUMAB",FALSE,"TOCILIZUMAB"
"1607","","","TOLBUTAMIDE","TOLBUTAMIDE",FALSE,"TOLBUTAMIDE"
"1608","","","TOLNAFTATE","TOLNAFTATE",FALSE,"TOLNAFTATE"
"1609","Y","TOLTERODINE","TOLTERODINE TARTRATE","TOLTERODINE",FALSE,"TOLTERODINE TARTRATE"
"1610","Y","TOPIRAMATE","TOPIRAMATE","TOPIRAMATE",FALSE,"TOPIRAMATE"
"1611","","","TOPOTECAN (TOPOTECAN HYDROCHLORIDE)","TOPOTECAN",FALSE,"TOPOTECAN (TOPOTECAN HYDROCHLORIDE)"
"1612","","","TRABECTEDIN","TRABECTEDIN",FALSE,"TRABECTEDIN"
"1613","Y","TRAMADOL","TRAMADOL HYDROCHLORIDE","TRAMADOL",FALSE,"TRAMADOL HYDROCHLORIDE"
"1614","Y","TRANDOLAPRIL","TRANDOLAPRIL","TRANDOLAPRIL",FALSE,"TRANDOLAPRIL"
"1615","","","TRANEXAMIC ACID","TRANEXAMIC ACID",FALSE,"TRANEXAMIC ACID"
"1616","","","TRANYLCYPROMINE (TRANYLCYPROMINE SULFATE)","TRANYLCYPROMINE (TRANYLCYPROMINE SULFATE)",FALSE,"TRANYLCYPROMINE (TRANYLCYPROMINE SULFATE)"
"1617","","","TRASTUZUMAB","TRASTUZUMAB",FALSE,"TRASTUZUMAB"
"1618","","","TRASTUZUMAB EMTANSINE","TRASTUZUMAB EMTANSINE",FALSE,"TRASTUZUMAB EMTANSINE"
"1619","Y","TRAVOPROST","TRAVOPROST","TRAVOPROST",FALSE,"TRAVOPROST"
"1620","Y","TRAZODONE","TRAZODONE HYDROCHLORIDE","TRAZODONE",FALSE,"TRAZODONE HYDROCHLORIDE"
"1621","","","TREPROSTINIL (TREPROSTINIL SODIUM)","TREPROSTINIL (TREPROSTINIL SODIUM)",FALSE,"TREPROSTINIL (TREPROSTINIL SODIUM)"
"1622","","","TRETINOIN","TRETINOIN",FALSE,"TRETINOIN"
"1623","Y","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE",FALSE,"TRIAMCINOLONE ACETONIDE"
"1624","Y","TRIAMTERENE","TRIAMTERENE","TRIAMTERENE",FALSE,"TRIAMTERENE"
"1625","","","TRIAZOLAM","TRIAZOLAM",FALSE,"TRIAZOLAM"
"1626","","","TRICLOSAN","TRICLOSAN",FALSE,"TRICLOSAN"
"1627","","","TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE)","TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE)",FALSE,"TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE)"
"1628","","","TRIFLURIDINE","TRIFLURIDINE",FALSE,"TRIFLURIDINE"
"1629","","","TRIHEXYPHENIDYL HYDROCHLORIDE","TRIHEXYPHENIDYL HYDROCHLORIDE",FALSE,"TRIHEXYPHENIDYL HYDROCHLORIDE"
"1630","","","TRIMEBUTINE MALEATE","TRIMEBUTINE MALEATE",FALSE,"TRIMEBUTINE MALEATE"
"1631","","","TRIMEPRAZINE (TRIMEPRAZINE TARTRATE)","TRIMEPRAZINE (TRIMEPRAZINE TARTRATE)",FALSE,"TRIMEPRAZINE (TRIMEPRAZINE TARTRATE)"
"1632","Y","TRIMETHOPRIM","TRIMETHOPRIM","TRIMETHOPRIM",FALSE,"TRIMETHOPRIM"
"1633","Y","TRIMETHOPRIM","TRIMETHOPRIM (TRIMETHOPRIM SULFATE)","TRIMETHOPRIM",FALSE,"TRIMETHOPRIM (TRIMETHOPRIM SULFATE)"
"1634","","","TRIMIPRAMINE (TRIMIPRAMINE MALEATE)","TRIMIPRAMINE (TRIMIPRAMINE MALEATE)",FALSE,"TRIMIPRAMINE (TRIMIPRAMINE MALEATE)"
"1635","","","TRIPELENNAMINE HYDROCHLORIDE","TRIPELENNAMINE HYDROCHLORIDE",FALSE,"TRIPELENNAMINE HYDROCHLORIDE"
"1636","","","TRIPROLIDINE HYDROCHLORIDE","TRIPROLIDINE HYDROCHLORIDE",FALSE,"TRIPROLIDINE HYDROCHLORIDE"
"1637","","","TRIPTORELIN (TRIPTORELIN PAMOATE)","TRIPTORELIN (TRIPTORELIN PAMOATE)",FALSE,"TRIPTORELIN (TRIPTORELIN PAMOATE)"
"1638","","","TROLAMINE SALICYLATE","TROLAMINE SALICYLATE",FALSE,"TROLAMINE SALICYLATE"
"1639","","","TROMETAMOL","TROMETAMOL",FALSE,"TROMETAMOL"
"1640","","","TROPICAMIDE","TROPICAMIDE",FALSE,"TROPICAMIDE"
"1641","","","TROSPIUM CHLORIDE","TROSPIUM CHLORIDE",FALSE,"TROSPIUM CHLORIDE"
"1642","","","TRYPAN BLUE","TRYPAN BLUE",FALSE,"TRYPAN BLUE"
"1643","","","TRYPTOPHAN","TRYPTOPHAN",FALSE,"TRYPTOPHAN"
"1644","","","TYPHOID VACCINE (SALMONELLA TYPHI TY21A)","TYPHOID VACCINE (SALMONELLA TYPHI TY21A)",FALSE,"TYPHOID VACCINE (SALMONELLA TYPHI TY21A)"
"1645","","","TYROSINE","TYROSINE",FALSE,"TYROSINE"
"1646","","","Taliglucerase Alfa","Taliglucerase Alfa",FALSE,"Taliglucerase Alfa"
"1647","","","Teriflunomide","Teriflunomide",FALSE,"Teriflunomide"
"1648","","","Tesamorelin (Tesamorelin acetate)","Tesamorelin (Tesamorelin acetate)",FALSE,"Tesamorelin (Tesamorelin acetate)"
"1649","","","Ticagrelor","Ticagrelor",FALSE,"Ticagrelor"
"1650","","","Tofacitinib (Tofacitinib citrate)","Tofacitinib (Tofacitinib citrate)",FALSE,"Tofacitinib (Tofacitinib citrate)"
"1651","","","Tolvaptan","Tolvaptan",FALSE,"Tolvaptan"
"1652","","","Trametinib","Trametinib",FALSE,"Trametinib"
"1653","","","Triptorelin Acetate","Triptorelin Acetate",FALSE,"Triptorelin Acetate"
"1654","","","UREA","UREA",FALSE,"UREA"
"1655","","","URSODIOL","URSODIOL",FALSE,"URSODIOL"
"1656","","","USTEKINUMAB","USTEKINUMAB",FALSE,"USTEKINUMAB"
"1657","","","Ulipristal Acetate","Ulipristal Acetate",FALSE,"Ulipristal Acetate"
"1658","","","Umeclidinium (Umeclidinium bromide)","Umeclidinium (Umeclidinium bromide)",FALSE,"Umeclidinium (Umeclidinium bromide)"
"1659","Y","VALACYCLOVIR","VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE MONOHYDRATE)","VALACYCLOVIR",TRUE,"VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE MONOHYDRATE)"
