"","dpd_ingredient","extract","drug_code","active_ingredient_code","ingredient_supplied_ind","strength","strength_unit","strength_type","dosage_value","base","dosage_unit","notes","hydrate","ccdd","top250name","ing_stem","strength_w_unit_w_dosage_if_exists","mp_ingredient_name"
"17386","RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)","active",90166,11987,"I","6","MG","","","Y","","",FALSE,"","","RIVASTIGMINE","6 MG","rivastigmine (rivastigmine hydrogen tartrate) 6 mg"
"17387","Recombinant Neisseria meningitidis group B NHBA fusion protein","active",90167,22176,"I","50","MCG","","0.5","N","ML","",FALSE,"","","Recombinant Neisseria meningitidis group B NHBA fusion protein","50 MCG per 0.5 ML","recombinant neisseria meningitidis group b nhba fusion protein 50 mcg per 0.5 mL"
"17388","AVOBENZONE","active",90252,755,"I","3","%","","","N","W/W","",FALSE,"","","AVOBENZONE","3 %","avobenzone 3 %"
"17389","Recombinant Neisseria meningitidis group B NadA protein","active",90167,22177,"I","50","MCG","","0.5","N","ML","",FALSE,"","","Recombinant Neisseria meningitidis group B NadA protein","50 MCG per 0.5 ML","recombinant neisseria meningitidis group b nada protein 50 mcg per 0.5 mL"
"17390","Recombinant Neisseria meningitidis group B fHBP fusion protein","active",90167,22178,"I","50","MCG","","0.5","N","ML","",FALSE,"","","Recombinant Neisseria meningitidis group B fHBP fusion protein","50 MCG per 0.5 ML","recombinant neisseria meningitidis group b fhbp fusion protein 50 mcg per 0.5 mL"
"17391","Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain)","active",90167,22179,"I","25","MCG","","0.5","N","ML","MEASURED AS AMOUNT OF TOTAL PROTEIN CONTAINING THE PORA P1.4. 25UG/0.5ML",FALSE,"","","Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain)","25 MCG per 0.5 ML","outer membrane vesicles (neisseria meningitidis group b nz98/254 strain) 25 mcg per 0.5 mL"
"17392","OCTISALATE","active",90171,12048,"I","5","%","","","N","W/W","",FALSE,"","","OCTISALATE","5 %","octisalate 5 %"
"17393","HOMOSALATE","active",90171,1970,"I","5","%","","","N","W/W","",FALSE,"","","HOMOSALATE","5 %","homosalate 5 %"
"17394","OCTOCRYLENE","active",90171,2280,"I","2.6","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","2.6 %","octocrylene 2.6 %"
"17395","AVOBENZONE","active",90171,755,"I","3","%","","","N","W/W","",FALSE,"","","AVOBENZONE","3 %","avobenzone 3 %"
"17396","EPTACOG ALFA (ACTIVATED)","active",90174,13301,"I","1","MG","","","N","VIAL","2010.03.17. EPTACOG ALFA (ACTIVATED) AS PER INN CUMULATIVE LIST 12), PM AND PRODUCT LABEL. 50 KIU/VI",FALSE,"","","EPTACOG ALFA (ACTIVATED)","1 MG per VIAL","eptacog alfa (activated) 1 mg per vial"
"17397","EPTACOG ALFA (ACTIVATED)","active",90175,13301,"I","2","MG","","","N","VIAL","2010.03.17. EPTACOG ALFA (ACTIVATED) AS PER INN CUMULATIVE LIST 12), PM AND PRODUCT LABEL. 100 KIU/V",FALSE,"","","EPTACOG ALFA (ACTIVATED)","2 MG per VIAL","eptacog alfa (activated) 2 mg per vial"
"17398","EPTACOG ALFA (ACTIVATED)","active",90176,13301,"I","5","MG","","","N","VIAL","2010.03.17. EPTACOG ALFA (ACTIVATED) AS PER INN CUMULATIVE LIST 12), PM AND PRODUCT LABEL. 250 KIU/V",FALSE,"","","EPTACOG ALFA (ACTIVATED)","5 MG per VIAL","eptacog alfa (activated) 5 mg per vial"
"17399","Linaclotide","active",90180,22180,"I","145","MCG","","","N","","",FALSE,"","","Linaclotide","145 MCG","linaclotide 145 mcg"
"17400","Linaclotide","active",90181,22180,"I","290","MCG","","","N","","",FALSE,"","","Linaclotide","290 MCG","linaclotide 290 mcg"
"17401","Alogliptin (Alogliptin benzoate)","active",90182,22181,"I","6.25","MG","","","N","","",FALSE,"","","Alogliptin (Alogliptin benzoate)","6.25 MG","alogliptin (alogliptin benzoate) 6.25 mg"
"17402","Alogliptin (Alogliptin benzoate)","active",90183,22181,"I","12.5","MG","","","N","","",FALSE,"","","Alogliptin (Alogliptin benzoate)","12.5 MG","alogliptin (alogliptin benzoate) 12.5 mg"
"17403","Alogliptin (Alogliptin benzoate)","active",90184,22181,"I","25","MG","","","N","","",FALSE,"","","Alogliptin (Alogliptin benzoate)","25 MG","alogliptin (alogliptin benzoate) 25 mg"
"17404","METFORMIN HYDROCHLORIDE","active",90185,10147,"I","500","MG","","","N","","",FALSE,"Y","METFORMIN","METFORMIN","500 MG","metformin hydrochloride 500 mg"
"17405","Alogliptin (Alogliptin benzoate)","active",90185,22181,"I","12.5","MG","","","N","","",FALSE,"","","Alogliptin (Alogliptin benzoate)","12.5 MG","alogliptin (alogliptin benzoate) 12.5 mg"
"17406","METFORMIN HYDROCHLORIDE","active",90186,10147,"I","850","MG","","","N","","",FALSE,"Y","METFORMIN","METFORMIN","850 MG","metformin hydrochloride 850 mg"
"17407","Alogliptin (Alogliptin benzoate)","active",90186,22181,"I","12.5","MG","","","N","","",FALSE,"","","Alogliptin (Alogliptin benzoate)","12.5 MG","alogliptin (alogliptin benzoate) 12.5 mg"
"17408","METFORMIN HYDROCHLORIDE","active",90187,10147,"I","1000","MG","","","N","","",FALSE,"Y","METFORMIN","METFORMIN","1000 MG","metformin hydrochloride 1000 mg"
"17409","Alogliptin (Alogliptin benzoate)","active",90187,22181,"I","12.5","MG","","","N","","",FALSE,"","","Alogliptin (Alogliptin benzoate)","12.5 MG","alogliptin (alogliptin benzoate) 12.5 mg"
"17410","OLANZAPINE","active",90188,1,"I","2.5","MG","","","N","","",FALSE,"Y","OLANZAPINE","OLANZAPINE","2.5 MG","olanzapine 2.5 mg"
"17411","OLANZAPINE","active",90189,1,"I","5","MG","","","N","","",FALSE,"Y","OLANZAPINE","OLANZAPINE","5 MG","olanzapine 5 mg"
"17412","OLANZAPINE","active",90190,1,"I","7.5","MG","","","N","","",FALSE,"Y","OLANZAPINE","OLANZAPINE","7.5 MG","olanzapine 7.5 mg"
"17413","OLANZAPINE","active",90191,1,"I","10","MG","","","N","","",FALSE,"Y","OLANZAPINE","OLANZAPINE","10 MG","olanzapine 10 mg"
"17414","OLANZAPINE","active",90192,1,"I","15","MG","","","N","","",FALSE,"Y","OLANZAPINE","OLANZAPINE","15 MG","olanzapine 15 mg"
"17415","OLANZAPINE","active",90193,1,"I","20","MG","","","N","","",FALSE,"Y","OLANZAPINE","OLANZAPINE","20 MG","olanzapine 20 mg"
"17416","CICLESONIDE","active",90194,19961,"I","50","MCG","","","N","SPRAY","",FALSE,"Y","CICLESONIDE","CICLESONIDE","50 MCG per SPRAY","ciclesonide 50 mcg per spray"
"17417","TRICLOSAN","active",90195,2813,"I","0.55","%","","","N","W/W","",FALSE,"","","TRICLOSAN","0.55 %","triclosan 0.55 %"
"17418","OCTISALATE","active",90196,12048,"I","5","%","","","N","W/W","",FALSE,"","","OCTISALATE","5 %","octisalate 5 %"
"17419","HOMOSALATE","active",90196,1970,"I","15","%","","","N","W/W","",FALSE,"","","HOMOSALATE","15 %","homosalate 15 %"
"17420","OCTOCRYLENE","active",90196,2280,"I","2.6","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","2.6 %","octocrylene 2.6 %"
"17421","OXYBENZONE","active",90196,33,"I","6","%","","","N","W/W","",FALSE,"","","OXYBENZONE","6 %","oxybenzone 6 %"
"17422","AVOBENZONE","active",90196,755,"I","3","%","","","N","W/W","",FALSE,"","","AVOBENZONE","3 %","avobenzone 3 %"
"17423","CANDESARTAN CILEXETIL","active",90197,11814,"I","32","MG","","","N","","",FALSE,"Y","CANDESARTAN CILEXETIL","CANDESARTAN","32 MG","candesartan cilexetil 32 mg"
"17424","QUETIAPINE (QUETIAPINE FUMARATE)","active",90198,11718,"I","50","MG","","","N","","",FALSE,"Y","QUETIAPINE","QUETIAPINE","50 MG","quetiapine (quetiapine fumarate) 50 mg"
"17425","QUETIAPINE (QUETIAPINE FUMARATE)","active",90199,11718,"I","150","MG","","","N","","",FALSE,"Y","QUETIAPINE","QUETIAPINE","150 MG","quetiapine (quetiapine fumarate) 150 mg"
"17426","QUETIAPINE (QUETIAPINE FUMARATE)","active",90200,11718,"I","200","MG","","","Y","","",FALSE,"Y","QUETIAPINE","QUETIAPINE","200 MG","quetiapine (quetiapine fumarate) 200 mg"
"17427","QUETIAPINE (QUETIAPINE FUMARATE)","active",90201,11718,"I","300","MG","","","N","","",FALSE,"Y","QUETIAPINE","QUETIAPINE","300 MG","quetiapine (quetiapine fumarate) 300 mg"
"17428","QUETIAPINE (QUETIAPINE FUMARATE)","active",90202,11718,"I","400","MG","","","N","","",FALSE,"Y","QUETIAPINE","QUETIAPINE","400 MG","quetiapine (quetiapine fumarate) 400 mg"
"17429","BISACODYL","active",90204,10193,"I","5","MG","","","N","","",FALSE,"","","BISACODYL","5 MG","bisacodyl 5 mg"
"17430","PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)","active",90206,11086,"I","40","MG","","","N","","",TRUE,"Y","PANTOPRAZOLE","PANTOPRAZOLE","40 MG","pantoprazole (pantoprazole sodium sesquihydrate) 40 mg"
"17431","PREGABALIN","active",90207,15568,"I","25","MG","","","N","","",FALSE,"Y","PREGABALIN","PREGABALIN","25 MG","pregabalin 25 mg"
"17432","PREGABALIN","active",90208,15568,"I","50","MG","","","N","","",FALSE,"Y","PREGABALIN","PREGABALIN","50 MG","pregabalin 50 mg"
"17433","PREGABALIN","active",90209,15568,"I","75","MG","","","N","","",FALSE,"Y","PREGABALIN","PREGABALIN","75 MG","pregabalin 75 mg"
"17434","PREGABALIN","active",90211,15568,"I","150","MG","","","N","","",FALSE,"Y","PREGABALIN","PREGABALIN","150 MG","pregabalin 150 mg"
"17435","ETHINYL ESTRADIOL","active",90215,7426,"I","10","MCG","","","N","","2 TABLETS (ETHINYL ESTRADIOL).",FALSE,"Y","ETHINYL ESTRADIOL","ETHINYL ESTRADIOL","10 MCG","ethinyl estradiol 10 mcg"
"17436","ETHINYL ESTRADIOL","active",90215,7426,"I","10","MCG","","","N","","24 TABLETS (NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL).",FALSE,"Y","ETHINYL ESTRADIOL","ETHINYL ESTRADIOL","10 MCG","ethinyl estradiol 10 mcg"
"17437","NORETHINDRONE ACETATE","active",90215,7498,"I","1","MG","","","N","","24 TABLETS (NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL).",FALSE,"Y","NORETHINDRONE","NORETHINDRONE","1 MG","norethindrone acetate 1 mg"
"17438","DESOGESTREL","active",90216,660,"I","0.15","MG","","","N","","",FALSE,"Y","DESOGESTREL","DESOGESTREL","0.15 MG","desogestrel 0.15 mg"
"17439","ETHINYL ESTRADIOL","active",90216,7426,"I","0.03","MG","","","N","","",FALSE,"Y","ETHINYL ESTRADIOL","ETHINYL ESTRADIOL","0.03 MG","ethinyl estradiol 0.03 mg"
"17440","GOLIMUMAB","active",90217,20450,"I","50","MG","","4","N","ML","",FALSE,"","","GOLIMUMAB","50 MG per 4 ML","golimumab 50 mg per 4 mL"
"17441","TRAMADOL HYDROCHLORIDE","active",90218,13904,"I","37.5","MG","","","N","","",FALSE,"Y","TRAMADOL","TRAMADOL","37.5 MG","tramadol hydrochloride 37.5 mg"
"17442","ACETAMINOPHEN","active",90218,270,"I","325","MG","","","N","","",FALSE,"Y","ACETAMINOPHEN","ACETAMINOPHEN","325 MG","acetaminophen 325 mg"
"17443","TRIAMCINOLONE ACETONIDE","active",90220,7588,"I","55","MCG","","","N","ACTUATION","",FALSE,"Y","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE","55 MCG per ACTUATION","triamcinolone acetonide 55 mcg per actuation"
"17444","METHOTREXATE (METHOTREXATE SODIUM)","active",90222,5900,"I","25","MG","","","N","ML","",FALSE,"Y","METHOTREXATE","METHOTREXATE","25 MG per ML","methotrexate (methotrexate sodium) 25 mg per mL"
"17445","ALPRAZOLAM","active",90223,2072,"I","0.25","MG","","","N","","",FALSE,"Y","ALPRAZOLAM","ALPRAZOLAM","0.25 MG","alprazolam 0.25 mg"
"17446","ALPRAZOLAM","active",90224,2072,"I","0.5","MG","","","N","","",FALSE,"Y","ALPRAZOLAM","ALPRAZOLAM","0.5 MG","alprazolam 0.5 mg"
"17447","ALPRAZOLAM","active",90225,2072,"I","1","MG","","","N","","",FALSE,"Y","ALPRAZOLAM","ALPRAZOLAM","1 MG","alprazolam 1 mg"
"17448","ALPRAZOLAM","active",90226,2072,"I","2","MG","","","N","","",FALSE,"Y","ALPRAZOLAM","ALPRAZOLAM","2 MG","alprazolam 2 mg"
"17449","VITAMIN D","active",90230,703,"I","10000","UNIT","","","N","","",FALSE,"","","VITAMIN D","10000 UNIT","vitamin d 10000 unit"
"17450","DIMETHICONE","active",90232,433,"I","1","%","","","N","W/W","",FALSE,"","","DIMETHICONE","1 %","dimethicone 1 %"
"17451","ZINC OXIDE","active",90232,7289,"I","12","%","","","N","W/W","",FALSE,"","","ZINC OXIDE","12 %","zinc oxide 12 %"
"17452","SOLIFENACIN SUCCINATE","active",90235,18175,"I","5","MG","","","N","","EQUIVALENT TO SOLIFENACIN 3.8MG",FALSE,"Y","SOLIFENACIN","SOLIFENACIN","5 MG","solifenacin succinate 5 mg"
"17453","SOLIFENACIN SUCCINATE","active",90236,18175,"I","10","MG","","","N","","EQUIVALENT TO SOLIFENACIN 7.5 MG",FALSE,"Y","SOLIFENACIN","SOLIFENACIN","10 MG","solifenacin succinate 10 mg"
"17454","QUETIAPINE (QUETIAPINE FUMARATE)","active",90240,11718,"I","50","MG","","","N","","",FALSE,"Y","QUETIAPINE","QUETIAPINE","50 MG","quetiapine (quetiapine fumarate) 50 mg"
"17455","QUETIAPINE (QUETIAPINE FUMARATE)","active",90241,11718,"I","150","MG","","","N","","",FALSE,"Y","QUETIAPINE","QUETIAPINE","150 MG","quetiapine (quetiapine fumarate) 150 mg"
"17456","QUETIAPINE (QUETIAPINE FUMARATE)","active",90242,11718,"I","200","MG","","","N","","",FALSE,"Y","QUETIAPINE","QUETIAPINE","200 MG","quetiapine (quetiapine fumarate) 200 mg"
"17457","QUETIAPINE (QUETIAPINE FUMARATE)","active",90243,11718,"I","300","MG","","","N","","",FALSE,"Y","QUETIAPINE","QUETIAPINE","300 MG","quetiapine (quetiapine fumarate) 300 mg"
"17458","QUETIAPINE (QUETIAPINE FUMARATE)","active",90244,11718,"I","400","MG","","","N","","",FALSE,"Y","QUETIAPINE","QUETIAPINE","400 MG","quetiapine (quetiapine fumarate) 400 mg"
"17459","ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","active",90245,11104,"I","4","MG","","","N","","",TRUE,"","","ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","4 MG","ondansetron (ondansetron hydrochloride dihydrate) 4 mg"
"17460","ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","active",90246,11104,"I","8","MG","","","N","","",TRUE,"","","ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","8 MG","ondansetron (ondansetron hydrochloride dihydrate) 8 mg"
"17461","ANASTROZOLE","active",90247,27,"I","1","MG","","","N","","",FALSE,"","","ANASTROZOLE","1 MG","anastrozole 1 mg"
"17462","OCTISALATE","active",90249,12048,"I","4","%","","","N","W/W","",FALSE,"","","OCTISALATE","4 %","octisalate 4 %"
"17463","HOMOSALATE","active",90249,1970,"I","8","%","","","N","W/W","",FALSE,"","","HOMOSALATE","8 %","homosalate 8 %"
"17464","OCTOCRYLENE","active",90249,2280,"I","2","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","2 %","octocrylene 2 %"
"17465","OXYBENZONE","active",90249,33,"I","5","%","","","N","W/W","",FALSE,"","","OXYBENZONE","5 %","oxybenzone 5 %"
"17466","AVOBENZONE","active",90249,755,"I","3","%","","","N","W/W","",FALSE,"","","AVOBENZONE","3 %","avobenzone 3 %"
"17467","OCTISALATE","active",90250,12048,"I","5","%","","","N","W/W","",FALSE,"","","OCTISALATE","5 %","octisalate 5 %"
"17468","HOMOSALATE","active",90250,1970,"I","2.5","%","","","N","W/W","",FALSE,"","","HOMOSALATE","2.5 %","homosalate 2.5 %"
"17469","OCTOCRYLENE","active",90250,2280,"I","10","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","10 %","octocrylene 10 %"
"17470","AVOBENZONE","active",90250,755,"I","2.5","%","","","N","W/W","",FALSE,"","","AVOBENZONE","2.5 %","avobenzone 2.5 %"
"17471","OCTISALATE","active",90252,12048,"I","4.75","%","","","N","W/W","",FALSE,"","","OCTISALATE","4.75 %","octisalate 4.75 %"
"17472","OCTINOXATE","active",90252,12049,"I","7.14","%","","","N","W/W","",FALSE,"","","OCTINOXATE","7.14 %","octinoxate 7.14 %"
"17473","OXYBENZONE","active",90252,33,"I","4","%","","","N","W/W","",FALSE,"","","OXYBENZONE","4 %","oxybenzone 4 %"
"17474","ATORVASTATIN (ATORVASTATIN CALCIUM)","active",90253,11366,"I","10","MG","","","N","","",FALSE,"Y","ATORVASTATIN","ATORVASTATIN","10 MG","atorvastatin (atorvastatin calcium) 10 mg"
"17475","ATORVASTATIN (ATORVASTATIN CALCIUM)","active",90254,11366,"I","20","MG","","","N","","",FALSE,"Y","ATORVASTATIN","ATORVASTATIN","20 MG","atorvastatin (atorvastatin calcium) 20 mg"
"17476","ATORVASTATIN (ATORVASTATIN CALCIUM)","active",90255,11366,"I","40","MG","","","N","","",FALSE,"Y","ATORVASTATIN","ATORVASTATIN","40 MG","atorvastatin (atorvastatin calcium) 40 mg"
"17477","ATORVASTATIN (ATORVASTATIN CALCIUM)","active",90256,11366,"I","80","MG","","","N","","",FALSE,"Y","ATORVASTATIN","ATORVASTATIN","80 MG","atorvastatin (atorvastatin calcium) 80 mg"
"17478","VITAMIN D (VITAMIN D3)","active",90259,703,"I","10000","UNIT","","","N","","HISTORIC FREEFORM TEXT: VIT D ((CHOLECALCIFEROL))",FALSE,"Y","VITAMIN D3","VITAMIN D3","10000 UNIT","vitamin d (vitamin d3) 10000 unit"
"17479","OCTOCRYLENE","active",90267,2280,"I","7","%","","","N","","",FALSE,"","","OCTOCRYLENE","7 %","octocrylene 7 %"
"17480","OXYBENZONE","active",90267,33,"I","3","%","","","N","","",FALSE,"","","OXYBENZONE","3 %","oxybenzone 3 %"
"17481","AVOBENZONE","active",90267,755,"I","3","%","","","N","","",FALSE,"","","AVOBENZONE","3 %","avobenzone 3 %"
"17482","SILDENAFIL (SILDENAFIL CITRATE)","active",90269,11854,"I","20","MG","","","N","","",FALSE,"Y","SILDENAFIL","SILDENAFIL","20 MG","sildenafil (sildenafil citrate) 20 mg"
"17483","OCTISALATE","active",90271,12048,"I","5","%","","","N","W/W","",FALSE,"","","OCTISALATE","5 %","octisalate 5 %"
"17484","HOMOSALATE","active",90271,1970,"I","8","%","","","N","W/W","",FALSE,"","","HOMOSALATE","8 %","homosalate 8 %"
"17485","OCTOCRYLENE","active",90271,2280,"I","4","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","4 %","octocrylene 4 %"
"17486","OXYBENZONE","active",90271,33,"I","4","%","","","N","W/W","",FALSE,"","","OXYBENZONE","4 %","oxybenzone 4 %"
"17487","AVOBENZONE","active",90271,755,"I","3","%","","","N","W/W","",FALSE,"","","AVOBENZONE","3 %","avobenzone 3 %"
"17488","OCTISALATE","active",90272,12048,"I","5","%","","","N","W/W","",FALSE,"","","OCTISALATE","5 %","octisalate 5 %"
"17489","HOMOSALATE","active",90272,1970,"I","8","%","","","N","W/W","",FALSE,"","","HOMOSALATE","8 %","homosalate 8 %"
"17490","OCTOCRYLENE","active",90272,2280,"I","4","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","4 %","octocrylene 4 %"
"17491","OXYBENZONE","active",90272,33,"I","5","%","","","N","W/W","",FALSE,"","","OXYBENZONE","5 %","oxybenzone 5 %"
"17492","AVOBENZONE","active",90272,755,"I","3","%","","","N","W/W","",FALSE,"","","AVOBENZONE","3 %","avobenzone 3 %"
"17493","MENTHOL","active",90273,265,"I","0.2","%","","","N","W/W","",FALSE,"","","MENTHOL","0.2 %","menthol 0.2 %"
"17494","LIDOCAINE","active",90273,9471,"I","0.7","%","","","N","W/W","",FALSE,"","","LIDOCAINE","0.7 %","lidocaine 0.7 %"
"17495","IRBESARTAN","active",90277,11776,"I","75","MG","","","N","","",FALSE,"Y","IRBESARTAN","IRBESARTAN","75 MG","irbesartan 75 mg"
"17496","IRBESARTAN","active",90278,11776,"I","150","MG","","","N","","",FALSE,"Y","IRBESARTAN","IRBESARTAN","150 MG","irbesartan 150 mg"
"17497","IRBESARTAN","active",90279,11776,"I","300","MG","","","N","","",FALSE,"Y","IRBESARTAN","IRBESARTAN","300 MG","irbesartan 300 mg"
"17498","HYDROCHLOROTHIAZIDE","active",90280,10234,"I","12.5","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","12.5 MG","hydrochlorothiazide 12.5 mg"
"17499","IRBESARTAN","active",90280,11776,"I","150","MG","","","N","","",FALSE,"Y","IRBESARTAN","IRBESARTAN","150 MG","irbesartan 150 mg"
"17500","HYDROCHLOROTHIAZIDE","active",90281,10234,"I","12.5","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","12.5 MG","hydrochlorothiazide 12.5 mg"
"17501","IRBESARTAN","active",90281,11776,"I","300","MG","","","N","","",FALSE,"Y","IRBESARTAN","IRBESARTAN","300 MG","irbesartan 300 mg"
"17502","HYDROCHLOROTHIAZIDE","active",90282,10234,"I","25","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","25 MG","hydrochlorothiazide 25 mg"
"17503","IRBESARTAN","active",90282,11776,"I","300","MG","","","N","","",FALSE,"Y","IRBESARTAN","IRBESARTAN","300 MG","irbesartan 300 mg"
"17504","LIDOCAINE HYDROCHLORIDE","active",90284,10225,"I","4","%","","","N","W/W","",FALSE,"","","LIDOCAINE HYDROCHLORIDE","4 %","lidocaine hydrochloride 4 %"
"17505","Indacaterol (Indacaterol Maleate)","active",90285,21063,"I","110","MCG","","","N","","",FALSE,"","","Indacaterol (Indacaterol Maleate)","110 MCG","indacaterol (indacaterol maleate) 110 mcg"
"17506","Glycopyrronium (Glycopyrronium Bromide)","active",90285,21481,"I","50","MCG","","","N","","",FALSE,"","","Glycopyrronium (Glycopyrronium Bromide)","50 MCG","glycopyrronium (glycopyrronium bromide) 50 mcg"
"17507","STANDARDIZED TIMOTHY GRASS POLLEN","active",90288,6333,"I","2800","UNIT","","","N","","2800 BAU PER TABLET (75,000 SQ-T)",FALSE,"","","STANDARDIZED TIMOTHY GRASS POLLEN","2800 UNIT","standardized timothy grass pollen 2800 unit"
"17508","ALEMTUZUMAB","active",90290,12491,"I","12","MG","","1.2","N","ML","(10MG/ML)",FALSE,"","","ALEMTUZUMAB","12 MG per 1.2 ML","alemtuzumab 12 mg per 1.2 mL"
"17509","WHITE PETROLATUM","active",90292,12121,"I","30","%","","","N","W/W","",FALSE,"","","WHITE PETROLATUM","30 %","white petrolatum 30 %"
"17510","SOFOSBUVIR","active",90293,22227,"I","400","MG","","","N","","",FALSE,"","","SOFOSBUVIR","400 MG","sofosbuvir 400 mg"
"17511","Vilanterol (Vilanterol trifenatate)","active",90298,22120,"I","25","MCG","","","N","BLISTER","",FALSE,"","","Vilanterol (Vilanterol trifenatate)","25 MCG","vilanterol (vilanterol trifenatate) 25 mcg"
"17512","Umeclidinium (Umeclidinium bromide)","active",90298,22230,"I","62.5","MCG","","","N","BLISTER","",FALSE,"","","Umeclidinium (Umeclidinium bromide)","62.5 MCG","umeclidinium (umeclidinium bromide) 62.5 mcg"
"17513","EFAVIRENZ","active",90299,11857,"I","600","MG","","","N","","",FALSE,"","","EFAVIRENZ","600 MG","efavirenz 600 mg"
"17514","RASAGILINE (RASAGILINE MESYLATE)","active",90300,19840,"I","0.5","MG","","","N","","",FALSE,"","","RASAGILINE (RASAGILINE MESYLATE)","0.5 MG","rasagiline (rasagiline mesylate) 0.5 mg"
"17515","RASAGILINE (RASAGILINE MESYLATE)","active",90301,19840,"I","1","MG","","","N","","",FALSE,"","","RASAGILINE (RASAGILINE MESYLATE)","1 MG","rasagiline (rasagiline mesylate) 1 mg"
"17516","AZITHROMYCIN","active",90302,424,"I","100","MG","","5","N","ML","HISTORIC FREEFORM TEXT: AZITHROMYCIN ((AS DIHYDRATE))",FALSE,"Y","AZITHROMYCIN","AZITHROMYCIN","100 MG per 5 ML","azithromycin 100 mg per 5 mL"
"17517","AZITHROMYCIN","active",90303,424,"I","200","MG","","5","N","ML","HISTORIC FREEFORM TEXT: AZITHROMYCIN ((AS DIHYDRATE))",FALSE,"Y","AZITHROMYCIN","AZITHROMYCIN","200 MG per 5 ML","azithromycin 200 mg per 5 mL"
