"","dpd_ingredient","active_ingredient_code","basis_of_strength_ing","precise_ing","ccdd","top250name","ing_stem","hydrate","ntp_ing"
"1560","VARDENAFIL (VARDENAFIL HYDROCHLORIDE)",13311,"VARDENAFIL","VARDENAFIL HYDROCHLORIDE","","","VARDENAFIL (VARDENAFIL HYDROCHLORIDE)",FALSE,"vardenafil (vardenafil hydrochloride)"
"1561","PIPERONYL BUTOXIDE",6438,"PIPERONYL BUTOXIDE","PIPERONYL BUTOXIDE","","","PIPERONYL BUTOXIDE",FALSE,"piperonyl butoxide"
"1562","DOCUSATE CALCIUM",9150,"DOCUSATE CALCIUM","DOCUSATE CALCIUM","","","DOCUSATE CALCIUM",FALSE,"docusate calcium"
"1563","DONEPEZIL HYDROCHLORIDE",11485,"DONEPEZIL HYDROCHLORIDE","DONEPEZIL HYDROCHLORIDE","Y","DONEPEZIL","DONEPEZIL",FALSE,"donepezil hydrochloride"
"1564","ORCIPRENALINE SULFATE",9867,"ORCIPRENALINE SULFATE","ORCIPRENALINE SULFATE","","","ORCIPRENALINE SULFATE",FALSE,"orciprenaline sulfate"
"1565","ARTICAINE HYDROCHLORIDE",308,"ARTICAINE HYDROCHLORIDE","ARTICAINE HYDROCHLORIDE","","","ARTICAINE HYDROCHLORIDE",FALSE,"articaine hydrochloride"
"1566","FULVESTRANT",13276,"FULVESTRANT","FULVESTRANT","","","FULVESTRANT",FALSE,"fulvestrant"
"1567","STANDARDIZED ORCHARD GRASS POLLEN",5784,"STANDARDIZED ORCHARD GRASS POLLEN","STANDARDIZED ORCHARD GRASS POLLEN","","","STANDARDIZED ORCHARD GRASS POLLEN",FALSE,"standardized orchard grass pollen"
"1568","PYRIDOXINE HYDROCHLORIDE",5008,"PYRIDOXINE HYDROCHLORIDE","PYRIDOXINE HYDROCHLORIDE","","","PYRIDOXINE HYDROCHLORIDE",FALSE,"pyridoxine hydrochloride"
"1569","NAFARELIN (NAFARELIN ACETATE)",11439,"NAFARELIN","NAFARELIN ACETATE","","","NAFARELIN (NAFARELIN ACETATE)",FALSE,"nafarelin (nafarelin acetate)"
"1570","CETIRIZINE HYDROCHLORIDE",7942,"CETIRIZINE HYDROCHLORIDE","CETIRIZINE HYDROCHLORIDE","Y","CETIRIZINE","CETIRIZINE",FALSE,"cetirizine hydrochloride"
"1571","D-PENICILLAMINE",10302,"D-PENICILLAMINE","D-PENICILLAMINE","","","D-PENICILLAMINE",FALSE,"d-penicillamine"
"1572","CORBADRINE (CORBADRINE HYDROCHLORIDE)",5645,"CORBADRINE","CORBADRINE HYDROCHLORIDE","","","CORBADRINE (CORBADRINE HYDROCHLORIDE)",FALSE,"corbadrine (corbadrine hydrochloride)"
"1573","DESVENLAFAXINE (DESVENLAFAXINE SUCCINATE)",20430,"DESVENLAFAXINE","DESVENLAFAXINE SUCCINATE","Y","DESVENLAFAXINE","DESVENLAFAXINE",FALSE,"desvenlafaxine (desvenlafaxine succinate)"
"1574","VITAMIN D3 (CHOLECALCIFEROL)",4922,"VITAMIN D3","CHOLECALCIFEROL","Y","VITAMIN D3","VITAMIN D3",FALSE,"vitamin d3 (cholecalciferol)"
"1575","BENDAMUSTINE HYDROCHLORIDE",13270,"BENDAMUSTINE HYDROCHLORIDE","BENDAMUSTINE HYDROCHLORIDE","","","BENDAMUSTINE HYDROCHLORIDE",FALSE,"bendamustine hydrochloride"
"1576","MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE)",11182,"MINOCYCLINE","MINOCYCLINE HYDROCHLORIDE","Y","MINOCYCLINE","MINOCYCLINE",FALSE,"minocycline (minocycline hydrochloride)"
"1577","FLURBIPROFEN",1914,"FLURBIPROFEN","FLURBIPROFEN","","","FLURBIPROFEN",FALSE,"flurbiprofen"
"1578","LENALIDOMIDE",20185,"LENALIDOMIDE","LENALIDOMIDE","","","LENALIDOMIDE",FALSE,"lenalidomide"
"1579","Lurasidone Hydrochloride",21372,"Lurasidone Hydrochloride","Lurasidone Hydrochloride","","","Lurasidone Hydrochloride",FALSE,"lurasidone hydrochloride"
"1580","QUININE SULFATE",7234,"QUININE SULFATE","QUININE SULFATE","Y","QUININE","QUININE",FALSE,"quinine sulfate"
"1581","PERFLUTREN",12053,"PERFLUTREN","PERFLUTREN","","","PERFLUTREN",FALSE,"perflutren"
"1582","APREMILAST",22541,"APREMILAST","APREMILAST","","","APREMILAST",FALSE,"apremilast"
"1583","ETHINYL ESTRADIOL",7426,"ETHINYL ESTRADIOL","ETHINYL ESTRADIOL","Y","ETHINYL ESTRADIOL","ETHINYL ESTRADIOL",FALSE,"ethinyl estradiol"
"1584","CISPLATIN",13121,"CISPLATIN","CISPLATIN","","","CISPLATIN",FALSE,"cisplatin"
"1585","PROPOFOL",8209,"PROPOFOL","PROPOFOL","","","PROPOFOL",FALSE,"propofol"
"1586","DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE)",11213,"DORZOLAMIDE","DORZOLAMIDE HYDROCHLORIDE","Y","DORZOLAMIDE","DORZOLAMIDE",FALSE,"dorzolamide (dorzolamide hydrochloride)"
"1587","MILRINONE (MILRINONE LACTATE)",1216,"MILRINONE","MILRINONE LACTATE","","","MILRINONE (MILRINONE LACTATE)",FALSE,"milrinone (milrinone lactate)"
"1588","ZUCLOPENTHIXOL DECANOATE",190,"ZUCLOPENTHIXOL DECANOATE","ZUCLOPENTHIXOL DECANOATE","","","ZUCLOPENTHIXOL DECANOATE",FALSE,"zuclopenthixol decanoate"
"1589","MYCOPHENOLATE MOFETIL",118,"MYCOPHENOLATE MOFETIL","MYCOPHENOLATE MOFETIL","","","MYCOPHENOLATE MOFETIL",FALSE,"mycophenolate mofetil"
"1590","CALCIUM LEVULINATE",4809,"CALCIUM LEVULINATE","CALCIUM LEVULINATE","","","CALCIUM LEVULINATE",FALSE,"calcium levulinate"
"1591","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135",7667,"MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135","","","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135",FALSE,"meningococcal polysaccharide antigen group w-135"
"1592","IMIPENEM",1390,"IMIPENEM","IMIPENEM","","","IMIPENEM",FALSE,"imipenem"
"1593","CHROMIUM (CHROMIC CHLORIDE)",2001,"CHROMIUM","CHROMIC CHLORIDE","","","CHROMIUM (CHROMIC CHLORIDE)",FALSE,"chromium (chromic chloride)"
"1594","OXTRIPHYLLINE",10278,"OXTRIPHYLLINE","OXTRIPHYLLINE","","","OXTRIPHYLLINE",FALSE,"oxtriphylline"
"1595","CHLORZOXAZONE",5883,"CHLORZOXAZONE","CHLORZOXAZONE","","","CHLORZOXAZONE",FALSE,"chlorzoxazone"
"1596","TELMISARTAN",11907,"TELMISARTAN","TELMISARTAN","Y","TELMISARTAN","TELMISARTAN",FALSE,"telmisartan"
"1597","DEXTRAN 40",3054,"DEXTRAN 40","DEXTRAN 40","","","DEXTRAN 40",FALSE,"dextran 40"
"1598","DILTIAZEM HYDROCHLORIDE",1926,"DILTIAZEM HYDROCHLORIDE","DILTIAZEM HYDROCHLORIDE","Y","DILTIAZEM","DILTIAZEM",FALSE,"diltiazem hydrochloride"
"1599","ACARBOSE",917,"ACARBOSE","ACARBOSE","","","ACARBOSE",FALSE,"acarbose"
"1600","EPROSARTAN (EPROSARTAN MESYLATE)",11894,"EPROSARTAN","EPROSARTAN MESYLATE","","","EPROSARTAN (EPROSARTAN MESYLATE)",FALSE,"eprosartan (eprosartan mesylate)"
"1601","Prasugrel (Prasugrel Hydrochloride)",20588,"Prasugrel","Prasugrel Hydrochloride","","","Prasugrel (Prasugrel Hydrochloride)",FALSE,"prasugrel (prasugrel hydrochloride)"
"1602","GLIMEPIRIDE",12597,"GLIMEPIRIDE","GLIMEPIRIDE","","","GLIMEPIRIDE",FALSE,"glimepiride"
"1603","NADROPARIN CALCIUM",11714,"NADROPARIN CALCIUM","NADROPARIN CALCIUM",NA,NA,NA,NA,NA
"1604","APIS MELLIFERA VENOM PROTEIN EXTRACT",7640,"APIS MELLIFERA VENOM PROTEIN EXTRACT","APIS MELLIFERA VENOM PROTEIN EXTRACT","","","APIS MELLIFERA VENOM PROTEIN EXTRACT",FALSE,"apis mellifera venom protein extract"
"1605","LISINOPRIL (LISINOPRIL DIHYDRATE)",1253,"LISINOPRIL","LISINOPRIL DIHYDRATE","Y","LISINOPRIL","LISINOPRIL",TRUE,"lisinopril"
"1606","ROCURONIUM BROMIDE",349,"ROCURONIUM BROMIDE","ROCURONIUM BROMIDE","","","ROCURONIUM BROMIDE",FALSE,"rocuronium bromide"
"1607","CHLORAMBUCIL",10153,"CHLORAMBUCIL","CHLORAMBUCIL",NA,NA,NA,NA,NA
"1608","HOMOSALATE",1970,"HOMOSALATE","HOMOSALATE","","","HOMOSALATE",FALSE,"homosalate"
"1609","ZAFIRLUKAST",11685,"ZAFIRLUKAST","ZAFIRLUKAST","","","ZAFIRLUKAST",FALSE,"zafirlukast"
"1610","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED",12360,"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED","","","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED",FALSE,"vibrio cholerae ogawa 50 classical biotype, formalin inactivated"
"1611","Ibrutinib",22542,"Ibrutinib","Ibrutinib","","","Ibrutinib",FALSE,"ibrutinib"
"1612","TESTOSTERONE ENANTHATE",7486,"TESTOSTERONE ENANTHATE","TESTOSTERONE ENANTHATE","Y","TESTOSTERONE","TESTOSTERONE",FALSE,"testosterone enanthate"
"1613","DIMETHICONE",433,"DIMETHICONE","DIMETHICONE","","","DIMETHICONE",FALSE,"dimethicone"
"1614","SACUBITRIL (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX)",22647,"SACUBITRIL","SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX",NA,NA,NA,NA,NA
"1615","CAT (FELIS DOMESTICUS) PELT AND CAT DANDER",11833,"CAT (FELIS DOMESTICUS) PELT AND CAT DANDER","FELIS DOMESTICUS","","","CAT (FELIS DOMESTICUS) PELT AND CAT DANDER",FALSE,"cat (felis domesticus) pelt and cat dander"
"1616","ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE)",13584,"ATOMOXETINE","ATOMOXETINE HYDROCHLORIDE","Y","ATOMOXETINE","ATOMOXETINE",FALSE,"atomoxetine (atomoxetine hydrochloride)"
"1617","LUMACAFTOR",22685,"LUMACAFTOR","LUMACAFTOR","","","LUMACAFTOR",FALSE,"lumacaftor"
"1618","LOSARTAN POTASSIUM",144,"LOSARTAN POTASSIUM","LOSARTAN POTASSIUM","Y","LOSARTAN","LOSARTAN",FALSE,"losartan potassium"
"1619","IOHEXOL",8092,"IOHEXOL","IOHEXOL","","","IOHEXOL",FALSE,"iohexol"
"1620","PYRILAMINE MALEATE",7155,"PYRILAMINE MALEATE","PYRILAMINE MALEATE","","","PYRILAMINE MALEATE",FALSE,"pyrilamine maleate"
"1621","PODOPHYLLIN",6689,"PODOPHYLLIN","PODOPHYLLIN","","","PODOPHYLLIN",FALSE,"podophyllin"
"1622","CHORIONIC GONADOTROPIN",7358,"CHORIONIC GONADOTROPIN","CHORIONIC GONADOTROPIN","","","CHORIONIC GONADOTROPIN",FALSE,"chorionic gonadotropin"
"1623","SUMATRIPTAN (SUMATRIPTAN HEMISULFATE)",11323,"SUMATRIPTAN","SUMATRIPTAN HEMISULFATE","Y","SUMATRIPTAN","SUMATRIPTAN",FALSE,"sumatriptan (sumatriptan hemisulfate)"
"1624","PARACHLOROPHENOL",17827,"PARACHLOROPHENOL","PARACHLOROPHENOL","","","PARACHLOROPHENOL",FALSE,"parachlorophenol"
"1625","BLEOMYCIN (BLEOMYCIN SULFATE)",11448,"BLEOMYCIN","BLEOMYCIN SULFATE","","","BLEOMYCIN (BLEOMYCIN SULFATE)",FALSE,"bleomycin (bleomycin sulfate)"
"1626","PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)",9401,"PENTAZOCINE","PENTAZOCINE HYDROCHLORIDE","","","PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)",FALSE,"pentazocine (pentazocine hydrochloride)"
"1627","SORAFENIB (SORAFENIB TOSYLATE)",15231,"SORAFENIB","SORAFENIB TOSYLATE","","","SORAFENIB (SORAFENIB TOSYLATE)",FALSE,"sorafenib (sorafenib tosylate)"
"1628","ANTI-INHIBITOR COAGULANT COMPLEX",96,"ANTI-INHIBITOR COAGULANT COMPLEX","ANTI-INHIBITOR COAGULANT COMPLEX","","","ANTI-INHIBITOR COAGULANT COMPLEX",FALSE,"anti-inhibitor coagulant complex"
"1629","AVOBENZONE",755,"AVOBENZONE","AVOBENZONE","","","AVOBENZONE",FALSE,"avobenzone"
"1630","CISATRACURIUM (CISATRACURIUM BESYLATE)",11084,"CISATRACURIUM","CISATRACURIUM BESYLATE","","","CISATRACURIUM (CISATRACURIUM BESYLATE)",FALSE,"cisatracurium (cisatracurium besylate)"
"1631","L-LEUCINE HYDROCHLORIDE",751,"L-LEUCINE HYDROCHLORIDE","L-LEUCINE HYDROCHLORIDE","","","L-LEUCINE HYDROCHLORIDE",FALSE,"l-leucine hydrochloride"
"1632","PHENYTOIN SODIUM",10207,"PHENYTOIN SODIUM","PHENYTOIN SODIUM","Y","PHENYTOIN","PHENYTOIN SODIUM",FALSE,"phenytoin sodium"
"1633","DOPAMINE HYDROCHLORIDE",2322,"DOPAMINE HYDROCHLORIDE","DOPAMINE HYDROCHLORIDE","","","DOPAMINE HYDROCHLORIDE",FALSE,"dopamine hydrochloride"
"1634","PHOSPHOLIPID",10282,"PHOSPHOLIPID","PHOSPHOLIPID","","","PHOSPHOLIPID",FALSE,"phospholipid"
"1635","TROMETAMOL",13337,"TROMETAMOL","TROMETAMOL","","","TROMETAMOL",FALSE,"trometamol"
"1636","RISPERIDONE (RISPERIDONE TARTRATE)",723,"RISPERIDONE","RISPERIDONE TARTRATE","Y","RISPERIDONE","RISPERIDONE",FALSE,"risperidone (risperidone tartrate)"
"1637","Umeclidinium (Umeclidinium bromide)",22230,"Umeclidinium","Umeclidinium bromide","","","Umeclidinium (Umeclidinium bromide)",FALSE,"umeclidinium (umeclidinium bromide)"
"1638","ETONOGESTREL",13323,"ETONOGESTREL","ETONOGESTREL","Y","ETONOGESTREL","ETONOGESTREL",FALSE,"etonogestrel"
"1639","NIZATIDINE",1305,"NIZATIDINE","NIZATIDINE","","","NIZATIDINE",FALSE,"nizatidine"
"1640","Tofacitinib (Tofacitinib citrate)",22274,"Tofacitinib","Tofacitinib citrate","","","Tofacitinib (Tofacitinib citrate)",FALSE,"tofacitinib (tofacitinib citrate)"
"1641","INSULIN ISOPHANE INJECTION PORK",7650,"INSULIN ISOPHANE INJECTION PORK","INSULIN ISOPHANE INJECTION PORK","","","INSULIN ISOPHANE INJECTION PORK",FALSE,"insulin isophane injection pork"
"1642","BASILIXIMAB",12027,"BASILIXIMAB","BASILIXIMAB","","","BASILIXIMAB",FALSE,"basiliximab"
"1643","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID",390,"TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID","","","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID",FALSE,"terephthalylidene dicamphor sulfonic acid"
"1644","THIOPROPERAZINE (THIOPROPERAZINE MESYLATE)",7999,"THIOPROPERAZINE","THIOPROPERAZINE MESYLATE","","","THIOPROPERAZINE (THIOPROPERAZINE MESYLATE)",FALSE,"thioproperazine (thioproperazine mesylate)"
"1645","CHLORAMPHENICOL (CHLORAMPHENICOL SODIUM SUCCINATE)",16112,"CHLORAMPHENICOL","CHLORAMPHENICOL SODIUM SUCCINATE","","","CHLORAMPHENICOL (CHLORAMPHENICOL SODIUM SUCCINATE)",FALSE,"chloramphenicol (chloramphenicol sodium succinate)"
"1646","CLINDAMYCIN (CLINDAMYCIN PHOSPHATE)",8551,"CLINDAMYCIN","CLINDAMYCIN PHOSPHATE","Y","CLINDAMYCIN","CLINDAMYCIN",FALSE,"clindamycin (clindamycin phosphate)"
"1647","ZINC ACETATE",6353,"ZINC ACETATE","ZINC ACETATE","","","ZINC ACETATE",FALSE,"zinc acetate"
"1648","MINERAL OIL",7140,"MINERAL OIL","MINERAL OIL","","","MINERAL OIL",FALSE,"mineral oil"
"1649","THYROID",6617,"THYROID","THYROID","","","THYROID",FALSE,"thyroid"
"1650","CEPHALEXIN (CEPHALEXIN MONOHYDRATE)",8376,"CEPHALEXIN","CEPHALEXIN MONOHYDRATE","Y","CEPHALEXIN","CEPHALEXIN",TRUE,"cephalexin"
"1651","INACTIVATED POLIOVIRUS TYPE II",11934,"INACTIVATED POLIOVIRUS TYPE II","INACTIVATED POLIOVIRUS TYPE II","","","INACTIVATED POLIOVIRUS TYPE II",FALSE,"inactivated poliovirus type ii"
"1652","Ruxolitinib (Ruxolitinib Phosphate)",21376,"Ruxolitinib","Ruxolitinib Phosphate","","","Ruxolitinib (Ruxolitinib Phosphate)",FALSE,"ruxolitinib (ruxolitinib phosphate)"
"1653","L-LYSINE (L-LYSINE HYDROCHLORIDE)",193,"L-LYSINE","L-LYSINE HYDROCHLORIDE","","","L-LYSINE (L-LYSINE HYDROCHLORIDE)",FALSE,"l-lysine (l-lysine hydrochloride)"
"1654","NAPHAZOLINE NITRATE",5642,"NAPHAZOLINE NITRATE","NAPHAZOLINE NITRATE","","","NAPHAZOLINE NITRATE",FALSE,"naphazoline nitrate"
"1655","GADODIAMIDE",420,"GADODIAMIDE","GADODIAMIDE","","","GADODIAMIDE",FALSE,"gadodiamide"
"1656","IVERMECTIN",623,"IVERMECTIN","IVERMECTIN","","","IVERMECTIN",FALSE,"ivermectin"
"1657","HYDROCODONE BITARTRATE",6161,"HYDROCODONE BITARTRATE","HYDROCODONE BITARTRATE","","","HYDROCODONE BITARTRATE",FALSE,"hydrocodone bitartrate"
"1658","HYDROXYUREA",10140,"HYDROXYUREA","HYDROXYUREA","","","HYDROXYUREA",FALSE,"hydroxyurea"
"1659","ROMIPLOSTIM",20436,"ROMIPLOSTIM","ROMIPLOSTIM","","","ROMIPLOSTIM",FALSE,"romiplostim"
"1660","VELAGLUCERASE ALFA",20635,"VELAGLUCERASE ALFA","VELAGLUCERASE ALFA","","","VELAGLUCERASE ALFA",FALSE,"velaglucerase alfa"
"1661","CHROMIUM (CHROMIUM HVP CHELATE)",2001,"CHROMIUM","CHROMIUM HVP CHELATE","","","CHROMIUM (CHROMIUM HVP CHELATE)",FALSE,"chromium (chromium hvp chelate)"
"1662","INSULIN LISPRO PROTAMINE SUSPENSION",12028,"INSULIN LISPRO PROTAMINE SUSPENSION","INSULIN LISPRO PROTAMINE SUSPENSION","","","INSULIN LISPRO PROTAMINE SUSPENSION",FALSE,"insulin lispro protamine suspension"
"1663","CALCIUM GLUCONATE",4808,"CALCIUM GLUCONATE","CALCIUM GLUCONATE","","","CALCIUM GLUCONATE",FALSE,"calcium gluconate"
"1664","LANSOPRAZOLE",180,"LANSOPRAZOLE","LANSOPRAZOLE","Y","LANSOPRAZOLE","LANSOPRAZOLE",FALSE,"lansoprazole"
"1665","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20",20655,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20",FALSE,"pneumococcal polysaccharide serotype 20"
"1666","GALANTAMINE (GALANTAMINE HYDROBROMIDE)",12329,"GALANTAMINE","GALANTAMINE HYDROBROMIDE","Y","GALANTAMINE","GALANTAMINE",FALSE,"galantamine (galantamine hydrobromide)"
"1667","PROGESTERONE",7554,"PROGESTERONE","PROGESTERONE","Y","PROGESTERONE","PROGESTERONE",FALSE,"progesterone"
"1668","Teriflunomide",22169,"Teriflunomide","Teriflunomide","","","Teriflunomide",FALSE,"teriflunomide"
"1669","OLANZAPINE (OLANZAPINE TARTRATE)",1,"OLANZAPINE","OLANZAPINE TARTRATE","Y","OLANZAPINE","OLANZAPINE",FALSE,"olanzapine (olanzapine tartrate)"
"1670","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C",19043,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C","","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C",FALSE,"meningococcal polysaccharide-diphtheria toxoid conjugate, group c"
"1671","BISOCTRIZOLE",20446,"BISOCTRIZOLE","BISOCTRIZOLE","","","BISOCTRIZOLE",FALSE,"bisoctrizole"
"1672","PENTOXIFYLLINE",1929,"PENTOXIFYLLINE","PENTOXIFYLLINE","","","PENTOXIFYLLINE",FALSE,"pentoxifylline"
"1673","RUFINAMIDE",20811,"RUFINAMIDE","RUFINAMIDE","","","RUFINAMIDE",FALSE,"rufinamide"
"1674","Recombinant human coagulation factor IX, FC Fusion protein",22263,"Recombinant human coagulation factor IX, FC Fusion protein","Recombinant human coagulation factor IX, FC Fusion protein",NA,NA,NA,NA,NA
"1675","HYDROCORTISONE VALERATE",7509,"HYDROCORTISONE VALERATE","HYDROCORTISONE VALERATE","Y","HYDROCORTISONE","HYDROCORTISONE",FALSE,"hydrocortisone valerate"
"1676","MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)",11343,"MITOXANTRONE","MITOXANTRONE HYDROCHLORIDE","","","MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)",FALSE,"mitoxantrone (mitoxantrone hydrochloride)"
"1677","PRIMIDONE",8265,"PRIMIDONE","PRIMIDONE","","","PRIMIDONE",FALSE,"primidone"
"1678","OPIUM",6897,"OPIUM","OPIUM","","","OPIUM",FALSE,"opium"
"1679","LODOXAMIDE (LODOXAMIDE TROMETHAMINE)",11177,"LODOXAMIDE","LODOXAMIDE TROMETHAMINE",NA,NA,NA,NA,NA
"1680","TRIAMCINOLONE HEXACETONIDE",7582,"TRIAMCINOLONE HEXACETONIDE","TRIAMCINOLONE HEXACETONIDE",NA,NA,NA,NA,NA
"1681","NAPROXEN",2414,"NAPROXEN","NAPROXEN","Y","NAPROXEN","NAPROXEN",FALSE,"naproxen"
"1682","DICLOFENAC DIETHYLAMINE",20061,"DICLOFENAC DIETHYLAMINE","DICLOFENAC DIETHYLAMINE","Y","DICLOFENAC","DICLOFENAC",FALSE,"diclofenac diethylamine"
"1683","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE, RIBOFLAVIN-5-PHOSPHATE)",5000,"D-PANTOTHENIC ACID","CALCIUM D-PANTOTHENATE, RIBOFLAVIN-5-PHOSPHATE","","","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE, RIBOFLAVIN-5-PHOSPHATE)",FALSE,"d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate)"
"1684","BENZYDAMINE HYDROCHLORIDE",2047,"BENZYDAMINE HYDROCHLORIDE","BENZYDAMINE HYDROCHLORIDE","","","BENZYDAMINE HYDROCHLORIDE",FALSE,"benzydamine hydrochloride"
"1685","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED",12359,"VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED","","","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED",FALSE,"vibrio cholerae ogawa 50 classical biotype, heat inactivated"
"1686","Influenza Virus Type A (H3N2)",20599,"Influenza Virus Type A","H3N2","","","Influenza Virus Type A (H3N2)",FALSE,"influenza virus type a (h3n2)"
"1687","BETAMETHASONE (BETAMETHASONE VALERATE)",7610,"BETAMETHASONE","BETAMETHASONE VALERATE","Y","BETAMETHASONE","BETAMETHASONE (BASE)",FALSE,"betamethasone (betamethasone valerate)"
"1688","BUPRENORPHINE",12033,"BUPRENORPHINE","BUPRENORPHINE","Y","BUPRENORPHINE","BUPRENORPHINE",FALSE,"buprenorphine"
"1689","NADOLOL",2099,"NADOLOL","NADOLOL","","","NADOLOL",FALSE,"nadolol"
"1690","IDOXURIDINE",8313,"IDOXURIDINE","IDOXURIDINE","","","IDOXURIDINE",FALSE,"idoxuridine"
"1691","CONJUGATED ESTROGENS",12708,"CONJUGATED ESTROGENS","CONJUGATED ESTROGENS","Y","ESTROGENIC SUB,CONJUGATED","CONJUGATED ESTROGENS",FALSE,"conjugated estrogens"
"1692","ERGOTAMINE TARTRATE",9252,"ERGOTAMINE TARTRATE","ERGOTAMINE TARTRATE","","","ERGOTAMINE TARTRATE",FALSE,"ergotamine tartrate"
"1693","CEFTAZIDIME",8344,"CEFTAZIDIME","CEFTAZIDIME","","","CEFTAZIDIME",FALSE,"ceftazidime"
"1694","DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE)",11085,"DOBUTAMINE","DOBUTAMINE HYDROCHLORIDE","","","DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE)",FALSE,"dobutamine (dobutamine hydrochloride)"
"1695","HYPROLOSE",13317,"HYPROLOSE","HYPROLOSE","","","HYPROLOSE",FALSE,"hyprolose"
"1696","TAMOXIFEN (TAMOXIFEN CITRATE)",11164,"TAMOXIFEN","TAMOXIFEN CITRATE","","","TAMOXIFEN (TAMOXIFEN CITRATE)",FALSE,"tamoxifen (tamoxifen citrate)"
"1697","METOPROLOL TARTRATE",2167,"METOPROLOL TARTRATE","METOPROLOL TARTRATE","Y","METOPROLOL","METOPROLOL",FALSE,"metoprolol tartrate"
"1698","L-VALINE",939,"L-VALINE","L-VALINE","","","L-VALINE",FALSE,"l-valine"
"1699","NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)",20378,"NILOTINIB","NILOTINIB HYDROCHLORIDE MONOHYDRATE","","","NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)",TRUE,"nilotinib (nilotinib hydrochloride monohydrate)"
"1700","Afatinib (Afatinib Dimaleate)",22160,"Afatinib","Afatinib Dimaleate","","","Afatinib (Afatinib Dimaleate)",FALSE,"afatinib (afatinib dimaleate)"
"1701","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE",20445,"SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE","","","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE",TRUE,"sodium phosphate monobasic, monohydrate"
"1702","POLLEN AND NON POLLEN",13830,"POLLEN AND NON POLLEN","POLLEN AND NON POLLEN","","","POLLEN AND NON POLLEN",FALSE,"pollen and non pollen"
"1703","SODIUM CHLORIDE",55,"SODIUM CHLORIDE","SODIUM CHLORIDE","","","SODIUM CHLORIDE",FALSE,"sodium chloride"
"1704","ETHOSUXIMIDE",6363,"ETHOSUXIMIDE","ETHOSUXIMIDE","","","ETHOSUXIMIDE",FALSE,"ethosuximide"
"1705","NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE)",20137,"NALOXONE","NALOXONE HYDROCHLORIDE DIHYDRATE","Y","NALOXONE","NALOXONE",TRUE,"naloxone (naloxone hydrochloride)"
