"","DRUG_CODE","DRUG_IDENTIFICATION_NUMBER","DPD_BRAND_NAME","ai_set_str","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","COMPANY_NAME","ai_set","ai_group","AI_GROUP_NO"
"4007","87849","02393255","ACT TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","TELMISARTAN","0138223","0138223002"
"4008","88035","02395231","TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","PRO DOC LIMITEE","TELMISARTAN","0138223","0138223002"
"4009","88051","02395428","RAN-TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","TELMISARTAN","0138223","0138223002"
"4010","89218","02407493","TELMISARTAN TABLETS","TELMISARTAN 80 MG","TABLET","ORAL","ACCORD HEALTHCARE INC","TELMISARTAN","0138223","0138223002"
"4011","90470","02420090","APO-TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","APOTEX INC","TELMISARTAN","0138223","0138223002"
"4012","91731","02432900","TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","PHARMASCIENCE INC","TELMISARTAN","0138223","0138223002"
"4013","91852","02434172","VAN-TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","VANC PHARMACEUTICALS INC","TELMISARTAN","0138223","0138223002"
"4014","94013","02453576","AURO-TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","AURO PHARMA INC","TELMISARTAN","0138223","0138223002"
"4015","43438","02225964","APO-TEMAZEPAM","TEMAZEPAM 15 MG","CAPSULE","ORAL","APOTEX INC","TEMAZEPAM","0114415","0114415002"
"4016","47988","02229760","TEMAZEPAM-15","TEMAZEPAM 15 MG","CAPSULE","ORAL","PRO DOC LIMITEE","TEMAZEPAM","0114415","0114415002"
"4017","48627","02230095","TEVA-TEMAZEPAM","TEMAZEPAM 15 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","TEMAZEPAM","0114415","0114415002"
"4018","5616","00604453","RESTORIL","TEMAZEPAM 15 MG","CAPSULE","ORAL","ASPRI PHARMA CANADA INC","TEMAZEPAM","0114415","0114415002"
"4019","75853","02273039","PMS-TEMAZEPAM","TEMAZEPAM 15 MG","CAPSULE","ORAL","PHARMASCIENCE INC","TEMAZEPAM","0114415","0114415002"
"4020","43439","02225972","APO-TEMAZEPAM","TEMAZEPAM 30 MG","CAPSULE","ORAL","APOTEX INC","TEMAZEPAM","0114415","0114415001"
"4021","47989","02229761","TEMAZEPAM-30","TEMAZEPAM 30 MG","CAPSULE","ORAL","PRO DOC LIMITEE","TEMAZEPAM","0114415","0114415001"
"4022","48634","02230102","TEVA-TEMAZEPAM","TEMAZEPAM 30 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","TEMAZEPAM","0114415","0114415001"
"4023","5618","00604461","RESTORIL","TEMAZEPAM 30 MG","CAPSULE","ORAL","ASPRI PHARMA CANADA INC","TEMAZEPAM","0114415","0114415001"
"4024","75854","02273047","PMS-TEMAZEPAM","TEMAZEPAM 30 MG","CAPSULE","ORAL","PHARMASCIENCE INC","TEMAZEPAM","0114415","0114415001"
"4025","50069","02230805","TEVA-TERAZOSIN","TERAZOSIN 1 MG","TABLET","ORAL","TEVA CANADA LIMITED","TERAZOSIN","0136978","0136978001"
"4026","55839","02234502","APO-TERAZOSIN","TERAZOSIN 1 MG","TABLET","ORAL","APOTEX INC","TERAZOSIN","0136978","0136978001"
"4027","60810","02237476","TERAZOSIN-1","TERAZOSIN 1 MG","TABLET","ORAL","PRO DOC LIMITEE","TERAZOSIN","0136978","0136978001"
"4028","67437","02243518","PMS-TERAZOSIN","TERAZOSIN 1 MG","TABLET","ORAL","PHARMASCIENCE INC","TERAZOSIN","0136978","0136978001"
"4029","67679","02243746","DOM-TERAZOSIN","TERAZOSIN 1 MG","TABLET","ORAL","DOMINION PHARMACAL","TERAZOSIN","0136978","0136978001"
"4030","70727","02246544","PHL-TERAZOSIN","TERAZOSIN 1 MG","TABLET","ORAL","PHARMEL INC","TERAZOSIN","0136978","0136978001"
"4031","83568","02350475","TERAZOSIN","TERAZOSIN 1 MG","TABLET","ORAL","SANIS HEALTH INC","TERAZOSIN","0136978","0136978001"
"4032","50072","02230808","TEVA-TERAZOSIN","TERAZOSIN 10 MG","TABLET","ORAL","TEVA CANADA LIMITED","TERAZOSIN","0136978","0136978004"
"4033","55842","02234505","APO-TERAZOSIN","TERAZOSIN 10 MG","TABLET","ORAL","APOTEX INC","TERAZOSIN","0136978","0136978004"
"4034","60813","02237479","TERAZOSIN-10","TERAZOSIN 10 MG","TABLET","ORAL","PRO DOC LIMITEE","TERAZOSIN","0136978","0136978004"
"4035","67440","02243521","PMS-TERAZOSIN","TERAZOSIN 10 MG","TABLET","ORAL","PHARMASCIENCE INC","TERAZOSIN","0136978","0136978004"
"4036","67682","02243749","DOM-TERAZOSIN","TERAZOSIN 10 MG","TABLET","ORAL","DOMINION PHARMACAL","TERAZOSIN","0136978","0136978004"
"4037","70730","02246547","PHL-TERAZOSIN","TERAZOSIN 10 MG","TABLET","ORAL","PHARMEL INC","TERAZOSIN","0136978","0136978004"
"4038","83571","02350505","TERAZOSIN","TERAZOSIN 10 MG","TABLET","ORAL","SANIS HEALTH INC","TERAZOSIN","0136978","0136978004"
"4039","50070","02230806","TEVA-TERAZOSIN","TERAZOSIN 2 MG","TABLET","ORAL","TEVA CANADA LIMITED","TERAZOSIN","0136978","0136978002"
"4040","55840","02234503","APO-TERAZOSIN","TERAZOSIN 2 MG","TABLET","ORAL","APOTEX INC","TERAZOSIN","0136978","0136978002"
"4041","60811","02237477","TERAZOSIN-2","TERAZOSIN 2 MG","TABLET","ORAL","PRO DOC LIMITEE","TERAZOSIN","0136978","0136978002"
"4042","67438","02243519","PMS-TERAZOSIN","TERAZOSIN 2 MG","TABLET","ORAL","PHARMASCIENCE INC","TERAZOSIN","0136978","0136978002"
"4043","67680","02243747","DOM-TERAZOSIN","TERAZOSIN 2 MG","TABLET","ORAL","DOMINION PHARMACAL","TERAZOSIN","0136978","0136978002"
"4044","70728","02246545","PHL-TERAZOSIN","TERAZOSIN 2 MG","TABLET","ORAL","PHARMEL INC","TERAZOSIN","0136978","0136978002"
"4045","83569","02350483","TERAZOSIN","TERAZOSIN 2 MG","TABLET","ORAL","SANIS HEALTH INC","TERAZOSIN","0136978","0136978002"
"4046","50071","02230807","TEVA-TERAZOSIN","TERAZOSIN 5 MG","TABLET","ORAL","TEVA CANADA LIMITED","TERAZOSIN","0136978","0136978003"
"4047","55841","02234504","APO-TERAZOSIN","TERAZOSIN 5 MG","TABLET","ORAL","APOTEX INC","TERAZOSIN","0136978","0136978003"
"4048","60812","02237478","TERAZOSIN-5","TERAZOSIN 5 MG","TABLET","ORAL","PRO DOC LIMITEE","TERAZOSIN","0136978","0136978003"
"4049","67439","02243520","PMS-TERAZOSIN","TERAZOSIN 5 MG","TABLET","ORAL","PHARMASCIENCE INC","TERAZOSIN","0136978","0136978003"
"4050","67681","02243748","DOM-TERAZOSIN","TERAZOSIN 5 MG","TABLET","ORAL","DOMINION PHARMACAL","TERAZOSIN","0136978","0136978003"
"4051","70729","02246546","PHL-TERAZOSIN","TERAZOSIN 5 MG","TABLET","ORAL","PHARMEL INC","TERAZOSIN","0136978","0136978003"
"4052","83570","02350491","TERAZOSIN","TERAZOSIN 5 MG","TABLET","ORAL","SANIS HEALTH INC","TERAZOSIN","0136978","0136978003"
"4053","13990","02031116","LAMISIL TAB 250MG","TERBINAFINE 250 MG","TABLET","ORAL","NOVARTIS PHARMACEUTICALS CANADA INC","TERBINAFINE","0132855","0132855002"
"4054","63385","02239893","APO-TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","APOTEX INC","TERBINAFINE","0132855","0132855002"
"4055","63887","02240346","TEVA-TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","TEVA CANADA LIMITED","TERBINAFINE","0132855","0132855002"
"4056","64398","02240807","PMS-TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","PHARMASCIENCE INC","TERBINAFINE","0132855","0132855002"
"4057","66246","02242503","MYLAN-TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","TERBINAFINE","0132855","0132855002"
"4058","66543","02242735","TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","PRO DOC LIMITEE","TERBINAFINE","0132855","0132855002"
"4059","73989","02254727","ACT TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","TERBINAFINE","0132855","0132855002"
"4060","74755","02262177","SANDOZ-TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","TERBINAFINE","0132855","0132855002"
"4061","74833","02262924","RIVA-TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","LABORATOIRE RIVA INC","TERBINAFINE","0132855","0132855002"
"4062","77963","02294273","PMS-TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","PHARMASCIENCE INC","TERBINAFINE","0132855","0132855002"
"4063","78466","02299275","DOM-TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","DOMINION PHARMACAL","TERBINAFINE","0132855","0132855002"
"4064","80558","02320134","AURO-TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","AURO PHARMA INC","TERBINAFINE","0132855","0132855002"
"4065","83835","02353121","TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","SANIS HEALTH INC","TERBINAFINE","0132855","0132855002"
"4066","84217","02357070","JAMP-TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","TERBINAFINE","0132855","0132855002"
"4067","87091","02385279","TERBINAFINE","TERBINAFINE 250 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","TERBINAFINE","0132855","0132855002"
"4068","69384","02245345","ANDROGEL","TESTOSTERONE 1 %","GEL","TOPICAL","BGP PHARMA ULC","TESTOSTERONE","0106405","0106405004"
"4069","69385","02245346","ANDROGEL","TESTOSTERONE 1 %","GEL","TOPICAL","BGP PHARMA ULC","TESTOSTERONE","0106405","0106405004"
"4070","73432","02249499","ANDROGEL","TESTOSTERONE 1 %","GEL","TOPICAL","BGP PHARMA ULC","TESTOSTERONE","0106405","0106405004"
"4071","76591","02280248","TESTIM 1%","TESTOSTERONE 1 %","GEL","TOPICAL","AUXILIUM PHARMACEUTICALS INC","TESTOSTERONE","0106405","0106405004"
"4072","63125","02239653","ANDRODERM","TESTOSTERONE 12.2 MG","PATCH","TRANSDERMAL","ACTAVIS SPECIALTY PHARMACEUTICALS CO","TESTOSTERONE","0106405","0106405003"
"4073","86820","02382369","AXIRON","TESTOSTERONE 2 %","SOLUTION","TOPICAL","ELI LILLY CANADA INC","TESTOSTERONE","0106405","0106405006"
"4074","70098","02245972","ANDRODERM","TESTOSTERONE 24.3 MG","PATCH","TRANSDERMAL","ACTAVIS SPECIALTY PHARMACEUTICALS CO","TESTOSTERONE","0106405","0106405005"
"4075","93671","02450550","NATESTO","TESTOSTERONE 4.5 %","GEL","NASAL","ACERUS PHARMACEUTICALS SRL","TESTOSTERONE","0106405","0106405007"
"4076","43719","02083353","PMS-TIMOLOL","TIMOLOL 0.25 %","LIQUID","OPHTHALMIC","PHARMASCIENCE INC","TIMOLOL","0131275","0131275001"
"4077","62206","02238770","DOM-TIMOLOL","TIMOLOL 0.25 %","LIQUID","OPHTHALMIC","DOMINION PHARMACAL","TIMOLOL","0131275","0131275001"
"4078","8958","00755826","APO-TIMOP OPH SOLN 0.25%","TIMOLOL 0.25 %","LIQUID","OPHTHALMIC","APOTEX INC","TIMOLOL","0131275","0131275001"
"4079","19252","02166712","SANDOZ TIMOLOL","TIMOLOL 0.25 %","SOLUTION","OPHTHALMIC","SANDOZ CANADA INCORPORATED","TIMOLOL","0131275","0131275001"
"4080","65975","02242275","TIMOLOL MALEATE-EX","TIMOLOL 0.25 %","SOLUTION","OPHTHALMIC","ALCON CANADA INC","TIMOLOL","0131275","0131275001"
"4081","18777","02171880","TIMOPTIC-XE","TIMOLOL 0.25 %","SOLUTION (LONG-ACTING)","OPHTHALMIC","PURDUE PHARMA","TIMOLOL","0131275","0131275001"
"4082","43718","02083345","PMS-TIMOLOL","TIMOLOL 0.5 %","LIQUID","OPHTHALMIC","PHARMASCIENCE INC","TIMOLOL","0131275","0131275002"
"4083","62207","02238771","DOM-TIMOLOL","TIMOLOL 0.5 %","LIQUID","OPHTHALMIC","DOMINION PHARMACAL","TIMOLOL","0131275","0131275002"
"4084","8959","00755834","APO-TIMOP LIQ 0.5%","TIMOLOL 0.5 %","LIQUID","OPHTHALMIC","APOTEX INC","TIMOLOL","0131275","0131275002"
"4085","19242","02166720","SANDOZ TIMOLOL","TIMOLOL 0.5 %","SOLUTION","OPHTHALMIC","SANDOZ CANADA INCORPORATED","TIMOLOL","0131275","0131275002"
"4086","3186","00451207","TIMOPTIC","TIMOLOL 0.5 %","SOLUTION","OPHTHALMIC","PURDUE PHARMA","TIMOLOL","0131275","0131275002"
"4087","65976","02242276","TIMOLOL MALEATE-EX","TIMOLOL 0.5 %","SOLUTION","OPHTHALMIC","ALCON CANADA INC","TIMOLOL","0131275","0131275002"
"4088","77623","02290812","APO-TIMOP GEL","TIMOLOL 0.5 %","SOLUTION","OPHTHALMIC","APOTEX INC","TIMOLOL","0131275","0131275002"
"4089","18778","02171899","TIMOPTIC-XE","TIMOLOL 0.5 %","SOLUTION (LONG-ACTING)","OPHTHALMIC","PURDUE PHARMA","TIMOLOL","0131275","0131275002"
"4090","93340","02447800","JAMP-TIMOLOL","TIMOLOL 5 MG","SOLUTION","OPHTHALMIC","JAMP PHARMA CORPORATION","TIMOLOL","0131275","0131275002"
"4091","50172","02230894","TOPAMAX 100MG","TOPIRAMATE 100 MG","TABLET","ORAL","JANSSEN INC","TOPIRAMATE","0132938","0132938002"
"4092","73233","02248861","TEVA-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","TEVA CANADA LIMITED","TOPIRAMATE","0132938","0132938002"
"4093","74530","02260069","SANDOZ TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","TOPIRAMATE","0132938","0132938002"
"4094","74841","02263009","PMS-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","PHARMASCIENCE INC","TOPIRAMATE","0132938","0132938002"
"4095","74875","02263378","MYLAN-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","TOPIRAMATE","0132938","0132938002"
"4096","75664","02271168","DOM-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","DOMINION PHARMACAL","TOPIRAMATE","0132938","0132938002"
"4097","75667","02271192","PHL-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","PHARMEL INC","TOPIRAMATE","0132938","0132938002"
"4098","76524","02279630","APO-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","APOTEX INC","TOPIRAMATE","0132938","0132938002"
"4099","77317","02287773","ACT TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","TOPIRAMATE","0132938","0132938002"
"4100","79916","02313669","PRO-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","PRO DOC LIMITEE","TOPIRAMATE","0132938","0132938002"
"4101","80118","02315653","MINT-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","TOPIRAMATE","0132938","0132938002"
"4102","83125","02345838","AURO-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","AUROBINDO PHARMA LIMITED (UNIT III)","TOPIRAMATE","0132938","0132938002"
"4103","84198","02356864","TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","SANIS HEALTH INC","TOPIRAMATE","0132938","0132938002"
"4104","87499","02389487","TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","TOPIRAMATE","0132938","0132938002"
"4105","88080","02395746","TOPIRAMATE TABLETS","TOPIRAMATE 100 MG","TABLET","ORAL","ACCORD HEALTHCARE INC","TOPIRAMATE","0132938","0132938002"
"4106","88114","02396084","RAN-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","TOPIRAMATE","0132938","0132938002"
"4107","91524","02430800","TOPIRAMATE TABLETS USP","TOPIRAMATE 100 MG","TABLET","ORAL","ACCORD HEALTHCARE INC","TOPIRAMATE","0132938","0132938002"
"4108","91629","02431815","SANDOZ TOPIRAMATE TABLETS","TOPIRAMATE 100 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","TOPIRAMATE","0132938","0132938002"
"4109","91961","02435349","ACCEL-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","ACCEL PHARMA INC","TOPIRAMATE","0132938","0132938002"
"4110","91995","02435616","JAMP-TOPIRAMATE","TOPIRAMATE 100 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","TOPIRAMATE","0132938","0132938002"
"4111","63399","02239907","TOPAMAX","TOPIRAMATE 15 MG","CAPSULE","ORAL","JANSSEN INC","TOPIRAMATE","0132938","0132938007"
"4112","50174","02230896","TOPAMAX 200MG","TOPIRAMATE 200 MG","TABLET","ORAL","JANSSEN INC","TOPIRAMATE","0132938","0132938006"
"4113","73234","02248862","TEVA-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","TEVA CANADA LIMITED","TOPIRAMATE","0132938","0132938006"
"4114","74842","02263017","PMS-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","PHARMASCIENCE INC","TOPIRAMATE","0132938","0132938006"
"4115","74876","02263386","MYLAN-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","TOPIRAMATE","0132938","0132938006"
"4116","75324","02267837","SANDOZ TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","TOPIRAMATE","0132938","0132938006"
"4117","75665","02271176","DOM-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","DOMINION PHARMACAL","TOPIRAMATE","0132938","0132938006"
"4118","75668","02271206","PHL-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","PHARMEL INC","TOPIRAMATE","0132938","0132938006"
"4119","76525","02279649","APO-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","APOTEX INC","TOPIRAMATE","0132938","0132938006"
"4120","77318","02287781","ACT TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","TOPIRAMATE","0132938","0132938006"
"4121","79917","02313677","PRO-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","PRO DOC LIMITEE","TOPIRAMATE","0132938","0132938006"
"4122","80119","02315661","MINT-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","TOPIRAMATE","0132938","0132938006"
"4123","83126","02345846","AURO-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","AUROBINDO PHARMA LIMITED (UNIT III)","TOPIRAMATE","0132938","0132938006"
"4124","84199","02356872","TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","SANIS HEALTH INC","TOPIRAMATE","0132938","0132938006"
"4125","88081","02395754","TOPIRAMATE TABLETS","TOPIRAMATE 200 MG","TABLET","ORAL","ACCORD HEALTHCARE INC","TOPIRAMATE","0132938","0132938006"
"4126","88115","02396092","RAN-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","TOPIRAMATE","0132938","0132938006"
"4127","91525","02430819","TOPIRAMATE TABLETS USP","TOPIRAMATE 200 MG","TABLET","ORAL","ACCORD HEALTHCARE INC","TOPIRAMATE","0132938","0132938006"
"4128","91630","02431823","SANDOZ TOPIRAMATE TABLETS","TOPIRAMATE 200 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","TOPIRAMATE","0132938","0132938006"
"4129","91962","02435357","ACCEL-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","ACCEL PHARMA INC","TOPIRAMATE","0132938","0132938006"
"4130","91996","02435624","JAMP-TOPIRAMATE","TOPIRAMATE 200 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","TOPIRAMATE","0132938","0132938006"
"4131","63400","02239908","TOPAMAX","TOPIRAMATE 25 MG","CAPSULE","ORAL","JANSSEN INC","TOPIRAMATE","0132938","0132938001"
"4132","50171","02230893","TOPAMAX 25MG","TOPIRAMATE 25 MG","TABLET","ORAL","JANSSEN INC","TOPIRAMATE","0132938","0132938001"
"4133","73232","02248860","TEVA-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","TEVA CANADA LIMITED","TOPIRAMATE","0132938","0132938001"
"4134","74529","02260050","SANDOZ TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","TOPIRAMATE","0132938","0132938001"
"4135","74840","02262991","PMS-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","PHARMASCIENCE INC","TOPIRAMATE","0132938","0132938001"
"4136","74874","02263351","MYLAN-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","TOPIRAMATE","0132938","0132938001"
"4137","75663","02271141","DOM-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","DOMINION PHARMACAL","TOPIRAMATE","0132938","0132938001"
"4138","75666","02271184","PHL-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","PHARMEL INC","TOPIRAMATE","0132938","0132938001"
"4139","76522","02279614","APO-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","APOTEX INC","TOPIRAMATE","0132938","0132938001"
"4140","77316","02287765","ACT TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","TOPIRAMATE","0132938","0132938001"
"4141","79915","02313650","PRO-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","PRO DOC LIMITEE","TOPIRAMATE","0132938","0132938001"
"4142","80117","02315645","MINT-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","TOPIRAMATE","0132938","0132938001"
"4143","83123","02345803","AURO-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","AUROBINDO PHARMA LIMITED (UNIT III)","TOPIRAMATE","0132938","0132938001"
"4144","84197","02356856","TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","SANIS HEALTH INC","TOPIRAMATE","0132938","0132938001"
"4145","87497","02389460","TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","TOPIRAMATE","0132938","0132938001"
"4146","88079","02395738","TOPIRAMATE TABLETS","TOPIRAMATE 25 MG","TABLET","ORAL","ACCORD HEALTHCARE INC","TOPIRAMATE","0132938","0132938001"
"4147","88113","02396076","RAN-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","TOPIRAMATE","0132938","0132938001"
"4148","91523","02430797","TOPIRAMATE TABLETS USP","TOPIRAMATE 25 MG","TABLET","ORAL","ACCORD HEALTHCARE INC","TOPIRAMATE","0132938","0132938001"
"4149","91628","02431807","SANDOZ TOPIRAMATE TABLETS","TOPIRAMATE 25 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","TOPIRAMATE","0132938","0132938001"
"4150","91960","02435330","ACCEL-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","ACCEL PHARMA INC","TOPIRAMATE","0132938","0132938001"
"4151","91994","02435608","JAMP-TOPIRAMATE","TOPIRAMATE 25 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","TOPIRAMATE","0132938","0132938001"
"4152","79760","02312085","PMS-TOPIRAMATE","TOPIRAMATE 50 MG","TABLET","ORAL","PHARMASCIENCE INC","TOPIRAMATE","0132938","0132938003"
"4153","50773","02231457","MAVIK","TRANDOLAPRIL 0.5 MG","CAPSULE","ORAL","BGP PHARMA ULC","TRANDOLAPRIL","0131524","0131524001"
"4154","50775","02231459","MAVIK","TRANDOLAPRIL 1 MG","CAPSULE","ORAL","BGP PHARMA ULC","TRANDOLAPRIL","0131524","0131524002"
"4155","50776","02231460","MAVIK","TRANDOLAPRIL 2 MG","CAPSULE","ORAL","BGP PHARMA ULC","TRANDOLAPRIL","0131524","0131524003"
"4156","62731","02239267","MAVIK","TRANDOLAPRIL 4 MG","CAPSULE","ORAL","BGP PHARMA ULC","TRANDOLAPRIL","0131524","0131524004"
"4157","80351","02318008","TRAVATAN Z","TRAVOPROST 0.004 %","SOLUTION","OPHTHALMIC","ALCON CANADA INC","TRAVOPROST","0145801","0145801001"
"4158","89665","02412063","TEVA-TRAVOPROST Z OPHTHALMIC SOLUTION","TRAVOPROST 0.004 %","SOLUTION","OPHTHALMIC","TEVA CANADA LIMITED","TRAVOPROST","0145801","0145801001"
"4159","89784","02413167","SANDOZ TRAVOPROST","TRAVOPROST 0.004 %","SOLUTION","OPHTHALMIC","SANDOZ CANADA INCORPORATED","TRAVOPROST","0145801","0145801001"
"4160","90033","02415739","APO-TRAVOPROST Z","TRAVOPROST 0.004 %","SOLUTION","OPHTHALMIC","APOTEX INC","TRAVOPROST","0145801","0145801001"
"4161","9278","00716952","TRIADERM CRM 0.025%","TRIAMCINOLONE ACETONIDE 0.025 %","CREAM","TOPICAL","TARO PHARMACEUTICALS INC","TRIAMCINOLONE ACETONIDE","0106310","0106310003"
"4162","35784","02194058","ARISTOCORT R","TRIAMCINOLONE ACETONIDE 0.1 %","CREAM","TOPICAL","VALEANT CANADA LP/VALEANT CANADA S.E.C.","TRIAMCINOLONE ACETONIDE","0106310","0106310002"
"4163","8573","00716960","TRIADERM CRM 0.1%","TRIAMCINOLONE ACETONIDE 0.1 %","CREAM","TOPICAL","TARO PHARMACEUTICALS INC","TRIAMCINOLONE ACETONIDE","0106310","0106310002"
"4164","35783","02194031","ARISTOCORT R","TRIAMCINOLONE ACETONIDE 0.1 %","OINTMENT","TOPICAL","VALEANT CANADA LP/VALEANT CANADA S.E.C.","TRIAMCINOLONE ACETONIDE","0106310","0106310002"
"4165","13360","01964054","ORACORT DENTAL PASTE 0.1%","TRIAMCINOLONE ACETONIDE 0.1 %","PASTE","DENTAL","TARO PHARMACEUTICALS INC","TRIAMCINOLONE ACETONIDE","0106310","0106310002"
"4166","35785","02194066","ARISTOCORT C","TRIAMCINOLONE ACETONIDE 0.5 %","CREAM","TOPICAL","VALEANT CANADA LP/VALEANT CANADA S.E.C.","TRIAMCINOLONE ACETONIDE","0106310","0106310001"
"4167","9280","00716987","TRIADERM ONT 0.1%","TRIAMCINOLONE ACETONIDE 1 MG","OINTMENT","TOPICAL","TARO PHARMACEUTICALS INC","TRIAMCINOLONE ACETONIDE","0106310","0106310002"
