"","ACTIVE_INGREDIENT_CODE","n_names","ingredient_names","basis_of_strength_ing","precise_ing"
"1605","22573",1,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN"
"1606","22574",1,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN"
"1607","22576",1,"Ponatinib (Ponatinib Hydrochloride)","Ponatinib","Ponatinib Hydrochloride"
"1608","22582",1,"Secukinumab","Secukinumab","Secukinumab"
"1609","22270",1,"Tesamorelin (Tesamorelin acetate)","Tesamorelin","Tesamorelin acetate"
"1610","22590",1,"Idelalisib","Idelalisib","Idelalisib"
"1611","16865",1,"COLLAGEN","COLLAGEN","COLLAGEN"
"1612","22591",1,"Bromfenac (Bromfenac sodium sesquihydrate)","Bromfenac","Bromfenac sodium sesquihydrate"
"1613","22593",1,"Carglumic Acid","Carglumic Acid","Carglumic Acid"
"1614","623",1,"IVERMECTIN","IVERMECTIN","IVERMECTIN"
"1615","9134",1,"SODIUM NITRITE","SODIUM NITRITE","SODIUM NITRITE"
"1616","20479",1,"ZINC SULFATE HEPTAHYDRATE","ZINC SULFATE HEPTAHYDRATE","ZINC SULFATE HEPTAHYDRATE"
"1617","22602",1,"LEVOMILNACIPRAN (LEVOMILNACIPRAN HYDROCHLORIDE)","LEVOMILNACIPRAN","LEVOMILNACIPRAN HYDROCHLORIDE"
"1618","22604",1,"Pembrolizumab","Pembrolizumab","Pembrolizumab"
"1619","22094",1,"Olodaterol (OLODATEROL HYDROCHLORIDE)","Olodaterol","OLODATEROL HYDROCHLORIDE"
"1620","22609",1,"Naloxegol (Naloxegol oxalate)","Naloxegol","Naloxegol oxalate"
"1621","7852",1,"VARICELLA ZOSTER IMMUNE GLOBULIN HUMAN","VARICELLA ZOSTER IMMUNE GLOBULIN HUMAN","VARICELLA ZOSTER IMMUNE GLOBULIN HUMAN"
"1622","22614",1,"NINTEDANIB (NINTEDANIB ESILATE)","NINTEDANIB","NINTEDANIB ESILATE"
"1623","22627",1,"RAMUCIRUMAB","RAMUCIRUMAB","RAMUCIRUMAB"
"1624","22629",1,"EMPAGLIFLOZIN","EMPAGLIFLOZIN","EMPAGLIFLOZIN"
"1625","22631",1,"PEGINTERFERON BETA-1A","PEGINTERFERON BETA-1A","PEGINTERFERON BETA-1A"
"1626","22632",1,"ASFOTASE ALFA","ASFOTASE ALFA","ASFOTASE ALFA"
"1627","22633",1,"Daclatasvir (Daclatasvir Dihydrochloride)","Daclatasvir","Daclatasvir Dihydrochloride"
"1628","22636",1,"TEDUGLUTIDE","TEDUGLUTIDE","TEDUGLUTIDE"
"1629","22637",1,"EVOLOCUMAB","EVOLOCUMAB","EVOLOCUMAB"
"1630","22643",1,"NIVOLUMAB","NIVOLUMAB","NIVOLUMAB"
"1631","854",1,"COCOA BUTTER","COCOA BUTTER","COCOA BUTTER"
"1632","22645",1,"CEFTOLOZANE (CEFTOLOZANE SULFATE)","CEFTOLOZANE","CEFTOLOZANE SULFATE"
"1633","22647",1,"SACUBITRIL (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX)","SACUBITRIL","SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX"
"1634","22660",1,"DULAGLUTIDE","DULAGLUTIDE","DULAGLUTIDE"
"1635","22668",1,"TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)","TENOFOVIR ALAFENAMIDE","TENOFOVIR ALAFENAMIDE HEMIFUMARATE"
"1636","12884",1,"MEPOLIZUMAB","MEPOLIZUMAB","MEPOLIZUMAB"
"1637","22674",1,"BLINATUMOMAB","BLINATUMOMAB","BLINATUMOMAB"
"1638","22675",1,"LENVATINIB (LENVATINIB MESYLATE)","LENVATINIB","LENVATINIB MESYLATE"
"1639","20254",1,"DIPHENOXYLATE HYDROCHLORIDE","DIPHENOXYLATE HYDROCHLORIDE","DIPHENOXYLATE HYDROCHLORIDE"
"1640","22678",1,"CARFILZOMIB","CARFILZOMIB","CARFILZOMIB"
"1641","22679",1,"GRAZOPREVIR","GRAZOPREVIR","GRAZOPREVIR"
"1642","22680",1,"ELBASVIR","ELBASVIR","ELBASVIR"
"1643","22681",1,"SELEXIPAG","SELEXIPAG","SELEXIPAG"
"1644","22685",1,"LUMACAFTOR","LUMACAFTOR","LUMACAFTOR"
"1645","16100",1,"PERINDOPRIL ARGININE","PERINDOPRIL ARGININE","PERINDOPRIL ARGININE"
"1646","11354",1,"PROCARBAZINE (PROCARBAZINE HYDROCHLORIDE)","PROCARBAZINE","PROCARBAZINE HYDROCHLORIDE"
"1647","22686",1,"SUGAMMADEX (SUGAMMADEX SODIUM)","SUGAMMADEX","SUGAMMADEX SODIUM"
"1648","22694",1,"ASUNAPREVIR","ASUNAPREVIR","ASUNAPREVIR"
"1649","22695",1,"COBIMETINIB (COBIMETINIB FUMARATE)","COBIMETINIB","COBIMETINIB FUMARATE"
"1650","22702",1,"BRIVARACETAM","BRIVARACETAM","BRIVARACETAM"
"1651","22703",1,"PALBOCICLIB","PALBOCICLIB","PALBOCICLIB"
"1652","22706",1,"ALIROCUMAB","ALIROCUMAB","ALIROCUMAB"
"1653","22710",1,"IDARUCIZUMAB","IDARUCIZUMAB","IDARUCIZUMAB"
"1654","22712",1,"OLAPARIB","OLAPARIB","OLAPARIB"
"1655","22714",1,"IXEKIZUMAB","IXEKIZUMAB","IXEKIZUMAB"
"1656","22729",1,"DARATUMUMAB","DARATUMUMAB","DARATUMUMAB"
"1657","22731",1,"OSIMERTINIB (OSIMERTINIB MESYLATE)","OSIMERTINIB","OSIMERTINIB MESYLATE"
"1658","22733",1,"VELPATASVIR","VELPATASVIR","VELPATASVIR"
"1659","22810",1,"IXAZOMIB (IXAZOMIB CITRATE)","IXAZOMIB","IXAZOMIB CITRATE"
"1660","22813",1,"ALECTINIB (ALECTINIB HYDROCHLORIDE)","ALECTINIB","ALECTINIB HYDROCHLORIDE"
"1661","1262",1,"TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE"
"1662","2117",1,"TRIAZOLAM","TRIAZOLAM","TRIAZOLAM"
"1663","3275",1,"ALBUMIN","ALBUMIN","ALBUMIN"
"1664","7323",1,"INSULIN ISOPHANE (NPH)","INSULIN ISOPHANE","NPH"
"1665","7326",1,"INSULIN","INSULIN","INSULIN"
"1666","4300",1,"ROSE BENGAL","ROSE BENGAL","ROSE BENGAL"
