"","Active Ingredient","ACTIVE_INGREDIENT_CODE","n_names","ingredient_names","basis_of_strength_ing","precise_ing","AI UNII","AM UNII","Active Moiety","Basis of Strength","RD UNII","Referenced Drug"
"1406","SILVER SULFADIAZINE","8195",1,"SILVER SULFADIAZINE","SILVER SULFADIAZINE","SILVER SULFADIAZINE","W46JY43EJR","57N7B0K90A","SILVER CATION","Active Ingredient","",""
"1407","SILVER SULFADIAZINE","8195",1,"SILVER SULFADIAZINE","SILVER SULFADIAZINE","SILVER SULFADIAZINE","W46JY43EJR","0N7609K889","SULFADIAZINE","Active Ingredient","",""
"1408","SIMEPREVIR","22171",1,"simeprevir (Simeprevir sodium)","simeprevir","Simeprevir sodium",NA,NA,NA,NA,NA,NA
"1409","SIMETHICONE","719",1,"SIMETHICONE","SIMETHICONE","SIMETHICONE",NA,NA,NA,NA,NA,NA
"1410","SIMOCTOCOG ALFA","22528",1,"SIMOCTOCOG ALFA","SIMOCTOCOG ALFA","SIMOCTOCOG ALFA",NA,NA,NA,NA,NA,NA
"1411","SIMVASTATIN","1221",1,"SIMVASTATIN","SIMVASTATIN","SIMVASTATIN","AGG2FN16EV","AGG2FN16EV","SIMVASTATIN","Active Ingredient","",""
"1412","SINCALIDE","2111",1,"SINCALIDE","SINCALIDE","SINCALIDE","M03GIQ7Z6P","M03GIQ7Z6P","SINCALIDE","Active Ingredient","",""
"1413","SINECATECHINS","22143",1,"Sinecatechins","Sinecatechins","Sinecatechins","T432289GYZ","T432289GYZ","SINECATECHINS","Active Ingredient","",""
"1414","SIROLIMUS","12064",1,"SIROLIMUS","SIROLIMUS","SIROLIMUS","W36ZG6FT64","W36ZG6FT64","SIROLIMUS","Active Ingredient","",""
"1415","SITAGLIPTIN","20179",1,"SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","SITAGLIPTIN","SITAGLIPTIN PHOSPHATE MONOHYDRATE","QFP0P1DV7Z","QFP0P1DV7Z","SITAGLIPTIN","Active Ingredient","",""
"1416","SODIUM ACETATE","10292",1,"SODIUM ACETATE","SODIUM ACETATE","SODIUM ACETATE","4550K0SC9B","569DQM74SC","ACETATE ION","Reference Drug","NVG71ZZ7P0","SODIUM ACETATE ANHYDROUS"
"1417","SODIUM ACETATE","10292",1,"SODIUM ACETATE","SODIUM ACETATE","SODIUM ACETATE","4550K0SC9B","LYR4M0NH37","SODIUM CATION","Reference Drug","NVG71ZZ7P0","SODIUM ACETATE ANHYDROUS"
"1418","SODIUM ACETATE","10292",1,"SODIUM ACETATE","SODIUM ACETATE","SODIUM ACETATE","4550K0SC9B","569DQM74SC","ACETATE ION","Active Ingredient","",""
"1419","SODIUM ACETATE","10292",1,"SODIUM ACETATE","SODIUM ACETATE","SODIUM ACETATE","4550K0SC9B","LYR4M0NH37","SODIUM CATION","Active Ingredient","",""
"1420","SODIUM ACETATE TRIHYDRATE","11968",1,"SODIUM ACETATE TRIHYDRATE","SODIUM ACETATE TRIHYDRATE","SODIUM ACETATE TRIHYDRATE",NA,NA,NA,NA,NA,NA
"1421","SODIUM ASCORBATE","4937",1,"SODIUM ASCORBATE","SODIUM ASCORBATE","SODIUM ASCORBATE","S033EH8359","PQ6CK8PD0R","ASCORBIC ACID","Active Ingredient","",""
"1422","SODIUM BICARBONATE","9197",1,"SODIUM BICARBONATE","SODIUM BICARBONATE","SODIUM BICARBONATE","8MDF5V39QO","LYR4M0NH37","SODIUM CATION","Active Ingredient","",""
"1423","SODIUM BICARBONATE","9197",1,"SODIUM BICARBONATE","SODIUM BICARBONATE","SODIUM BICARBONATE","8MDF5V39QO","HN1ZRA3Q20","BICARBONATE ION","Active Ingredient","",""
"1424","SODIUM BISULFITE","1073",1,"SODIUM BISULFITE","SODIUM BISULFITE","SODIUM BISULFITE","TZX5469Z6I","OJ9787WBLU","BISULFITE ION","Active Ingredient","",""
"1425","SODIUM CARBONATE","6648",1,"SODIUM CARBONATE (ANHYDROUS)","SODIUM CARBONATE","ANHYDROUS","45P3261C7T","7UJQ5OPE7D","CARBONATE ION","Active Ingredient","",""
"1426","SODIUM CARBOXYMETHYL CELLULOSE","6633",1,"SODIUM CARBOXYMETHYL CELLULOSE","SODIUM CARBOXYMETHYL CELLULOSE","SODIUM CARBOXYMETHYL CELLULOSE",NA,NA,NA,NA,NA,NA
"1427","SODIUM CHLORIDE","55",1,"SODIUM CHLORIDE","SODIUM CHLORIDE","SODIUM CHLORIDE","451W47IQ8X","Q32ZN48698","CHLORIDE ION","Active Ingredient","",""
"1428","SODIUM CHLORIDE","55",1,"SODIUM CHLORIDE","SODIUM CHLORIDE","SODIUM CHLORIDE","451W47IQ8X","LYR4M0NH37","SODIUM CATION","Active Ingredient","",""
"1429","SODIUM CITRATE","10290",1,"SODIUM CITRATE","SODIUM CITRATE","SODIUM CITRATE","1Q73Q2JULR","XF417D3PSL","ANHYDROUS CITRIC ACID","Active Ingredient","",""
"1430","SODIUM CITRATE","10290",1,"SODIUM CITRATE","SODIUM CITRATE","SODIUM CITRATE","1Q73Q2JULR","LYR4M0NH37","SODIUM CATION","Active Ingredient","",""
"1431","SODIUM CITRATE DIHYDRATE","11969",1,"SODIUM CITRATE DIHYDRATE","SODIUM CITRATE DIHYDRATE","SODIUM CITRATE DIHYDRATE",NA,NA,NA,NA,NA,NA
"1432","SODIUM FLUORIDE","219",1,"SODIUM FLUORIDE","SODIUM FLUORIDE","SODIUM FLUORIDE","8ZYQ1474W7","Q80VPU408O","FLUORIDE ION","Active Moiety","",""
"1433","SODIUM GLUCONATE","6787",1,"SODIUM GLUCONATE","SODIUM GLUCONATE","SODIUM GLUCONATE","R6Q3791S76","R4R8J0Q44B","GLUCONIC ACID","Active Ingredient","",""
"1434","SODIUM GLUCONATE","6787",1,"SODIUM GLUCONATE","SODIUM GLUCONATE","SODIUM GLUCONATE","R6Q3791S76","LYR4M0NH37","SODIUM CATION","Active Ingredient","",""
"1435","SODIUM GLYCEROPHOSPHATE","4771",1,"SODIUM GLYCEROPHOSPHATE","SODIUM GLYCEROPHOSPHATE","SODIUM GLYCEROPHOSPHATE",NA,NA,NA,NA,NA,NA
"1436","SODIUM HYPOCHLORITE","539",1,"SODIUM HYPOCHLORITE","SODIUM HYPOCHLORITE","SODIUM HYPOCHLORITE","DY38VHM5OD","T5UM7HB19N","HYPOCHLORITE ION","Active Ingredient","",""
"1437","SODIUM IODIDE","9240",1,"SODIUM IODIDE","SODIUM IODIDE","SODIUM IODIDE","F5WR8N145C","09G4I6V86Q","IODIDE ION","Active Moiety","",""
"1438","SODIUM IOXITALAMATE","1203",1,"SODIUM IOXITALAMATE","SODIUM IOXITALAMATE","SODIUM IOXITALAMATE",NA,NA,NA,NA,NA,NA
"1439","SODIUM LACTATE","1074",1,"SODIUM LACTATE","SODIUM LACTATE","SODIUM LACTATE","TU7HW0W0QT","33X04XA5AT","LACTIC ACID","Active Ingredient","",""
"1440","SODIUM LACTATE","1074",1,"SODIUM LACTATE","SODIUM LACTATE","SODIUM LACTATE","TU7HW0W0QT","LYR4M0NH37","SODIUM CATION","Active Ingredient","",""
"1441","SODIUM LAURYL SULFOACETATE","3033",1,"SODIUM LAURYL SULFOACETATE","SODIUM LAURYL SULFOACETATE","SODIUM LAURYL SULFOACETATE",NA,NA,NA,NA,NA,NA
"1442","SODIUM NITRITE","9134",1,"SODIUM NITRITE","SODIUM NITRITE","SODIUM NITRITE","M0KG633D4F","J39976L608","NITRITE ION","","",""
"1443","SODIUM NITROPRUSSIDE","5525",1,"SODIUM NITROPRUSSIDE","SODIUM NITROPRUSSIDE","SODIUM NITROPRUSSIDE","EAO03PE1TC","169D1260KM","NITROPRUSSIDE","Active Ingredient","",""
"1444","SODIUM OXYBATE","15411",1,"SODIUM OXYBATE","SODIUM OXYBATE","SODIUM OXYBATE","7G33012534","30IW36W5B2","4-HYDROXYBUTANOIC ACID","Active Ingredient","",""
"1445","SODIUM PHENYLBUTYRATE","22565",1,"Sodium phenylbutyrate","Sodium phenylbutyrate","Sodium phenylbutyrate","NT6K61736T","7WY7YBI87E","PHENYLBUTYRIC ACID","Active Ingredient","",""
"1446","SODIUM PHOSPHATE DIBASIC","4759",1,"SODIUM PHOSPHATE DIBASIC","SODIUM PHOSPHATE DIBASIC","SODIUM PHOSPHATE DIBASIC",NA,NA,NA,NA,NA,NA
"1447","SODIUM PHOSPHATE MONOBASIC","4753",1,"SODIUM PHOSPHATE MONOBASIC","SODIUM PHOSPHATE MONOBASIC","SODIUM PHOSPHATE MONOBASIC",NA,NA,NA,NA,NA,NA
"1448","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE","20445",1,"SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE",NA,NA,NA,NA,NA,NA
"1449","SODIUM PICOSULFATE","13334",1,"SODIUM PICOSULFATE","SODIUM PICOSULFATE","SODIUM PICOSULFATE","LR57574HN8","95D580798S","PICOSULFURIC ACID","Active Ingredient","",""
"1450","SODIUM POLYSTYRENE SULFONATE","4028",1,"SODIUM POLYSTYRENE SULFONATE","SODIUM POLYSTYRENE SULFONATE","SODIUM POLYSTYRENE SULFONATE","1699G8679Z","70KO0R01RY","POLYSTYRENE SULFONIC ACID","Reference Drug","LYR4M0NH37","SODIUM CATION"
"1451","SODIUM POLYSTYRENE SULFONATE","4028",1,"SODIUM POLYSTYRENE SULFONATE","SODIUM POLYSTYRENE SULFONATE","SODIUM POLYSTYRENE SULFONATE","1699G8679Z","70KO0R01RY","POLYSTYRENE SULFONIC ACID","Active Ingredient","",""
"1452","SODIUM SALICYLATE","9783",1,"SODIUM SALICYLATE","SODIUM SALICYLATE","SODIUM SALICYLATE","WIQ1H85SYP","O414PZ4LPZ","SALICYLIC ACID","Active Ingredient","",""
"1453","SODIUM SULFATE","7247",1,"SODIUM SULFATE","SODIUM SULFATE","SODIUM SULFATE","0YPR65R21J","36KCS0R750","SODIUM SULFATE ANHYDROUS","Active Ingredient","",""
"1454","SODIUM SULFATE ANHYDROUS","20641",1,"Sodium Sulfate Anhydrous","Sodium Sulfate Anhydrous","Sodium Sulfate Anhydrous","36KCS0R750","36KCS0R750","SODIUM SULFATE ANHYDROUS","Reference Drug","LYR4M0NH37","SODIUM CATION"
"1455","SODIUM SULFATE ANHYDROUS","20641",1,"Sodium Sulfate Anhydrous","Sodium Sulfate Anhydrous","Sodium Sulfate Anhydrous","36KCS0R750","36KCS0R750","SODIUM SULFATE ANHYDROUS","Reference Drug","7IS9N8KPMG","SULFATE ION"
"1456","SODIUM TETRADECYL SULFATE","6212",1,"SODIUM TETRADECYL SULFATE","SODIUM TETRADECYL SULFATE","SODIUM TETRADECYL SULFATE","Q1SUG5KBD6","6326W0DRHY","TETRADECYL HYDROGEN SULFATE (ESTER)","","",""
"1457","SODIUM THIOSULFATE","8910",1,"SODIUM THIOSULFATE","SODIUM THIOSULFATE","SODIUM THIOSULFATE","HX1032V43M","LLT6XV39PY","THIOSULFATE ION","","",""
"1458","SOFOSBUVIR","22227",1,"SOFOSBUVIR","SOFOSBUVIR","SOFOSBUVIR","WJ6CA3ZU8B","WJ6CA3ZU8B","SOFOSBUVIR","Active Ingredient","",""
"1459","SOLIFENACIN SUCCINATE","18175",1,"SOLIFENACIN SUCCINATE","SOLIFENACIN SUCCINATE","SOLIFENACIN SUCCINATE","KKA5DLD701","A8910SQJ1U","SOLIFENACIN","Active Ingredient","",""
"1460","SOMATROPIN","7364",1,"SOMATROPIN","SOMATROPIN","SOMATROPIN","NQX9KB6PCL","NQX9KB6PCL","SOMATROPIN","Active Ingredient","",""
"1461","SORAFENIB","15231",1,"SORAFENIB (SORAFENIB TOSYLATE)","SORAFENIB","SORAFENIB TOSYLATE","9ZOQ3TZI87","9ZOQ3TZI87","SORAFENIB","Active Ingredient","",""
"1462","SORBITOL","9192",1,"SORBITOL","SORBITOL","SORBITOL","506T60A25R","506T60A25R","SORBITOL","Active Ingredient","",""
"1463","SOTALOL HYDROCHLORIDE","2048",1,"SOTALOL HYDROCHLORIDE","SOTALOL HYDROCHLORIDE","SOTALOL HYDROCHLORIDE","HEC37C70XX","A6D97U294I","SOTALOL","Active Ingredient","",""
"1464","SOYBEAN OIL","3289",1,"SOYBEAN OIL","SOYBEAN OIL","SOYBEAN OIL","241ATL177A","241ATL177A","SOYBEAN OIL","Active Ingredient","",""
"1465","SPIRAMYCIN","8589",1,"SPIRAMYCIN","SPIRAMYCIN","SPIRAMYCIN","71ODY0V87H","71ODY0V87H","SPIRAMYCIN","Active Ingredient","",""
"1466","SPIRONOLACTONE","7408",1,"SPIRONOLACTONE","SPIRONOLACTONE","SPIRONOLACTONE","27O7W4T232","27O7W4T232","SPIRONOLACTONE","Active Ingredient","",""
"1467","SQUILL","8723",1,"SQUILL","SQUILL","SQUILL",NA,NA,NA,NA,NA,NA
"1468","STANDARDIZED BERMUDA GRASS POLLEN","22651",1,"STANDARDIZED BERMUDA GRASS POLLEN","STANDARDIZED BERMUDA GRASS POLLEN","STANDARDIZED BERMUDA GRASS POLLEN",NA,NA,NA,NA,NA,NA
"1469","STANDARDIZED CAT HAIR ACETONE PRECIPITATED","256",1,"STANDARDIZED CAT HAIR ACETONE PRECIPITATED","STANDARDIZED CAT HAIR ACETONE PRECIPITATED","STANDARDIZED CAT HAIR ACETONE PRECIPITATED",NA,NA,NA,NA,NA,NA
"1470","STANDARDIZED CAT PELT","11607",1,"STANDARDIZED CAT PELT","STANDARDIZED CAT PELT","STANDARDIZED CAT PELT",NA,NA,NA,NA,NA,NA
"1471","STANDARDIZED CAT PELT ACETONE PRECIPITATED","257",1,"STANDARDIZED CAT PELT ACETONE PRECIPITATED","STANDARDIZED CAT PELT ACETONE PRECIPITATED","STANDARDIZED CAT PELT ACETONE PRECIPITATED",NA,NA,NA,NA,NA,NA
"1472","STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN","22652",1,"STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN","STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN","STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN",NA,NA,NA,NA,NA,NA
"1473","STANDARDIZED MEADOW FESCUE GRASS POLLEN","4486",1,"STANDARDIZED MEADOW FESCUE GRASS POLLEN","STANDARDIZED MEADOW FESCUE GRASS POLLEN","STANDARDIZED MEADOW FESCUE GRASS POLLEN",NA,NA,NA,NA,NA,NA
"1474","STANDARDIZED ORCHARD GRASS POLLEN","5784",1,"STANDARDIZED ORCHARD GRASS POLLEN","STANDARDIZED ORCHARD GRASS POLLEN","STANDARDIZED ORCHARD GRASS POLLEN",NA,NA,NA,NA,NA,NA
"1475","STANDARDIZED PERENNIAL RYE GRASS POLLEN","5158",1,"STANDARDIZED PERENNIAL RYE GRASS POLLEN","STANDARDIZED PERENNIAL RYE GRASS POLLEN","STANDARDIZED PERENNIAL RYE GRASS POLLEN",NA,NA,NA,NA,NA,NA
"1476","STANDARDIZED REDTOP GRASS POLLEN","5789",1,"STANDARDIZED REDTOP GRASS POLLEN","STANDARDIZED REDTOP GRASS POLLEN","STANDARDIZED REDTOP GRASS POLLEN",NA,NA,NA,NA,NA,NA
"1477","STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT","22273",1,"STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT","STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT","STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT",NA,NA,NA,NA,NA,NA
"1478","STANDARDIZED SWEET VERNAL GRASS POLLEN","20460",1,"STANDARDIZED SWEET VERNAL GRASS POLLEN","STANDARDIZED SWEET VERNAL GRASS POLLEN","STANDARDIZED SWEET VERNAL GRASS POLLEN",NA,NA,NA,NA,NA,NA
"1479","STANDARDIZED TIMOTHY GRASS POLLEN","6333",1,"STANDARDIZED TIMOTHY GRASS POLLEN","STANDARDIZED TIMOTHY GRASS POLLEN","STANDARDIZED TIMOTHY GRASS POLLEN",NA,NA,NA,NA,NA,NA
"1480","STARCH","7238",1,"STARCH","STARCH","STARCH",NA,NA,NA,NA,NA,NA
"1481","STAVUDINE","66",1,"STAVUDINE","STAVUDINE","STAVUDINE","BO9LE4QFZF","BO9LE4QFZF","STAVUDINE","Active Ingredient","",""
"1482","STIRIPENTOL","21532",1,"Stiripentol","Stiripentol","Stiripentol","R02XOT8V8I","R02XOT8V8I","STIRIPENTOL","Active Ingredient","",""
"1483","STORAX","6944",1,"STORAX","STORAX","STORAX",NA,NA,NA,NA,NA,NA
"1484","STREPTOMYCIN","8603",1,"STREPTOMYCIN (STREPTOMYCIN SULFATE)","STREPTOMYCIN","STREPTOMYCIN SULFATE","Y45QSO73OB","Y45QSO73OB","STREPTOMYCIN","Active Ingredient","",""
"1485","STREPTOZOCIN","8564",1,"STREPTOZOCIN","STREPTOZOCIN","STREPTOZOCIN","5W494URQ81","5W494URQ81","STREPTOZOCIN","Active Ingredient","",""
"1486","SUCCINYLCHOLINE CHLORIDE","8833",1,"SUCCINYLCHOLINE CHLORIDE","SUCCINYLCHOLINE CHLORIDE","SUCCINYLCHOLINE CHLORIDE","I9L0DDD30I","J2R869A8YF","SUCCINYLCHOLINE","Active Ingredient","",""
"1487","SUCRALFATE","2023",1,"SUCRALFATE","SUCRALFATE","SUCRALFATE","XX73205DH5","XX73205DH5","SUCRALFATE","Active Ingredient","",""
"1488","SUFENTANIL","12343",1,"SUFENTANIL (SUFENTANIL CITRATE)","SUFENTANIL","SUFENTANIL CITRATE","AFE2YW0IIZ","AFE2YW0IIZ","SUFENTANIL","Active Ingredient","",""
"1489","SUGAMMADEX","22686",1,"SUGAMMADEX (SUGAMMADEX SODIUM)","SUGAMMADEX","SUGAMMADEX SODIUM","361LPM2T56","361LPM2T56","SUGAMMADEX","Active Ingredient","",""
"1490","SULFACETAMIDE SODIUM","8145",1,"SULFACETAMIDE SODIUM","SULFACETAMIDE SODIUM","SULFACETAMIDE SODIUM","4NRT660KJQ","4965G3J0F5","SULFACETAMIDE","Active Ingredient","",""
"1491","SULFAMETHOXAZOLE","8174",1,"SULFAMETHOXAZOLE","SULFAMETHOXAZOLE","SULFAMETHOXAZOLE","JE42381TNV","JE42381TNV","SULFAMETHOXAZOLE","Active Ingredient","",""
"1492","SULFASALAZINE","8138",1,"SULFASALAZINE","SULFASALAZINE","SULFASALAZINE","3XC8GUZ6CB","3XC8GUZ6CB","SULFASALAZINE","Active Ingredient","",""
"1493","SULFINPYRAZONE","8151",1,"SULFINPYRAZONE","SULFINPYRAZONE","SULFINPYRAZONE","V6OFU47K3W","V6OFU47K3W","SULFINPYRAZONE","Active Ingredient","",""
"1494","SULFISOXAZOLE","8178",2,"SULFISOXAZOLE|SULFISOXAZOLE (SULFISOXAZOLE ACETYL)","SULFISOXAZOLE","SULFISOXAZOLE ACETYL","740T4C525W","740T4C525W","SULFISOXAZOLE","Active Ingredient","",""
"1495","SULFUR","74",1,"SULFUR","SULFUR","SULFUR","70FD1KFU70","70FD1KFU70","SULFUR","Active Ingredient","",""
"1496","SULFUR HEXAFLUORIDE","12131",1,"SULFUR HEXAFLUORIDE","SULFUR HEXAFLUORIDE","SULFUR HEXAFLUORIDE",NA,NA,NA,NA,NA,NA
"1497","SULINDAC","2126",1,"SULINDAC","SULINDAC","SULINDAC","184SNS8VUH","184SNS8VUH","SULINDAC","Active Ingredient","",""
"1498","SULISOBENZONE","5184",1,"SULISOBENZONE","SULISOBENZONE","SULISOBENZONE","1W6L629B4K","1W6L629B4K","SULISOBENZONE","Active Ingredient","",""
"1499","SUMATRIPTAN","11323",2,"SUMATRIPTAN (SUMATRIPTAN HEMISULFATE)|SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","SUMATRIPTAN","SUMATRIPTAN HEMISULFATE|SUMATRIPTAN SUCCINATE","8R78F6L9VO","8R78F6L9VO","SUMATRIPTAN","Active Ingredient","",""
"1500","SUNITINIB","19249",1,"SUNITINIB (SUNITINIB MALATE)","SUNITINIB","SUNITINIB MALATE","V99T50803M","V99T50803M","SUNITINIB","Active Ingredient","",""
"1501","SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C","12688",1,"SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C","SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C","SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C",NA,NA,NA,NA,NA,NA
"1502","SWEET VERNAL GRASS","5788",1,"SWEET VERNAL GRASS","SWEET VERNAL GRASS","SWEET VERNAL GRASS",NA,NA,NA,NA,NA,NA
"1503","TACROLIMUS","167",2,"TACROLIMUS|TACROLIMUS (Tacrolimus Monohydrate)","TACROLIMUS","Tacrolimus Monohydrate","WM0HAQ4WNM","Y5L2157C4J","TACROLIMUS ANHYDROUS","Active Moiety","",""
"1504","TADALAFIL","12346",1,"TADALAFIL","TADALAFIL","TADALAFIL","742SXX0ICT","742SXX0ICT","TADALAFIL","Active Ingredient","",""
"1505","TALIGLUCERASE ALFA","22330",1,"Taliglucerase Alfa","Taliglucerase Alfa","Taliglucerase Alfa","0R4NLX88O4","0R4NLX88O4","TALIGLUCERASE ALFA","Active Ingredient","",""
"1506","TAMOXIFEN","11164",1,"TAMOXIFEN (TAMOXIFEN CITRATE)","TAMOXIFEN","TAMOXIFEN CITRATE","094ZI81Y45","094ZI81Y45","TAMOXIFEN","Active Ingredient","",""
"1507","TAMSULOSIN HYDROCHLORIDE","11780",1,"TAMSULOSIN HYDROCHLORIDE","TAMSULOSIN HYDROCHLORIDE","TAMSULOSIN HYDROCHLORIDE","11SV1951MR","G3P28OML5I","TAMSULOSIN","Active Ingredient","",""
"1508","TAPENTADOL","20642",1,"Tapentadol (Tapentadol Hydrochloride)","Tapentadol","Tapentadol Hydrochloride","H8A007M585","H8A007M585","TAPENTADOL","Active Ingredient","",""
"1509","TAURINE","1366",1,"TAURINE","TAURINE","TAURINE","1EQV5MLY3D","1EQV5MLY3D","TAURINE","Active Ingredient","",""
"1510","TAZAROTENE","11373",1,"TAZAROTENE","TAZAROTENE","TAZAROTENE","81BDR9Y8PS","81BDR9Y8PS","TAZAROTENE","Active Ingredient","",""
"1511","TAZOBACTAM","11242",1,"TAZOBACTAM (TAZOBACTAM SODIUM)","TAZOBACTAM","TAZOBACTAM SODIUM","SE10G96M8W","SE10G96M8W","TAZOBACTAM","Active Ingredient","",""
"1512","TEDUGLUTIDE","22636",1,"TEDUGLUTIDE","TEDUGLUTIDE","TEDUGLUTIDE","7M19191IKG","7M19191IKG","TEDUGLUTIDE","Active Ingredient","",""
"1513","TELAVANCIN","20509",1,"TELAVANCIN (TELAVANCIN HYDROCHLORIDE)","TELAVANCIN","TELAVANCIN HYDROCHLORIDE","XK134822Z0","XK134822Z0","TELAVANCIN","Active Ingredient","",""
"1514","TELBIVUDINE","20037",1,"TELBIVUDINE","TELBIVUDINE","TELBIVUDINE","2OC4HKD3SF","2OC4HKD3SF","TELBIVUDINE","Active Ingredient","",""
"1515","TELMISARTAN","11907",2,"TELMISARTAN|TELMISARTAN (TELMISARTAN SODIUM)","TELMISARTAN","TELMISARTAN SODIUM","U5SYW473RQ","U5SYW473RQ","TELMISARTAN","Active Ingredient","",""
"1516","TEMAZEPAM","2014",1,"TEMAZEPAM","TEMAZEPAM","TEMAZEPAM","CHB1QD2QSS","CHB1QD2QSS","TEMAZEPAM","Active Ingredient","",""
"1517","TEMOZOLOMIDE","11923",1,"TEMOZOLOMIDE","TEMOZOLOMIDE","TEMOZOLOMIDE","YF1K15M17Y","YF1K15M17Y","TEMOZOLOMIDE","Active Ingredient","",""
"1518","TEMSIROLIMUS","20180",1,"TEMSIROLIMUS","TEMSIROLIMUS","TEMSIROLIMUS","624KN6GM2T","624KN6GM2T","TEMSIROLIMUS","Active Ingredient","",""
"1519","TENECTEPLASE","12468",1,"TENECTEPLASE","TENECTEPLASE","TENECTEPLASE","WGD229O42W","WGD229O42W","TENECTEPLASE","Active Ingredient","",""
"1520","TENIPOSIDE","1924",1,"TENIPOSIDE","TENIPOSIDE","TENIPOSIDE","957E6438QA","957E6438QA","TENIPOSIDE","Active Ingredient","",""
"1521","TENOFOVIR ALAFENAMIDE","22668",1,"TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)","TENOFOVIR ALAFENAMIDE","TENOFOVIR ALAFENAMIDE HEMIFUMARATE",NA,NA,NA,NA,NA,NA
"1522","TENOFOVIR DISOPROXIL FUMARATE","12251",1,"TENOFOVIR DISOPROXIL FUMARATE","TENOFOVIR DISOPROXIL FUMARATE","TENOFOVIR DISOPROXIL FUMARATE","OTT9J7900I","W4HFE001U5","TENOFOVIR ANHYDROUS","Active Ingredient","",""
"1523","TENOXICAM","1220",1,"TENOXICAM","TENOXICAM","TENOXICAM","Z1R9N0A399","Z1R9N0A399","TENOXICAM","Active Ingredient","",""
"1524","TERAZOSIN","11368",1,"TERAZOSIN (TERAZOSIN HYDROCHLORIDE)","TERAZOSIN","TERAZOSIN HYDROCHLORIDE","8L5014XET7","8L5014XET7","TERAZOSIN","Active Ingredient","",""
"1525","TERAZOSIN HYDROCHLORIDE","1262",1,"TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE","D32S14F082","8L5014XET7","TERAZOSIN","Active Moiety","",""
"1526","TERBINAFINE","11385",1,"TERBINAFINE (TERBINAFINE HYDROCHLORIDE)","TERBINAFINE","TERBINAFINE HYDROCHLORIDE","G7RIW8S0XP","G7RIW8S0XP","TERBINAFINE","Active Ingredient","",""
"1527","TERBINAFINE HYDROCHLORIDE","707",1,"TERBINAFINE HYDROCHLORIDE","TERBINAFINE HYDROCHLORIDE","TERBINAFINE HYDROCHLORIDE","012C11ZU6G","G7RIW8S0XP","TERBINAFINE","Active Moiety","",""
"1528","TERBINAFINE HYDROCHLORIDE","707",1,"TERBINAFINE HYDROCHLORIDE","TERBINAFINE HYDROCHLORIDE","TERBINAFINE HYDROCHLORIDE","012C11ZU6G","G7RIW8S0XP","TERBINAFINE","Active Ingredient","",""
"1529","TERBUTALINE SULFATE","2345",1,"TERBUTALINE SULFATE","TERBUTALINE SULFATE","TERBUTALINE SULFATE","576PU70Y8E","N8ONU3L3PG","TERBUTALINE","Active Ingredient","",""
"1530","TERCONAZOLE","1197",1,"TERCONAZOLE","TERCONAZOLE","TERCONAZOLE","0KJ2VE664U","0KJ2VE664U","TERCONAZOLE","Active Ingredient","",""
"1531","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID","390",1,"TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID",NA,NA,NA,NA,NA,NA
"1532","TERIFLUNOMIDE","22169",1,"Teriflunomide","Teriflunomide","Teriflunomide","1C058IKG3B","1C058IKG3B","TERIFLUNOMIDE","Active Ingredient","",""
"1533","TERIPARATIDE","13330",1,"TERIPARATIDE","TERIPARATIDE","TERIPARATIDE","10T9CSU89I","10T9CSU89I","TERIPARATIDE","Active Ingredient","",""
"1534","TESAMORELIN","22270",1,"Tesamorelin (Tesamorelin acetate)","Tesamorelin","Tesamorelin acetate","MQG94M5EEO","MQG94M5EEO","TESAMORELIN","Active Ingredient","",""
"1535","TESTOSTERONE","7485",1,"TESTOSTERONE","TESTOSTERONE","TESTOSTERONE","3XMK78S47O","3XMK78S47O","TESTOSTERONE","Active Ingredient","",""
