AI UNII,Active Ingredient,AM UNII,Active Moiety,Basis of Strength,RD UNII,Referenced Drug
7V4A8U16MB,REMIMAZOLAM,7V4A8U16MB,REMIMAZOLAM,Active Ingredient,,
YCT6Z40PQR,REMIPROSTOL,YCT6Z40PQR,REMIPROSTOL,Active Ingredient,,
TR0QT6QSUL,REMOGLIFLOZIN ETABONATE,13ZPK7A4MJ,REMOGLIFLOZIN,,,
0223RD59PE,REMOXIPRIDE,0223RD59PE,REMOXIPRIDE,Active Ingredient,,
MH4OU8RWCW,REMOXIPRIDE HYDROCHLORIDE,0223RD59PE,REMOXIPRIDE,,,
D8Z6E4IR2J,RENANOLONE,D8Z6E4IR2J,RENANOLONE,Active Ingredient,,
D0TAM1017B,RENTIAPRIL,D0TAM1017B,RENTIAPRIL,Active Ingredient,,
9073C0W4E9,RENZAPRIDE,9073C0W4E9,RENZAPRIDE,Active Ingredient,,
6H0SNK4GNT,RENZAPRIDE HYDROCHLORIDE,9073C0W4E9,RENZAPRIDE,,,
668Z8C33LU,REPAGLINIDE,668Z8C33LU,REPAGLINIDE,Active Ingredient,,
U604E1NB3K,REPARIXIN,U604E1NB3K,REPARIXIN,Active Ingredient,,
05PB82Z52L,REPINOTAN,05PB82Z52L,REPINOTAN,Active Ingredient,,
4K8KA8B61G,REPIRINAST,4K8KA8B61G,REPIRINAST,Active Ingredient,,
G5WU4SAO6B,REPROMICIN,G5WU4SAO6B,REPROMICIN,Active Ingredient,,
11941YC6RN,REPROTEROL,11941YC6RN,REPROTEROL,Active Ingredient,,
Y4I1COJ8W8,REPROTEROL HYDROCHLORIDE,11941YC6RN,REPROTEROL,,,
H2MZ648C31,RESATORVID,H2MZ648C31,RESATORVID,Active Ingredient,,
25YF317R6S,RESCIMETOL,25YF317R6S,RESCIMETOL,Active Ingredient,,
Q6W1F7DJ2D,RESCINNAMINE,Q6W1F7DJ2D,RESCINNAMINE,Active Ingredient,,
8B1QWR724A,RESERPINE,8B1QWR724A,RESERPINE,Active Ingredient,,
V3DMU7PVXF,RESIQUIMOD,V3DMU7PVXF,RESIQUIMOD,Active Ingredient,,
35A26E427H,RESLIZUMAB,35A26E427H,RESLIZUMAB,Active Ingredient,,
1578EUB98L,RESMINOSTAT,1578EUB98L,RESMINOSTAT,Active Ingredient,,
7351V823E2,RESOCORTOL,7351V823E2,RESOCORTOL,Active Ingredient,,
2I8V5Q9A78,RESORANTEL,2I8V5Q9A78,RESORANTEL,Active Ingredient,,
YUL4LO94HK,RESORCINOL,YUL4LO94HK,RESORCINOL,Active Ingredient,,
Q369O8926L,RESVERATROL,Q369O8926L,RESVERATROL,Active Ingredient,,
4MG6O8991R,RETAPAMULIN,4MG6O8991R,RETAPAMULIN,Active Ingredient,,
BZF2ZM0I5Z,RETASPIMYCIN,BZF2ZM0I5Z,RETASPIMYCIN,Active Ingredient,,
928Q33Q049,RETASPIMYCIN HYDROCHLORIDE,BZF2ZM0I5Z,RETASPIMYCIN,,,
SZ0F94M68J,RETELLIPTINE,SZ0F94M68J,RETELLIPTINE,Active Ingredient,,
DQA630RIE9,RETEPLASE,DQA630RIE9,RETEPLASE,Active Ingredient,,
G2SH0XKK91,RETINOL,G2SH0XKK91,RETINOL,Active Ingredient,,
GIE06H28OX,RETOSIBAN,GIE06H28OX,RETOSIBAN,Active Ingredient,,
30LE65637T,REVAMILAST,30LE65637T,REVAMILAST,Active Ingredient,,
5P184180P5,REVAPRAZAN,5P184180P5,REVAPRAZAN,Active Ingredient,,
4DQ6T10R64,REVAPRAZAN HYDROCHLORIDE,5P184180P5,REVAPRAZAN,,,
3W7L15V40W,REVATROPATE,3W7L15V40W,REVATROPATE,Active Ingredient,,
24G45TQO8A,REVENAST,24G45TQO8A,REVENAST,Active Ingredient,,
5XQ9UBJ16W,REVIPARIN SODIUM,5R0L1D739E,REVIPARIN,,,
6208ZO6MLG,REVIZINONE,6208ZO6MLG,REVIZINONE,Active Ingredient,,
6X8764TW2J,REVOSPIRONE,6X8764TW2J,REVOSPIRONE,Active Ingredient,,
W5LMZ0RC8I,REZATOMIDINE,W5LMZ0RC8I,REZATOMIDINE,Active Ingredient,,
A47JP5ZG9M,RHEUM OFFICINALE ROOT,A47JP5ZG9M,RHEUM OFFICINALE ROOT,Active Ingredient,,
8476849N1Y,RHIZOPUS ARRHIZUS VAR. ARRHIZUS,8476849N1Y,RHIZOPUS ARRHIZUS VAR. ARRHIZUS,Active Ingredient,,
FEE198DK4Q,RHIZOPUS STOLONIFER,FEE198DK4Q,RHIZOPUS STOLONIFER,Active Ingredient,,
DMK383DSAC,RHODIUM,DMK383DSAC,RHODIUM,Active Ingredient,,
IV92NQJ73U,RHODODENDRON AUREUM LEAF,IV92NQJ73U,RHODODENDRON AUREUM LEAF,Active Ingredient,,
62TY3X4N9Z,RHODOTORULA MUCILAGINOSA,62TY3X4N9Z,RHODOTORULA MUCILAGINOSA,Active Ingredient,,
15W81V867R,RHODOTORULA RUBRA,15W81V867R,RHODOTORULA RUBRA,Active Ingredient,,
G280W4MW6E,RHUBARB,G280W4MW6E,RHUBARB,Active Ingredient,,
Q3H36W0J42,RHUS AROMATICA ROOT BARK,Q3H36W0J42,RHUS AROMATICA ROOT BARK,Active Ingredient,,
5THQ6K6J4O,RHUS GLABRA POLLEN,5THQ6K6J4O,RHUS GLABRA POLLEN,Active Ingredient,,
RHH784E0K6,RHUS GLABRA TOP,RHH784E0K6,RHUS GLABRA TOP,Active Ingredient,,
49717AWG6K,RIBAVIRIN,49717AWG6K,RIBAVIRIN,Active Ingredient,,
TLM2976OFR,RIBOFLAVIN,TLM2976OFR,RIBOFLAVIN,Active Ingredient,,
20RD1DZH99,RIBOFLAVIN 5'-PHOSPHATE SODIUM,7N464URE7E,FLAVIN MONONUCLEOTIDE,Active Moiety,,
957E53WV42,RIBOFLAVIN 5'-PHOSPHATE SODIUM ANHYDROUS,7N464URE7E,FLAVIN MONONUCLEOTIDE,Active Moiety,,
04SRR95RP8,RIBOFLAVIN SODIUM,TLM2976OFR,RIBOFLAVIN,,,
8EU82FAZ5J,RIBOPRINE,8EU82FAZ5J,RIBOPRINE,Active Ingredient,,
2Q5JOU7T53,RIBOSTAMYCIN,2Q5JOU7T53,RIBOSTAMYCIN,Active Ingredient,,
R92JB88O88,RICASETRON,R92JB88O88,RICASETRON,Active Ingredient,,
R60QEP13IC,RICE BRAN,R60QEP13IC,RICE BRAN,Active Ingredient,,
I2D0F69854,RICINOLEIC ACID,I2D0F69854,RICINOLEIC ACID,Active Ingredient,,
7EK4SFN1TX,RICINUS COMMUNIS SEED,7EK4SFN1TX,RICINUS COMMUNIS SEED,Active Ingredient,,
48Z35KB15K,RIDAFOROLIMUS,48Z35KB15K,RIDAFOROLIMUS,Active Ingredient,,
2R4QO1868Y,RIDAZOLOL,2R4QO1868Y,RIDAZOLOL,Active Ingredient,,
QTS5QOO42O,RIDOGREL,QTS5QOO42O,RIDOGREL,Active Ingredient,,
1W306TDA6S,RIFABUTIN,1W306TDA6S,RIFABUTIN,Active Ingredient,,
S1976TE8QK,RIFALAZIL,S1976TE8QK,RIFALAZIL,Active Ingredient,,
1PUG6262HX,RIFAMETANE,1PUG6262HX,RIFAMETANE,Active Ingredient,,
61TWQ7Q5NB,RIFAMEXIL,61TWQ7Q5NB,RIFAMEXIL,Active Ingredient,,
TS121H7U7E,RIFAMIDE,TS121H7U7E,RIFAMIDE,Active Ingredient,,
VJT6J7R4TR,RIFAMPIN,VJT6J7R4TR,RIFAMPIN,Active Ingredient,,
GPE7477YEK,RIFAMPIN SODIUM,VJT6J7R4TR,RIFAMPIN,,,
DU69T8ZZPA,RIFAMYCIN,DU69T8ZZPA,RIFAMYCIN,Active Ingredient,,
PI53N820JV,RIFAMYCIN S,PI53N820JV,RIFAMYCIN S,Active Ingredient,,
32086GS35Z,RIFAMYCIN SODIUM,DU69T8ZZPA,RIFAMYCIN,,,
XJM390A33U,RIFAPENTINE,XJM390A33U,RIFAPENTINE,Active Ingredient,,
L36O5T016N,RIFAXIMIN,L36O5T016N,RIFAXIMIN,Active Ingredient,,
7QCG0RP106,RILAPINE,7QCG0RP106,RILAPINE,Active Ingredient,,
O14CWE893Z,RILAPLADIB,O14CWE893Z,RILAPLADIB,Active Ingredient,,
47Y56T6LEI,RILMAKALIM,47Y56T6LEI,RILMAKALIM,Active Ingredient,,
CU3H37T766,RILMAZAFONE,CU3H37T766,RILMAZAFONE,Active Ingredient,,
25T258X8BV,RILMAZAFONE HYDROCHLORIDE,CU3H37T766,RILMAZAFONE,,,
P67IM25ID8,RILMENIDINE,P67IM25ID8,RILMENIDINE,Active Ingredient,,
59QD64Q32M,RILMENIDINE PHOSPHATE,P67IM25ID8,RILMENIDINE,,,
8K80YB5GMG,RILONACEPT,8K80YB5GMG,RILONACEPT,Active Ingredient,,
595T4D0KQ3,RILOPIROX,595T4D0KQ3,RILOPIROX,Active Ingredient,,
51WEW898IJ,RILOTUMUMAB,51WEW898IJ,RILOTUMUMAB,Active Ingredient,,
E521I6380L,RILOZARONE,E521I6380L,RILOZARONE,Active Ingredient,,
FI96A8X663,RILPIVIRINE,FI96A8X663,RILPIVIRINE,Active Ingredient,,
212WAX8KDD,RILPIVIRINE HYDROCHLORIDE,FI96A8X663,RILPIVIRINE,Active Moiety,,
7LJ087RS6F,RILUZOLE,7LJ087RS6F,RILUZOLE,Active Ingredient,,
0Y70779M1F,RIMABOTULINUMTOXINB,0Y70779M1F,RIMABOTULINUMTOXINB,Active Ingredient,,
BZ76J3N815,RIMACALIB,BZ76J3N815,RIMACALIB,Active Ingredient,,
0T2EF4JQTU,RIMANTADINE,0T2EF4JQTU,RIMANTADINE,Active Ingredient,,
JEI07OOS8Y,RIMANTADINE HYDROCHLORIDE,0T2EF4JQTU,RIMANTADINE,Active Ingredient,,
C3N1PS8CX1,RIMCAZOLE,C3N1PS8CX1,RIMCAZOLE,Active Ingredient,,
2XAC11FCQ4,RIMCAZOLE HYDROCHLORIDE,C3N1PS8CX1,RIMCAZOLE,,,
QH6B4V5743,RIMEPORIDE,QH6B4V5743,RIMEPORIDE,Active Ingredient,,
O7M2E4264D,RIMEXOLONE,O7M2E4264D,RIMEXOLONE,Active Ingredient,,
26GIW6ZLPH,RIMITEROL,26GIW6ZLPH,RIMITEROL,Active Ingredient,,
I29DRR8S3R,RIMITEROL HYDROBROMIDE,26GIW6ZLPH,RIMITEROL,,,
RML78EN3XE,RIMONABANT,RML78EN3XE,RIMONABANT,Active Ingredient,,
HL0V2LQZ09,RIMONABANT HYDROCHLORIDE,RML78EN3XE,RIMONABANT,,,
QG8198SR7M,RIMOPROGIN,QG8198SR7M,RIMOPROGIN,Active Ingredient,,
KU1MBT4JJB,RINFABATE,KU1MBT4JJB,RINFABATE,Active Ingredient,,
RU3FE2Y4XI,RIOCIGUAT,RU3FE2Y4XI,RIOCIGUAT,Active Ingredient,,
W12VDB26LB,RIODIPINE,W12VDB26LB,RIODIPINE,Active Ingredient,,
7JL402PVQR,RIOPROSTIL,7JL402PVQR,RIOPROSTIL,Active Ingredient,,
92000WH9C9,RIPAZEPAM,92000WH9C9,RIPAZEPAM,Active Ingredient,,
E917XHH50V,RIPE BELL PEPPER,E917XHH50V,RIPE BELL PEPPER,Active Ingredient,,
7LQ7OQP653,RIPISARTAN,7LQ7OQP653,RIPISARTAN,Active Ingredient,,
6I9DQB98QI,RISARESTAT,6I9DQB98QI,RISARESTAT,Active Ingredient,,
OFG5EXG60L,RISEDRONATE SODIUM ANHYDROUS,KM2Z91756Z,RISEDRONIC ACID,Active Ingredient,,
HU2YAQ274O,RISEDRONATE SODIUM HEMI-PENTAHYDRATE,KM2Z91756Z,RISEDRONIC ACID,Reference Drug,OFG5EXG60L,RISEDRONATE SODIUM ANHYDROUS
F67L43UT5C,RISEDRONATE SODIUM MONOHYDRATE,KM2Z91756Z,RISEDRONIC ACID,Reference Drug,OFG5EXG60L,RISEDRONATE SODIUM ANHYDROUS
KM2Z91756Z,RISEDRONIC ACID,KM2Z91756Z,RISEDRONIC ACID,Active Ingredient,,
5CQ88I59ZI,RISOCAINE,5CQ88I59ZI,RISOCAINE,Active Ingredient,,
46Z36VJE7H,RISOTILIDE,46Z36VJE7H,RISOTILIDE,Active Ingredient,,
3S9230SS6Z,RISOTILIDE HYDROCHLORIDE,46Z36VJE7H,RISOTILIDE,,,
W99LLM73R7,RISPENZEPINE,W99LLM73R7,RISPENZEPINE,Active Ingredient,,
L6UH7ZF8HC,RISPERIDONE,L6UH7ZF8HC,RISPERIDONE,Active Ingredient,,
8KR602T33Q,RISTIANOL,8KR602T33Q,RISTIANOL,Active Ingredient,,
MPQ96F9OVN,RISTIANOL PHOSPHATE,8KR602T33Q,RISTIANOL,,,
145TFV465S,RITANSERIN,145TFV465S,RITANSERIN,Active Ingredient,,
J89LM8QVEE,RITIOMETAN,J89LM8QVEE,RITIOMETAN,Active Ingredient,,
D4SL77931L,RITIPENEM,D4SL77931L,RITIPENEM,Active Ingredient,,
LD86RKR53M,RITOBEGRON,LD86RKR53M,RITOBEGRON,Active Ingredient,,
I0Q6O6740J,RITODRINE,I0Q6O6740J,RITODRINE,Active Ingredient,,
ESJ56Q60GC,RITODRINE HYDROCHLORIDE,I0Q6O6740J,RITODRINE,,,
0E8R4GDE2Q,RITOLUKAST,0E8R4GDE2Q,RITOLUKAST,Active Ingredient,,
O3J8G9O825,RITONAVIR,O3J8G9O825,RITONAVIR,Active Ingredient,,
YIY0662KX9,RITROSULFAN,YIY0662KX9,RITROSULFAN,Active Ingredient,,
4F4X42SYQ6,RITUXIMAB,4F4X42SYQ6,RITUXIMAB,Active Ingredient,,
6H35LF645A,RIVANICLINE,6H35LF645A,RIVANICLINE,Active Ingredient,,
VAS2V13A9H,RIVANICLINE GALACTARATE,6H35LF645A,RIVANICLINE,,,
9NDF7JZ4M3,RIVAROXABAN,9NDF7JZ4M3,RIVAROXABAN,Active Ingredient,,
PKI06M3IW0,RIVASTIGMINE,PKI06M3IW0,RIVASTIGMINE,Active Ingredient,,
9IY2357JPE,RIVASTIGMINE TARTRATE,PKI06M3IW0,RIVASTIGMINE,Active Moiety,,
1WBO45T413,RIVENPROST,1WBO45T413,RIVENPROST,Active Ingredient,,
3A3N0634Q6,RIVOGLITAZONE,3A3N0634Q6,RIVOGLITAZONE,Active Ingredient,,
51086HBW8G,RIZATRIPTAN,51086HBW8G,RIZATRIPTAN,Active Ingredient,,
WR978S7QHH,RIZATRIPTAN BENZOATE,51086HBW8G,RIZATRIPTAN,Active Moiety,,
13RRH2218G,RIZATRIPTAN SULFATE,51086HBW8G,RIZATRIPTAN,,,
I18M56OGME,ROBALZOTAN,I18M56OGME,ROBALZOTAN,Active Ingredient,,
Z588009C7C,ROBENACOXIB,Z588009C7C,ROBENACOXIB,Active Ingredient,,
4888ME6C4E,ROBENIDINE,4888ME6C4E,ROBENIDINE,Active Ingredient,,
8STT15Y392,ROBENIDINE HYDROCHLORIDE,4888ME6C4E,ROBENIDINE,,,
7TPC058OWY,ROBINIA PSEUDOACACIA BARK,7TPC058OWY,ROBINIA PSEUDOACACIA BARK,Active Ingredient,,
8003NOJ82F,ROBINIA PSEUDOACACIA POLLEN,8003NOJ82F,ROBINIA PSEUDOACACIA POLLEN,Active Ingredient,,
3391H2J6G4,ROCASTINE,3391H2J6G4,ROCASTINE,Active Ingredient,,
P91VNP3T8A,ROCASTINE HYDROCHLORIDE,3391H2J6G4,ROCASTINE,,,
4KGX1STY2N,ROCEPAFANT,4KGX1STY2N,ROCEPAFANT,Active Ingredient,,
6DF29U51Y7,ROCICLOVIR,6DF29U51Y7,ROCICLOVIR,Active Ingredient,,
VI08KS44V0,ROCIVERINE,VI08KS44V0,ROCIVERINE,Active Ingredient,,
WRE554RFEZ,ROCURONIUM,WRE554RFEZ,ROCURONIUM,Active Ingredient,,
I65MW4OFHZ,ROCURONIUM BROMIDE,WRE554RFEZ,ROCURONIUM,Active Ingredient,,
9W0Z08C70V,RODOCAINE,9W0Z08C70V,RODOCAINE,Active Ingredient,,
XCZ4D2241Y,RODORUBICIN,XCZ4D2241Y,RODORUBICIN,Active Ingredient,,
0QTW8Z7MCR,ROFECOXIB,0QTW8Z7MCR,ROFECOXIB,Active Ingredient,,
146D7G2I94,ROFELODINE,146D7G2I94,ROFELODINE,Active Ingredient,,
R9IQ7GVL3E,ROFLEPONIDE,R9IQ7GVL3E,ROFLEPONIDE,Active Ingredient,,
0P6C6ZOP5U,ROFLUMILAST,0P6C6ZOP5U,ROFLUMILAST,Active Ingredient,,
QP8Q61T44L,ROFLURANE,QP8Q61T44L,ROFLURANE,Active Ingredient,,
14P4QR28QF,ROGLETIMIDE,14P4QR28QF,ROGLETIMIDE,Active Ingredient,,
ZPT03UEM0E,ROKITAMYCIN,ZPT03UEM0E,ROKITAMYCIN,Active Ingredient,,
OAH71568Y4,ROLAFAGREL,OAH71568Y4,ROLAFAGREL,Active Ingredient,,
NLE429IZUC,ROLAPITANT,NLE429IZUC,ROLAPITANT,Active Ingredient,,
57O5S1QSAQ,ROLAPITANT HYDROCHLORIDE,NLE429IZUC,ROLAPITANT,Active Moiety,,
J7Z9DBN8J0,ROLAPITANT HYDROCHLORIDE ANHYDROUS,NLE429IZUC,ROLAPITANT,,,
M6VJV033PW,ROLETAMIDE,M6VJV033PW,ROLETAMIDE,Active Ingredient,,
2M3NG13839,ROLGAMIDINE,2M3NG13839,ROLGAMIDINE,Active Ingredient,,
183O9O9JE3,ROLICYCLIDINE,183O9O9JE3,ROLICYCLIDINE,Active Ingredient,,
469743E26J,ROLICYPRINE,469743E26J,ROLICYPRINE,Active Ingredient,,
K676NL63N7,ROLIPRAM,K676NL63N7,ROLIPRAM,Active Ingredient,,
GH9IW85221,ROLITETRACYCLINE,GH9IW85221,ROLITETRACYCLINE,Active Ingredient,,
626GMN0STO,ROLODINE,626GMN0STO,ROLODINE,Active Ingredient,,
7805S5HIHX,ROLOFYLLINE,7805S5HIHX,ROLOFYLLINE,Active Ingredient,,
RES9I0LGG5,ROLZIRACETAM,RES9I0LGG5,ROLZIRACETAM,Active Ingredient,,
CN68E94R2X,ROMAZARIT,CN68E94R2X,ROMAZARIT,Active Ingredient,,
I4880ZI08R,ROMERGOLINE,I4880ZI08R,ROMERGOLINE,Active Ingredient,,
CX3T89XQBK,ROMIDEPSIN,CX3T89XQBK,ROMIDEPSIN,Active Ingredient,,
672T0ES47P,ROMIFENONE,672T0ES47P,ROMIFENONE,Active Ingredient,,
876351L05K,ROMIFIDINE,876351L05K,ROMIFIDINE,Active Ingredient,,
98LQ6RS0TA,ROMIFIDINE HYDROCHLORIDE,876351L05K,ROMIFIDINE,,,
GN5XU2DXKV,ROMIPLOSTIM,GN5XU2DXKV,ROMIPLOSTIM,Active Ingredient,,
SUP956TPT6,ROMURTIDE,SUP956TPT6,ROMURTIDE,Active Ingredient,,
DIH95YP7J3,RONACALERET,DIH95YP7J3,RONACALERET,Active Ingredient,,
LZM2DSH251,RONACALERET HYDROCHLORIDE,DIH95YP7J3,RONACALERET,,,
PJ691WQY08,RONACTOLOL,PJ691WQY08,RONACTOLOL,Active Ingredient,,
E01R4M1063,RONIDAZOLE,E01R4M1063,RONIDAZOLE,Active Ingredient,,
W86I18X716,RONIFIBRATE,W86I18X716,RONIFIBRATE,Active Ingredient,,
BP76593251,RONIPAMIL,BP76593251,RONIPAMIL,Active Ingredient,,
89RAG7SB3B,RONNEL,89RAG7SB3B,RONNEL,Active Ingredient,,
F49V1L3QBD,RONOMILAST,F49V1L3QBD,RONOMILAST,Active Ingredient,,
3HX21A3SQF,ROPIDOXURIDINE,3HX21A3SQF,ROPIDOXURIDINE,Active Ingredient,,
030PYR8953,ROPINIROLE,030PYR8953,ROPINIROLE,Active Ingredient,,
D7ZD41RZI9,ROPINIROLE HYDROCHLORIDE,030PYR8953,ROPINIROLE,Active Moiety,,
417FG5371N,ROPITOIN,417FG5371N,ROPITOIN,Active Ingredient,,
7593E9PMDZ,ROPITOIN HYDROCHLORIDE,417FG5371N,ROPITOIN,,,
7IO5LYA57N,ROPIVACAINE,7IO5LYA57N,ROPIVACAINE,Active Ingredient,,
V910P86109,ROPIVACAINE HYDROCHLORIDE,7IO5LYA57N,ROPIVACAINE,Active Ingredient,,
35504LBE2T,ROPIVACAINE HYDROCHLORIDE ANHYDROUS,7IO5LYA57N,ROPIVACAINE,,,
Q5128GW9D4,ROPIZINE,Q5128GW9D4,ROPIZINE,Active Ingredient,,
372T2944C0,ROQUINIMEX,372T2944C0,ROQUINIMEX,Active Ingredient,,
YH89GMV676,RORIPPA NASTURTIUM-AQUATICUM,YH89GMV676,RORIPPA NASTURTIUM-AQUATICUM,Active Ingredient,,
81MCR2UQ6Q,ROSA CANINA FLOWER,81MCR2UQ6Q,ROSA CANINA FLOWER,Active Ingredient,,
3TNW8D08V3,ROSA CANINA FRUIT,3TNW8D08V3,ROSA CANINA FRUIT,Active Ingredient,,
969IQC5YJU,ROSA RUGOSA FLOWER,969IQC5YJU,ROSA RUGOSA FLOWER,Active Ingredient,,
6Z674O12T6,ROSABULIN,6Z674O12T6,ROSABULIN,Active Ingredient,,
8UUC89LHB2,ROSANILINE HYDROCHLORIDE,5P5C03819W,BASIC FUCHSIN,,,
W4459A2P0J,ROSAPROSTOL,W4459A2P0J,ROSAPROSTOL,Active Ingredient,,
E9ZT7G582H,ROSAPROSTOL SODIUM,W4459A2P0J,ROSAPROSTOL,,,
E907BNQ7SH,ROSARAMICIN,E907BNQ7SH,ROSARAMICIN,Active Ingredient,,
G74AHC5J1J,ROSARAMICIN SODIUM PHOSPHATE,E907BNQ7SH,ROSARAMICIN,,,
S65216469V,ROSARAMICIN STEARATE,E907BNQ7SH,ROSARAMICIN,,,
IJ67X351P9,ROSEMARY,IJ67X351P9,ROSEMARY,Active Ingredient,,
8LGU7VM393,ROSEMARY OIL,8LGU7VM393,ROSEMARY OIL,Active Ingredient,,
05V02F2KDG,ROSIGLITAZONE,05V02F2KDG,ROSIGLITAZONE,Active Ingredient,,
386X2T4SQV,ROSIGLITAZONE CHOLINATE,05V02F2KDG,ROSIGLITAZONE,,,
KX2339DP44,ROSIGLITAZONE MALEATE,05V02F2KDG,ROSIGLITAZONE,Active Moiety,,
88S87KL877,ROSIN,88S87KL877,ROSIN,Active Ingredient,,
8JM482TI79,ROSMARINUS OFFICINALIS FLOWERING TOP,8JM482TI79,ROSMARINUS OFFICINALIS FLOWERING TOP,Active Ingredient,,
7X5RY2T485,ROSONABANT,7X5RY2T485,ROSONABANT,Active Ingredient,,
3Y1OT3J4NW,ROSOXACIN,3Y1OT3J4NW,ROSOXACIN,Active Ingredient,,
P848LCX62B,ROSTAFUROXIN,P848LCX62B,ROSTAFUROXIN,Active Ingredient,,
3L5C5C8ZNG,ROSTEROLONE,3L5C5C8ZNG,ROSTEROLONE,Active Ingredient,,
413KH5ZJ73,ROSUVASTATIN,413KH5ZJ73,ROSUVASTATIN,Active Ingredient,,
83MVU38M7Q,ROSUVASTATIN CALCIUM,413KH5ZJ73,ROSUVASTATIN,Active Moiety,,
70VE4E19Z7,ROSUVASTATIN ZINC,413KH5ZJ73,ROSUVASTATIN,,,
JS13873052,ROTAMICILLIN,JS13873052,ROTAMICILLIN,Active Ingredient,,
GFA1W6KO7N,ROTIGAPTIDE,GFA1W6KO7N,ROTIGAPTIDE,Active Ingredient,,
87T4T8BO2E,ROTIGOTINE,87T4T8BO2E,ROTIGOTINE,Active Ingredient,,
VED9E376NC,ROTOXAMINE,VED9E376NC,ROTOXAMINE,Active Ingredient,,
90897H496X,ROTOXAMINE TARTRATE,VED9E376NC,ROTOXAMINE,,,
KRN50N3Y2T,ROTRAXATE,KRN50N3Y2T,ROTRAXATE,Active Ingredient,,
54M9O25201,ROXADIMATE,54M9O25201,ROXADIMATE,Active Ingredient,,
H5GU9YQL7L,ROXARSONE,H5GU9YQL7L,ROXARSONE,Active Ingredient,,
IV9VHT3YUM,ROXATIDINE,IV9VHT3YUM,ROXATIDINE,Active Ingredient,,
ZUP3LSD0DO,ROXATIDINE ACETATE,IV9VHT3YUM,ROXATIDINE,,,
60426GOR1E,ROXATIDINE ACETATE HYDROCHLORIDE,IV9VHT3YUM,ROXATIDINE,,,
3R7NLP419C,ROXIBOLONE,3R7NLP419C,ROXIBOLONE,Active Ingredient,,
Q476FMZ72G,ROXIFIBAN,Q476FMZ72G,ROXIFIBAN,Active Ingredient,,
0U90EOD13M,ROXIFIBAN ACETATE,Q476FMZ72G,ROXIFIBAN,,,
43227SMS0O,ROXINDOLE,43227SMS0O,ROXINDOLE,Active Ingredient,,
21KOF230FA,ROXITHROMYCIN,21KOF230FA,ROXITHROMYCIN,Active Ingredient,,
5RS1CY853F,ROXOPERONE,5RS1CY853F,ROXOPERONE,Active Ingredient,,
U751HEX436,RUBELLA VIRUS,U751HEX436,RUBELLA VIRUS,Active Ingredient,,
52202H034Z,RUBELLA VIRUS STRAIN WISTAR RA 27/3 LIVE ANTIGEN,52202H034Z,RUBELLA VIRUS STRAIN WISTAR RA 27/3 LIVE ANTIGEN,Active Ingredient,,
0SVP95L23G,RUBIA TINCTORUM ROOT,0SVP95L23G,RUBIA TINCTORUM ROOT,Active Ingredient,,
MLT4718TJW,RUBIDIUM,MLT4718TJW,RUBIDIUM,Active Ingredient,,
F0Z746KRKQ,RUBIDIUM CHLORIDE RB-82,550Z839889,RUBIDIUM CATION RB-82,Active Moiety,,
H19C446XXB,RUBITECAN,H19C446XXB,RUBITECAN,Active Ingredient,,
721809WQCP,RUBOXISTAURIN,721809WQCP,RUBOXISTAURIN,Active Ingredient,,
8O2V33JG64,RUBUS IDAEUS LEAF,8O2V33JG64,RUBUS IDAEUS LEAF,Active Ingredient,,
WFW942PR79,RUFINAMIDE,WFW942PR79,RUFINAMIDE,Active Ingredient,,
Y521XM2900,RUFLOXACIN,Y521XM2900,RUFLOXACIN,Active Ingredient,,
1643374N6L,RUFLOXACIN HYDROCHLORIDE,Y521XM2900,RUFLOXACIN,,,
N52MIQ81ZW,RUMEX ACETOSELLA POLLEN,N52MIQ81ZW,RUMEX ACETOSELLA POLLEN,Active Ingredient,,
BML0J15H8W,RUMEX ALTISSIMUS POLLEN,BML0J15H8W,RUMEX ALTISSIMUS POLLEN,Active Ingredient,,
V825XJG64G,RUMEX CRISPUS POLLEN,S9T422Q956,RUMEX CRISPUS TOP,Active Ingredient,,
V825XJG64G,RUMEX CRISPUS POLLEN,V825XJG64G,RUMEX CRISPUS POLLEN,Active Ingredient,,
9N1RM2S62C,RUMEX CRISPUS ROOT,9N1RM2S62C,RUMEX CRISPUS ROOT,Active Ingredient,,
S9T422Q956,RUMEX CRISPUS TOP,S9T422Q956,RUMEX CRISPUS TOP,Active Ingredient,,
BHS470V9ON,RUMEX MEXICANUS POLLEN,BHS470V9ON,RUMEX MEXICANUS POLLEN,Active Ingredient,,
R6H8O3GVL9,RUMEX OBTUSIFOLIUS POLLEN,R6H8O3GVL9,RUMEX OBTUSIFOLIUS POLLEN,Active Ingredient,,
2AE8M83G3E,RUPATADINE,2AE8M83G3E,RUPATADINE,Active Ingredient,,
RGE5K1Q5QW,RUPINTRIVIR,RGE5K1Q5QW,RUPINTRIVIR,Active Ingredient,,
81248X8C37,RUSALATIDE,81248X8C37,RUSALATIDE,Active Ingredient,,
9J556O9JPD,RUSALATIDE ACETATE,81248X8C37,RUSALATIDE,,,
BXI92R2VUJ,RUSCOGENIN,BXI92R2VUJ,RUSCOGENIN,Active Ingredient,,
N94C2U587S,RUTA GRAVEOLENS FLOWERING TOP,N94C2U587S,RUTA GRAVEOLENS FLOWERING TOP,Active Ingredient,,
